FID,id,Route,Latitude,Longitude,SampleDateUTC,Year,Month,Day,Time_24hr,Amphipod,Appendicularian_Fritillariidae,Appendicularian_Oikopleuridae,Appendicularian_Other,Ascidian,Bryozoan,Cephalopod,Chaetognath,Ciliophora_Tintinnid,Cirripedia,Cladoceran,Cnidarian_Medusae,Cnidarian_Other,Cnidarian_Siphonophore,Copepod_Bivalvia,Copepod_Calanoid,Copepod_Cyclopoid,Copepod_Harpacticoid,Copepod_Other,Copepod_Poecilostomatoida,Ctenophore,Decapod,Echinoderm,Egg,Euphausiid,Fish,Fish_Egg,Forams,Isopod,Mollusc,Mollusc_Bivalvia,Mollusc_Gastropod,Mollusc_Other,Mysida,Nematode,Noctilucaceae,Ostracod,Platyhelminthes,Polychaete,Polychaete_Trochophore,Radiozoa,Sipunculid,Thaliacean_Doliolidae,Thaliacean_Other,Thaliacean_Pyrosomatidae,Thaliacean_Salpidae,Thecostraca,Urochordata,geom
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2181,28682,BRSY,-31.9868,152.8619,2014-08-04T05:56:50Z,2014,8,4,5:56:50,0.6667,0,110,0,0,0,2.6667,0,1.3333,14.6667,2.6667,26,0,0,0.6667,0,0,256.6671,20.6668,2.6667,2,32.6667,0,2,6,20,1.3333,0,0,2.6667,0,0,0,4,7.3334,0,0,0,0,0,0,0,0,0,0,19.3333,0,0,POINT (152.86187 -31.9868)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2180,28871,SYBR,-31.8043,152.9232,2014-11-03T02:02:19Z,2014,11,3,2:02:19,0,0,9.3333,0,0,0,0,0,0,0,0,10.6667,0,0,0,0,0,82.6669,4.6667,0.6667,11.3333,7.3335,0,0,0,0.6667,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,22,0,0,POINT (152.92324 -31.80429)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-217f,28872,SYBR,-31.483,153.0303,2014-11-03T04:10:29Z,2014,11,3,4:10:29,0,0,4,0,0,0,0,0,0,0,0,17.3333,0,0,0,0,0,52.0004,0.6667,0.6667,1.3333,10.0003,0,0,0,2.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6667,0,0,POINT (153.03026 -31.48303)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-217e,28873,SYBR,-31.1617,153.1365,2014-11-03T06:18:38Z,2014,11,3,6:18:38,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,34.6668,1.3333,0,0,2.6668,0,0,0,3.3333,0,0,0,0,0,0,0,0,1.3334,0,0,0,0,0,0,0,0,0,0,2,0,0,POINT (153.13654 -31.16169)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-217d,28874,SYBR,-30.8386,153.2344,2014-11-03T08:26:47Z,2014,11,3,8:26:47,0,0,0,0,0,0,0,0,2.6667,0,0,2.6666,0,0,0,0,0,77.3331,0,5.3333,0,9.3332,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2.6667,0,0,POINT (153.23438 -30.83857)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-217c,28875,SYBR,-30.5118,153.3153,2014-11-03T10:34:56Z,2014,11,3,10:34:56,0,0,0,0,0,0,0,0,0,0,0,37.3334,0,0,0,0,0,146.6668,2.6667,8,0,24.0001,0,2.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6667,0,0,POINT (153.31526 -30.51182)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-217b,28876,SYBR,-30.185,153.3956,2014-11-03T12:43:05Z,2014,11,3,12:43:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,5.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (153.3956 -30.18501)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-217a,28877,SYBR,-29.8582,153.4754,2014-11-03T14:51:14Z,2014,11,3,14:51:14,0,0,0,0,0,0,0,0,0,0,0,6.6667,0,0,0,0,0,158.6665,6.6667,2.6667,0,6.6666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3333,0,0,POINT (153.4754 -29.85816)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2179,28878,SYBR,-29.5313,153.5547,2014-11-03T16:59:23Z,2014,11,3,16:59:23,0,0,0,0,0,0,0,0,0,0,0.6667,3.3334,0,0,0,0,0,93.3334,5.3333,1.3333,0,2.0001,0,1.3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (153.55468 -29.53127)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2178,28879,SYBR,-29.2043,153.6335,2014-11-03T19:07:32Z,2014,11,3,19:07:32,0,0,11.3333,0,0,0,0,0,0,0,0.6667,0.6667,0,0,0,0,0,13.3336,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (153.63346 -29.20432)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2177,28880,SYBR,-28.8773,153.7117,2014-11-03T21:15:41Z,2014,11,3,21:15:41,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,99.3336,0.6667,0,0,6.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6667,0,0,POINT (153.71173 -28.87733)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2176,28881,SYBR,-28.5468,153.7411,2014-11-03T23:23:50Z,2014,11,3,23:23:50,0,0,0,0,0,0,0,0,0,0,0,3.3333,0,0,0,0,0,44.6667,2,0.6667,0,8.0001,0,1.3334,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,1.3333,0,0,POINT (153.74106 -28.54682)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2175,28882,SYBR,-28.2129,153.7236,2014-11-04T01:31:59Z,2014,11,4,1:31:59,0,0,0.6667,0,0,0,0,0,0,0,0,4,0,0,0,0,0,44.0001,0,0,0,10.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (153.72357 -28.21295)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2174,29073,BRSY,-28.2177,153.7483,2015-04-01T23:33:10Z,2015,4,1,23:33:10,0,0,14.6667,0,0,0,0,0,2.6667,0,0,0,0,0,0,0,0,0,0.6667,0,1.3333,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (153.74833 -28.21767)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2173,29074,BRSY,-28.5519,153.7483,2015-04-02T01:04:52Z,2015,4,2,1:04:52,0,0,35.3333,0,0,0,0.6667,0,7.3333,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.3333,0,0,0,0,0,0,POINT (153.74833 -28.55189)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2172,29075,BRSY,-28.8825,153.7091,2015-04-02T02:36:34Z,2015,4,2,2:36:34,0,0,22,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2.6667,0,0,1.3333,0.6667,0,0,0.6667,0,0,0,0,0,3.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (153.70912 -28.88252)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2171,29076,BRSY,-29.2096,153.6314,2015-04-02T04:08:17Z,2015,4,2,4:08:17,0,0,10.6667,0,0,0,0.6667,0,4.6667,0,0.6667,0,0,0,0,0,0,10.6668,2,0,0,0.6667,0,0,0,3.3333,0,0,0,0,0,0,0,1.3333,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,POINT (153.63141 -29.20961)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2170,29077,BRSY,-29.5367,153.5532,2015-04-02T05:39:59Z,2015,4,2,5:39:59,0,0.6667,48,0,0,0,0,0,16,0,0.6667,4.6666,0,0,0,0,0,28.0003,4,0.6667,6,3.3335,0,0,0.6667,0.6667,0,0,0,0,2,0,0,0,2,0,0,0.6667,0,0,0,0,0,0,0,2,0,0,POINT (153.55321 -29.53666)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-216f,29078,BRSY,-29.8637,153.4745,2015-04-02T07:11:41Z,2015,4,2,7:11:41,0,0,24.6667,0,0,0,0,0,8,0,0,11.3333,0,0,0,0,0,114.6667,0,0.6667,0,4.0001,0,1.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (153.47449 -29.86366)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-216e,29079,BRSY,-30.1906,153.3953,2015-04-02T08:43:24Z,2015,4,2,8:43:24,0,0,50.6667,0,0,0,0,0,69.3333,0,13.3333,53.3333,0,0,0,0,0,333.3337,0,2.6667,45.3333,37.3335,0,34.6666,5.3333,0,0,0,0,0,2.6667,0,0,2.6667,21.3334,0,0,0,0,0,0,13.3334,0,0,0,10.6667,0,0,POINT (153.39526 -30.19062)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-216d,29080,BRSY,-30.5175,153.3155,2015-04-02T10:15:06Z,2015,4,2,10:15:06,2.6667,0,17.3333,0,0,0,1.3333,0,9.3333,0,0,0,0,0,0,0,0,36.6669,0,1.3334,1.3333,5.3334,0,0.6667,0,0.6667,0,0,0,0,0,0,0,0,1.3333,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,POINT (153.3155 -30.51753)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-216c,29081,BRSY,-30.8444,153.2352,2015-04-02T11:46:48Z,2015,4,2,11:46:48,0.6667,0,20,0,0,0,0,0,5.3333,0,0,0.6667,0,0,0,0,0,118.6668,0.6667,0,0,13.3333,0,1.3333,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,POINT (153.2352 -30.84439)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-216b,29082,BRSY,-31.1678,153.1387,2015-04-02T13:18:31Z,2015,4,2,13:18:31,0,0,22.6667,0,0,0,1.3333,0,12,0,0,0,0,0,0,0,0,107.9998,0,4,0,6.6665,0,1.3333,0,0,0,0,0,0,0,0,0,0,1.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (153.13875 -31.16781)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-216a,29083,BRSY,-31.4893,153.0331,2015-04-02T14:50:13Z,2015,4,2,14:50:13,0,0,56,0,0,0,0,0,26.6667,0,0,13.3334,0,0,0,0,0,194.667,16.0001,8.0001,10.6667,32.0001,0,16,0,0,0,0,0,0,5.3333,2.6667,0,0,8,0,0,0,0,0,0,0,0,0,0,2.6667,0,0,POINT (153.03306 -31.4893)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2169,29084,BRSY,-31.8107,152.9266,2015-04-02T16:21:55Z,2015,4,2,16:21:55,8,0,45.3333,0,0,0,0,0,34.6667,0,0,16,0,0,0,0,0,192.0005,5.3334,0,16,26.6667,0,0,0,0,0,0,0,0,0,0,0,2.6667,8,0,0,0,0,0,0,0,0,0,0,2.6667,0,0,POINT (152.92664 -31.81071)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2168,29145,BRSY,-28.8017,153.8957,2015-07-19T22:12:30Z,2015,7,19,22:12:30,0,4,22,0,0,0,0,0,3.3333,0,0,0,0,0,0,0,0,3.3335,5.3334,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (153.89569 -28.80171)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2167,29146,BRSY,-29.1354,153.8745,2015-07-19T23:52:25Z,2015,7,19,23:52:25,0,0.6667,130,0,0,0,0,0,2.6667,1.3334,0.6667,1.3333,0,0,0,0,0,58.667,53.3334,0,5.3333,4.0002,0,2,0.6667,0.6667,0.6667,0,0.6667,0,1.3333,0,0,0.6667,3.3334,0,0,0,0,0.6667,0,0,0,0,0,2,0,0,POINT (153.87451 -29.13536)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2166,29147,BRSY,-29.469,153.8532,2015-07-20T01:32:21Z,2015,7,20,1:32:21,0,0,152,0,0,0,0,0,6.6667,2.6666,0,0,1.3333,0,0,0,0,39.9997,41.3334,0,5.3333,9.3333,0,1.3333,0,0,0,0,0,0,0,0,0,0,2.6666,0,0,0,0,0,0,1.3333,0,0,0,8,0,0,POINT (153.85319 -29.46901)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2165,29148,BRSY,-29.8026,153.8317,2015-07-20T03:12:16Z,2015,7,20,3:12:16,0,4.6667,150,0,0,0,0,0,7.3333,2.0001,0,0,2,0,0,0,0,21.3337,16.6666,0,2.6667,3.3334,0,2.6667,0,0,0,0,4,0,0,0,0,0,1.3334,0,0,0,0,0,0,0,0,0,0,1.3333,0,0,POINT (153.83172 -29.80265)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2164,29149,BRSY,-30.1269,153.7491,2015-07-20T04:52:12Z,2015,7,20,4:52:12,0,0.6667,119.3333,0,0,0,0,0,2,0,0,0,0.6667,0,0,0,0,14.0003,32.6667,0,3.3333,3.3334,0,1.3334,0,0,0,0,0.6667,0,0.6667,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,1.3333,0,0,POINT (153.74912 -30.1269)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2163,29150,BRSY,-30.4468,153.6383,2015-07-20T06:32:07Z,2015,7,20,6:32:07,0,0.6667,116,0,0,0,0,0,3.3333,0,0,0,0,0,0.6667,0,0,10.0003,21.3334,0,5.3333,2.0001,0,2,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0.6667,0,0,0,0,1.3333,0,0,POINT (153.63826 -30.44682)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2162,29151,BRSY,-30.7666,153.5267,2015-07-20T08:12:02Z,2015,7,20,8:12:02,0,0,27.3333,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12.0002,10,0,0,0.6667,0,5.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3333,0,0,POINT (153.52667 -30.76665)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2161,29152,BRSY,-31.0864,153.4143,2015-07-20T09:51:58Z,2015,7,20,9:51:58,0,0,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,23.3335,3.3333,0,0.6667,3.3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,POINT (153.41433 -31.08638)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2160,29153,BRSY,-31.406,153.3012,2015-07-20T11:31:53Z,2015,7,20,11:31:53,0,0,12,0,0,0,0.6667,0,8.6667,0,0,0,0,0,0,0,0,28,18,0,0,4.0001,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (153.30124 -31.40601)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-215f,29154,BRSY,-31.7255,153.1874,2015-07-20T13:11:49Z,2015,7,20,13:11:49,0,0,20,0,0,0,0,0,4.6667,0,0,0,0,0,0,0,0,32.6668,5.3333,0,0,2.0001,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3333,0,0,POINT (153.18737 -31.72554)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-215e,29376,BRNC,-28.3124,153.7455,2015-12-06T19:44:56Z,2015,12,6,19:44:56,0,0,18,0,0,0,0,0,0,0,0,4.6667,0,0,0,0,0,15.3335,2,0,1.3333,3.3334,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (153.74551 -28.31243)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-215d,29377,BRNC,-28.6467,153.7451,2015-12-06T21:26:58Z,2015,12,6,21:26:58,0,0,0,0,0,0,0,0,0,0,0,1.3333,0,0,0,0,0,33.3334,0,0,2,2.6667,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (153.74509 -28.64673)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-215c,29378,BRNC,-28.9755,153.6854,2015-12-06T23:08:59Z,2015,12,6,23:08:59,0,0,28,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11.3335,1.3334,0,2,2.0001,0,0.6667,0,0,0,0,0,0,0.6667,0,0,0,1.3334,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (153.68543 -28.97555)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-215b,29379,BRNC,-29.3027,153.6082,2015-12-07T00:51:00Z,2015,12,7,0:51:00,0,0,12,0,0,0,0,0,0,0,0,3.3333,0,0,0,0,0,24,0,0.6667,0,2,0,0,0,0,0,0,0.6667,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (153.60822 -29.30275)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-215a,29380,BRNC,-29.6299,153.5305,2015-12-07T02:33:01Z,2015,12,7,2:33:01,0,0,0.6667,0,0,0,0,0,0,0,0,6,0,0,0,0,0,31.3335,0,0,0,6.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,POINT (153.53052 -29.6299)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2159,29381,BRNC,-29.957,153.4523,2015-12-07T04:15:02Z,2015,12,7,4:15:02,0,0,5.3333,0,0,0,0,0,0,0,0,1.3333,0,0,0,0,0,13.3335,0,0.6667,2,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,POINT (153.4523 -29.95701)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2158,29382,BRNC,-30.2841,153.3736,2015-12-07T05:57:03Z,2015,12,7,5:57:03,0,1.3333,138.6667,0,0,0,0,0,1.3333,0,0,14.6667,0,0,0,0,0,46.6667,7.9999,1.3333,9.3334,10.6665,0,1.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3333,0,0,POINT (153.37358 -30.28407)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2157,29383,BRNC,-30.6111,153.2943,2015-12-07T07:39:04Z,2015,12,7,7:39:04,0,0,21.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0001,2.6667,0,1.3333,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (153.29432 -30.61108)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2156,29384,BRNC,-30.9381,153.2145,2015-12-07T09:21:05Z,2015,12,7,9:21:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3334,0,0,0,1.3333,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,POINT (153.21453 -30.93805)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2155,29385,BRNC,-31.2319,153.0326,2015-12-07T11:03:06Z,2015,12,7,11:03:06,0,0,4.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3334,1.3334,0,0,1.3334,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,POINT (153.0326 -31.23188)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2154,29386,BRNC,-31.5227,152.841,2015-12-07T12:45:07Z,2015,12,7,12:45:07,0,0,15.3333,0,0,0,0,0,0,0,0,2,0,0,0,0,0,40,1.3333,0,0,4.0001,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (152.84101 -31.52267)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2153,29387,BRNC,-31.8132,152.6482,2015-12-07T14:27:08Z,2015,12,7,14:27:08,0,0,128,0,0,0,0,0,0,0,0,34.6667,0,0,0,0,1.3333,103.9998,9.3333,1.3333,6.6667,22.6665,0,0,0,0,0,0,2.6667,0,0,0,0,0,1.3333,0,0,0,0,0,0,0,0,0,0,17.3333,0,0,POINT (152.64822 -31.81317)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2152,29476,BRSY,-29.3895,153.6934,2016-07-28T23:07:56Z,2016,7,28,23:07:56,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3.3333,0,0,5.3335,3.3334,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (153.69342 -29.38953)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2151,29477,BRSY,-29.6298,153.4729,2016-07-29T00:11:23Z,2016,7,29,0:11:23,0,0,119.3333,0,0,0,0,0,7.3333,2,0,0.6667,0,0,0,0,0,12.0001,4.6667,0,1.3333,8.6669,0,2,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (153.47286 -29.62984)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2150,29478,BRSY,-29.9585,153.4039,2016-07-29T01:14:49Z,2016,7,29,1:14:49,0,0,40,0,0,0,0,0,11.3333,0,0,0,0,0,0,0,0,13.3335,3.3333,1.3334,2,4.6666,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,POINT (153.40386 -29.95846)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-214f,29479,BRSY,-30.2871,153.3344,2016-07-29T02:18:16Z,2016,7,29,2:18:16,0,0,52.6667,0,0,0,0,0,3.3333,0.6667,0,0,0,0,0,0,0,8.6668,1.3333,0,3.3333,6.0001,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (153.33439 -30.28705)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-214e,29480,BRSY,-30.6156,153.2645,2016-07-29T03:21:43Z,2016,7,29,3:21:43,0,0,18.6667,0,0,0,0,0,6.6667,0,0,0,0,0,0,0,0,4.0001,0.6667,0,2,6.6666,0,1.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3333,0,0,POINT (153.26446 -30.6156)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-214d,29481,BRSY,-30.9441,153.1941,2016-07-29T04:25:10Z,2016,7,29,4:25:10,0,0,106,0,0,0,0,0,7.3333,0,0,0,0,0,0,0,0,9.3334,2,0,0.6667,12.0001,0,3.3333,0,0.6667,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (153.19405 -30.94411)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-214c,29482,BRSY,-31.2726,153.1232,2016-07-29T05:28:37Z,2016,7,29,5:28:37,0,0,284,0,0,0,0,0,10,0.6667,0,0,0,0,1.3333,0,0,51.3337,2.6667,0,2,30.6668,0,2,0,0,0,0,1.3333,0.6667,0,0,0,0,1.3334,0,0,0,0,1.3333,0,0.6667,0,0,0,1.3333,0,0,POINT (153.12316 -31.27258)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-214b,29483,BRSY,-31.601,153.0518,2016-07-29T06:32:04Z,2016,7,29,6:32:04,0.6667,0,132,0,0,0,0,0,28.6667,0,0,0,0,0,0,0,0,140.6672,6.6666,1.3334,4,54.6667,0,5.3334,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3333,0,0,0,0,0,0,0,0,POINT (153.05177 -31.60102)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-214a,29484,BRSY,-31.9294,152.9799,2016-07-29T07:35:30Z,2016,7,29,7:35:30,1.3333,0,234.6667,0,0,0,0,0,24,0,1.3333,1.3333,0,0,1.3333,0,0,237.3329,2.6666,3.9999,1.3333,34.6666,0,2.6666,0,0,0,0,4,0,0,0,0,0,2.6667,0,0,0,0,1.3333,0,1.3333,0,0,0,24,0,0,POINT (152.97988 -31.92941)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2149,29547,BRPK,-29.9792,153.5884,2016-10-27T23:38:14Z,2016,10,27,23:38:14,0,1.3333,59.3333,0,0,0,0.6667,0,0,1.3334,0,0,0,0,0,0,0,3.3333,1.3334,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (153.58839 -29.97919)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2148,29548,BRPK,-30.306,153.5086,2016-10-28T00:44:12Z,2016,10,28,0:44:12,0,0.6667,25.3333,0,0,0,0,0,2.6667,0.6667,0.6667,0,0,0,0,0,0,4.0001,3.3334,0.6667,0,1.3334,0,0,0.6667,0,0,0,0,0,0.6667,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,1.3333,0,0,POINT (153.50855 -30.30602)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2147,29549,BRPK,-30.6328,153.4282,2016-10-28T01:50:10Z,2016,10,28,1:50:10,0,0,7.3333,0,0,0,0,0,4.6667,0,0,0.6667,0,0,0,0,0,1.3334,4,0,0.6667,1.3334,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (153.42818 -30.6328)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2146,29550,BRPK,-30.9586,153.3433,2016-10-28T02:56:08Z,2016,10,28,2:56:08,0,1.3333,17.3333,0,0,0,0,0,6.6667,0,0,1.3333,0,0,0,0,0,2.6667,2.6667,0,0,2.6667,0,0,0,1.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3333,0,0,POINT (153.34326 -30.95865)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2145,29551,BRPK,-31.2788,153.2323,2016-10-28T04:02:05Z,2016,10,28,4:02:05,0,0,11.3333,0,0,0,0,0,7.3333,0,0,40,0,0,0.6667,0,0,24.0002,0,0,0.6667,6.0001,0,0,0,0.6667,0,0,0,0,1.3333,0,0,0,0.6667,0,0,0,0,0,0,0.6667,0,0,0,1.3333,0,0,POINT (153.23229 -31.27877)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2144,29552,BRPK,-31.5988,153.1206,2016-10-28T05:08:03Z,2016,10,28,5:08:03,0,0,0,0,0,0,0,0,1.3333,0,0,5.3333,0,0,0,0,0,125.3332,1.3333,3.9999,1.3333,10.6665,0,0,0,0,0,0,0,1.3333,0,0,0,1.3333,0,0,0,0,0,0,0,0,0,0,0,1.3333,0,0,POINT (153.12057 -31.59879)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2143,29553,BRPK,-31.9187,153.0081,2016-10-28T06:14:01Z,2016,10,28,6:14:01,0,0,1.3333,0,0,0,0,0,3.3333,0,0,53.3333,0,0,0,0,0,144.6668,3.3333,7.3333,2,15.3334,0,0,0,0,0,0,0,0,0,0,0,1.3333,0,0,0,0,0,0.6667,0,0,0,0,0,2.6667,0,0,POINT (153.00807 -31.91872)
