FID,id,Route,Latitude,Longitude,SampleDateUTC,Year,Month,Day,Time_24hr,Amphipod,Appendicularian_Fritillariidae,Appendicularian_Oikopleuridae,Appendicularian_Other,Ascidian,Bryozoan,Cephalopod,Chaetognath,Ciliophora_Tintinnid,Cirripedia,Cladoceran,Cnidarian_Medusae,Cnidarian_Other,Cnidarian_Siphonophore,Copepod_Bivalvia,Copepod_Calanoid,Copepod_Cyclopoid,Copepod_Harpacticoid,Copepod_Other,Copepod_Poecilostomatoida,Ctenophore,Decapod,Echinoderm,Egg,Euphausiid,Fish,Fish_Egg,Forams,Isopod,Mollusc,Mollusc_Bivalvia,Mollusc_Gastropod,Mollusc_Other,Mysida,Nematode,Noctilucaceae,Ostracod,Platyhelminthes,Polychaete,Polychaete_Trochophore,Radiozoa,Sipunculid,Thaliacean_Doliolidae,Thaliacean_Other,Thaliacean_Pyrosomatidae,Thaliacean_Salpidae,Thecostraca,Urochordata,geom
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-21be,28044,BRSY,-31.1422,153.2765,2012-09-02T17:30:26Z,2012,9,2,17:30:26,0.6667,0,3.3333,0,0,0,0,0,8.6667,0.6667,0,22.6666,0,0,0,0,0,129.3337,0.6667,3.3333,4,22.0002,0,1.3333,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (153.27654 -31.14221)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-21bd,28045,BRSY,-31.4671,153.1861,2012-09-02T18:39:29Z,2012,9,2,18:39:29,0.6667,0,0,0,0,0,0,0,1.3333,0,0,0.6667,0,0,0,0,0,217.3338,4.6666,0,13.3333,41.3334,0,3.3333,0,0,0,0,0,0,0,0,0,0,2.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (153.18607 -31.46714)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-21bc,28046,BRSY,-31.792,153.095,2012-09-02T19:48:33Z,2012,9,2,19:48:33,0,0,6.6667,0,0,0,0,0,2.6667,1.3334,1.3333,12,0,0,0,0,0,218.0004,6,0.6667,4,28.0002,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,POINT (153.09497 -31.79202)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-21bb,28438,SYBR,-31.9968,152.8636,2014-03-25T10:16:22Z,2014,3,25,10:16:22,0,0,21.3333,0,0,0,0,5.3333,5.3333,0,0,74.6667,0,0,5.3333,0,0,623.9994,48.0001,21.3333,0,53.3331,0,21.3333,0,0,10.6666,0,0,0,0,5.3333,0,0,5.3333,0,0,0,0,5.3333,0,0,0,0,0,5.3333,0,0,POINT (152.86357 -31.99682)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-21ba,28440,SYBR,-31.6755,152.9704,2014-03-25T12:13:20Z,2014,3,25,12:13:20,0,0,5.3333,0,0,0,0,0,2.6667,0,2.6667,98.6667,0,0,0,0,0,240.0005,5.3334,8,10.6667,37.3335,0,5.3334,0,0,0,0,0,0,2.6667,0,0,0,2.6667,0,0,0,0,0,0,0,0,0,0,2.6667,0,0,POINT (152.97041 -31.67546)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-21b9,28443,SYBR,-31.354,153.0765,2014-03-25T14:10:17Z,2014,3,25,14:10:17,0,0,42.6667,0,0,0,0,0,13.3333,0,0,72,0,0,0,0,0,237.3337,5.3333,2.6667,13.3333,45.3337,0,0,0,0,2.6667,0,2.6667,0,0,0,0,0,5.3333,0,0,0,0,2.6667,0,0,0,0,0,0,0,0,POINT (153.07651 -31.35402)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-21b8,28445,SYBR,-31.0325,153.1819,2014-03-25T16:07:15Z,2014,3,25,16:07:15,2.6667,0,21.3333,0,0,0,2.6667,0,13.3333,0,0,16,0,0,5.3333,0,0,226.6669,13.3334,0,10.6667,50.6667,0,5.3334,0,0,0,0,0,0,0,0,0,0,13.3334,0,0,0,0,8,0,0,0,0,0,0,0,0,POINT (153.18189 -31.03249)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-21b7,28448,SYBR,-30.7067,153.2673,2014-03-25T18:04:12Z,2014,3,25,18:04:12,2.6667,0,24,0,0,0,5.3333,0,24,0,0,18.6667,0,0,0,0,0,296.0003,10.6667,0,8,45.3334,0,2.6667,0,0,0,0,2.6667,0,0,0,0,2.6667,13.3334,0,0,0,0,5.3333,0,0,0,0,0,0,0,0,POINT (153.26727 -30.70672)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-21b6,28451,SYBR,-30.3797,153.3467,2014-03-25T20:01:09Z,2014,3,25,20:01:09,2.6667,0,26.6667,0,0,0,0,0,24,0,0,2.6667,0,0,0,0,0,208.0002,10.6667,0,0,13.3334,0,5.3334,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,POINT (153.34666 -30.37973)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-21b5,28453,SYBR,-30.0527,153.4255,2014-03-25T21:58:07Z,2014,3,25,21:58:07,2.6667,0,64,0,0,0,0,0,13.3333,0,0,0,0,0,0,0,0,154.6667,16,0,2.6667,10.6668,0,0,0,0,0,0,0,0,2.6667,0,0,2.6667,2.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (153.42551 -30.05269)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-21b4,28456,SYBR,-29.7256,153.5038,2014-03-25T23:55:04Z,2014,3,25,23:55:04,2.6667,0,24,0,0,0,0,0,26.6667,0,0,5.3333,0,0,0,0,0,165.334,13.3333,2.6667,10.6667,21.3334,0,8.0001,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2.6667,0,0,0,2.6667,0,0,POINT (153.50384 -29.7256)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-21b3,28458,SYBR,-29.3985,153.5817,2014-03-26T01:52:02Z,2014,3,26,1:52:02,0,0,77.3333,0,0,0,0,0,21.3333,0,0,2.6667,0,0,0,0,0,96.0003,24,0,5.3333,16.0002,0,0,0,0,2.6667,0,0,0,0,0,0,0,5.3334,0,0,0,0,0,0,2.6667,0,0,0,5.3333,0,0,POINT (153.58167 -29.39847)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-21b2,28505,BRSY,-28.5184,153.75,2014-04-20T22:41:57Z,2014,4,20,22:41:57,2,0,0.6667,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,10.6668,1.3333,0,0,2.0001,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (153.75 -28.51844)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-21b1,28506,BRSY,-28.8498,153.7184,2014-04-21T00:17:31Z,2014,4,21,0:17:31,2.6667,0.6667,14,0,0,0,0.6667,0,3.3333,0,0,0,0,0,0,0,0,14.6668,6.6667,0,0,3.3335,0,3.3333,2,0,0,0,0,0,0,0,0,0,2.6667,0,0,0,0,0.6667,0,0,0,0,0,25.3333,0,0,POINT (153.71845 -28.84975)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-21b0,28507,BRSY,-29.1768,153.6406,2014-04-21T01:53:05Z,2014,4,21,1:53:05,0,1.3333,8.6667,0,0,0,0,0,1.3333,0,0,0,0,0,0,0,0,8.6669,4.0001,0,0.6667,2.6668,0,2.6667,0,1.3334,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,5.3333,0,0,POINT (153.64056 -29.17681)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-21af,28508,BRSY,-29.5038,153.5622,2014-04-21T03:28:39Z,2014,4,21,3:28:39,0.6667,6,8,0,0,0,0.6667,0,4,0,0,1.3333,0,0,0,0,0,26.0002,6.6667,2,1.3333,6.6668,0,0.6667,2.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6667,0,0,POINT (153.56217 -29.50382)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-21ae,28509,BRSY,-29.8308,153.4833,2014-04-21T05:04:13Z,2014,4,21,5:04:13,0,2,8.6667,0,0,0,0,0,5.3333,0,0,2,0,0,0,0,0,13.3335,4,0.6667,0.6667,4.0001,0,0,2.6667,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,POINT (153.48327 -29.83078)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-21ad,28510,BRSY,-30.1577,153.4039,2014-04-21T06:39:47Z,2014,4,21,6:39:47,0,0.6667,6,0,0,0,0,0,6,0,0.6667,8.0001,0,0,0,0,0,19.3339,2.6667,0.6667,4,5.3335,0,0.6667,0.6667,1.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (153.40386 -30.1577)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-21ac,28511,BRSY,-30.4846,153.3239,2014-04-21T08:15:22Z,2014,4,21,8:15:22,0,1.3333,2.6667,0,0,0,0,0,4.6667,0,0,3.3333,0,0,0,0,0,26.0002,2.6667,0,2.6667,10.0002,0,2.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3333,0,0,POINT (153.32392 -30.48457)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-21ab,28512,BRSY,-30.8114,153.2434,2014-04-21T09:50:56Z,2014,4,21,9:50:56,1.3333,0,1.3333,0,0,0,1.3333,0,8,0,0,5.3333,0,0,0.6667,0,0,140.6673,6,0.6667,0,16.6667,0,9.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3333,0,0,0,0,0,0.6667,0,0,POINT (153.24343 -30.81139)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-21aa,28513,BRSY,-31.1354,153.1497,2014-04-21T11:26:30Z,2014,4,21,11:26:30,1.3334,0,6.6667,0,0,0,2,0,10.6667,0,0.6667,2.6667,0,0,0,0,0,104.6671,5.3334,0,0.6667,14.6668,0,4.0001,2,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,POINT (153.1497 -31.1354)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-21a9,28514,BRSY,-31.4568,153.0438,2014-04-21T13:02:04Z,2014,4,21,13:02:04,0.6667,0,2.6667,0,0,0,0,0,14.6667,0,0,0.6667,0,0,0,0,0,106.0007,2.6667,0,2.6667,12.0002,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,2.6667,0,0,POINT (153.04378 -31.45682)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-21a8,28515,BRSY,-31.7782,152.9371,2014-04-21T14:37:38Z,2014,4,21,14:37:38,0.6667,0,3.3333,0,0,0,0,0,8,0,1.3333,1.3334,0,0,0,0,0,90.667,4,0,0.6667,12.0002,0,0.6667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3333,0,0,0,0,0,0,0,0,POINT (152.93713 -31.77816)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-21a7,28543,BRSY,-28.0295,153.7493,2014-05-24T03:09:46Z,2014,5,24,3:09:46,3.3333,0,14,0,0,0,1.3333,0,9.3333,0.6667,2.6667,0,0,0,0.6667,0,0,60.0003,17.3333,0.6667,0,14.6669,0,8.0001,0,0,0.6667,0,0,0,0,0,0,0,0.6667,0,0,0,0,2.6667,0,0,0,0,0,0.6667,0,0,POINT (153.74933 -28.02951)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-21a6,28544,BRSY,-28.3638,153.7497,2014-05-24T04:48:53Z,2014,5,24,4:48:53,0,0,16.6667,0,0,0,0,0,8,0.6667,2,0,0.6667,0,0.6667,0,0,32.0004,6,0,0,2.6668,0,1.3333,0.6667,1.3333,0,0,0.6667,0,0,0,0,0,3.3334,0,0,0,0,0.6667,0,0,0,0,0,8,0,0,POINT (153.74966 -28.36376)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-21a5,28545,BRSY,-28.698,153.75,2014-05-24T06:28:01Z,2014,5,24,6:28:01,0,0,16,0,0,0,2,0,20.6667,0,0,0,0,0,1.3333,0,0,26.6671,18.0001,0,1.3333,6.0002,0,0.6667,1.3333,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0.6667,0,0,0,0,0,19.3333,0,0,POINT (153.74998 -28.698)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-21a4,28546,BRSY,-29.0255,153.6764,2014-05-24T08:07:08Z,2014,5,24,8:07:08,4,0.6667,31.3333,0,0,0,1.3333,0,12,0,2,0.6667,0,0,0,0,0,114.0006,6.0001,0,2.6667,22.0001,0,8.6667,1.3333,0,0.6667,0,0,2,0,0,0,0.6667,6.6667,0,0,0,0,9.3333,0,0.6667,0,0,0,7.3333,0,0,POINT (153.67643 -29.02547)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-21a3,28547,BRSY,-29.3525,153.5985,2014-05-24T09:46:15Z,2014,5,24,9:46:15,2.6667,0,28.6667,0,0,0,0,0,1.3333,0,0,1.3334,0,0,0,0,0,113.3338,0,0,2,4.0001,0,2,0,0.6667,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,POINT (153.59845 -29.35254)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-21a2,28548,BRSY,-29.6795,153.52,2014-05-24T11:25:23Z,2014,5,24,11:25:23,0,0,4.6667,0,0,0,0,0,6,0,0,26.6667,0,0,0,0,0,73.3337,0.6667,0,2,3.3334,0,3.3334,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,1.3333,0,0,POINT (153.51996 -29.67955)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-21a1,28549,BRSY,-30.0065,153.441,2014-05-24T13:04:30Z,2014,5,24,13:04:30,0,0,16,0,0,0,0,0,8,0,0,1.3333,0,0,0,0,0,5.3334,0.6667,0,0.6667,2.0001,0,0,0.6667,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0.6667,0,0,0,0,0,2.6667,0,0,POINT (153.44096 -30.00652)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-21a0,28550,BRSY,-30.3334,153.3614,2014-05-24T14:43:38Z,2014,5,24,14:43:38,0,0,19.3333,0,0,0,0,0,2.6667,0,0,0,0,0,0,0,0,30.6669,2.6667,0,0,2,0,1.3334,2.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6667,0,0,POINT (153.36143 -30.33345)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-219f,28551,BRSY,-30.6603,153.2814,2014-05-24T16:22:45Z,2014,5,24,16:22:45,0,0,12,0,0,0,0,0,8.6667,0,0,0.6667,0,0,0,0,0,16.6668,0,0,0,1.3334,0,0.6667,2,0.6667,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (153.28138 -30.66032)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-219e,28552,BRSY,-30.9868,153.1989,2014-05-24T18:01:52Z,2014,5,24,18:01:52,1.3333,0,65.3333,0,0,0,0,0,17.3333,0,0,40,0,0,0,0,0,210.0003,7.3333,0.6667,0,10.0002,0,5.3333,0.6667,0,0,0,0,0,0,0,0,0,2.6667,0,0,0,0,2.6667,0,0,0,0,0,12.6667,0,0,POINT (153.19895 -30.98675)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-219d,28553,BRSY,-31.3081,153.0927,2014-05-24T19:41:00Z,2014,5,24,19:41:00,0,0,73.3333,0,0,0,0,0,14.6667,0,0,4,0,0,0,0,0,275.3336,12,0,0,17.3335,0,2.6667,4,0,0,0,0,0,0,0,0,0,1.3333,0,0,0,0,1.3333,0,0,0,0,0,2,0,0,POINT (153.09267 -31.30806)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-219c,28554,BRSY,-31.6293,152.9857,2014-05-24T21:20:07Z,2014,5,24,21:20:07,0,0,76,0,0,0,0,0,22.6667,0,0,13.3333,0,0,0,0,0,277.3333,29.3334,0,4,52,0,4,0,0,0,0,0,0,0,0,0,0,1.3333,0,0,0,0,9.3333,0,0,0,0,0,22.6667,0,0,POINT (152.98566 -31.62927)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-219b,28555,BRSY,-31.9504,152.8779,2014-05-24T22:59:14Z,2014,5,24,22:59:14,0,0,48,0,0,0,2.6667,0,37.3333,0,0,0,0,0,0,0,0,210.6669,16,0,2.6667,10.6667,0,2.6667,0,0,0,0,0,0,0,0,0,0,2.6667,0,0,0,0,5.3333,0,0,0,0,0,0,0,0,POINT (152.87791 -31.9504)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-219a,28647,BRSY,-28.0712,153.75,2014-06-30T18:03:26Z,2014,6,30,18:03:26,0,0,27.3333,0,0,0,1.3333,0,7.3333,0,0,0,0,0,0,0,0,32.0002,18.6666,0,0,2.0001,0,0.6667,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (153.75 -28.07118)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2199,28648,BRSY,-28.4054,153.75,2014-06-30T19:37:20Z,2014,6,30,19:37:20,0,0,46,0,0,0,2,0,10.6667,0,0,0,0,0,0,0,0,15.3335,11.3333,0,0,1.3334,0,0.6667,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,POINT (153.75 -28.40542)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2198,28649,BRSY,-28.739,153.7424,2014-06-30T21:11:14Z,2014,6,30,21:11:14,0,0,22,0,0,0,0,0,4.6667,0,1.3333,0,0,0,0,0,0,40.667,8,0,0,3.3333,0,2.6666,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,POINT (153.7424 -28.73897)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2197,28650,BRSY,-29.0661,153.6651,2014-06-30T22:45:08Z,2014,6,30,22:45:08,0.6667,0.6667,37.3333,0,0,0,0.6667,0,8.6667,1.3334,2,0,0,0,0.6667,0,0,54.6671,16.0001,0,1.3333,14.0002,0,8,0,0,2,0,0.6667,0,0,0,0,0,0.6667,0,0,0,0,0.6667,0,0.6667,0,0,0,2,0,0,POINT (153.66511 -29.06612)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2196,28651,BRSY,-29.3932,153.5873,2014-07-01T00:19:02Z,2014,7,1,0:19:02,0,0,136,0,0,0,0.6667,0,6.6667,0,0,0,0,0,0,0,0,31.3334,4,0,0,2,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (153.58734 -29.39323)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2195,28652,BRSY,-29.7203,153.5091,2014-07-01T01:52:56Z,2014,7,1,1:52:56,0,0,77.3333,0,0,0,0,0,2,0,0,0,0,0,0,0,0,45.3336,9.3333,0.6667,0,1.3334,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (153.50906 -29.72029)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2194,28653,BRSY,-30.0473,153.4303,2014-07-01T03:26:50Z,2014,7,1,3:26:50,61.3333,0,0,0,0,0,0.6667,0,4.6667,0,0,0,0,0,0,0,0,28.0001,6.6667,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.3334,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (153.43027 -30.04731)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2193,28654,BRSY,-30.3743,153.351,2014-07-01T05:00:44Z,2014,7,1,5:00:44,0,0,152,0,0,0,0.6667,0,6.6667,0,1.3333,0,0,0,0,0,0,38.0001,2,2,1.3333,8.0001,0,5.3334,1.3333,0.6667,0,0,0,0,0,0,0,1.3333,0.6667,0,0,0,0,0,0,0,0,0,0,1.3333,0,0,POINT (153.35096 -30.37428)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2192,28655,BRSY,-30.7012,153.2711,2014-07-01T06:34:38Z,2014,7,1,6:34:38,0,0,158.6667,0,0,0,0,0,10.6667,0,0.6667,0,0.6667,0,0,0,0,58.6667,2.6667,0,8.6667,6.6667,0,3.3334,0,0,0,0,0,0,0,0,0,0.6667,1.3334,0,0,0,0,0,0,0,0,0,0,1.3333,0,0,POINT (153.27111 -30.7012)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2191,28656,BRSY,-31.0269,153.1854,2014-07-01T08:08:32Z,2014,7,1,8:08:32,2,0,154.6667,0,0,0,0.6667,0,35.3333,1.3333,0.6667,0,0,0,1.3333,0,0,134.0002,24.6668,2,0.6667,36.6671,0,2.6667,0,4,0,0,0,0,0,0,0,0,2.6667,0,0,0,0,0,0,0.6667,0,0,0,0.6667,0,0,POINT (153.18543 -31.02692)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2190,28657,BRSY,-31.3485,153.0802,2014-07-01T09:42:26Z,2014,7,1,9:42:26,2,0,140.6667,0,0,0,0.6667,0,40,0,1.3333,0,0,0,0,0,0,108,7.3334,1.3334,28,34.6669,0,6,0,0,0,0,0,0,0.6667,0,0,0,2.0001,0,0,0,0,1.3333,0,0.6667,0,0,0,0,0,0,POINT (153.08015 -31.34847)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-218f,28658,BRSY,-31.6699,152.9742,2014-07-01T11:16:19Z,2014,7,1,11:16:19,0.6667,0,114,0,0,0,0,0,12,0,0,0,0,0,0,0,0,241.3337,15.3333,4,0,16.0001,0,5.3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,POINT (152.97415 -31.66994)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-218e,28659,BRSY,-31.9913,152.8674,2014-07-01T12:50:13Z,2014,7,1,12:50:13,1.3333,0,86,0,0,0,0.6667,0,42,0.6667,0.6667,36.6667,0,0,0,0,0,111.3335,13.3335,1.3334,1.3333,26.0002,0,7.3333,0,5.3333,2,0,0,0,0,0,0,0,2.6666,0,0,0,0,1.3333,0,1.3333,0,0,0,22.6667,0,0,POINT (152.86742 -31.99132)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-218d,28670,BRSY,-28.0662,153.7406,2014-08-03T09:21:40Z,2014,8,3,9:21:40,0,0,4.6667,0,0,0,0,0,2,0,0,0,0,0,0,0,0,24.6668,0,0,0.6667,1.3334,0,2.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (153.74058 -28.06616)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-218c,28671,BRSY,-28.4004,153.7386,2014-08-03T11:04:35Z,2014,8,3,11:04:35,0,0,6,0,0,0,0,0,6.6667,0,1.3333,0,0,0,0,0,0,48.6666,4,0,0,4.0002,0,2,0.6667,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7.3333,0,0,POINT (153.73861 -28.4004)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-218b,28672,BRSY,-28.7345,153.7352,2014-08-03T12:47:31Z,2014,8,3,12:47:31,0,0,4.6667,0,0,0,0,0,3.3333,0,0,0,0,0,0,0,0,22.6668,0.6667,0,0,1.3334,0,2.6667,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,1.3333,0,0,POINT (153.73523 -28.73451)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-218a,28673,BRSY,-29.0618,153.659,2014-08-03T14:30:27Z,2014,8,3,14:30:27,0.6667,0,4,0,0,0,0.6667,0,4.6667,0,0,0,0,0,0,0,0,61.3336,0,0,0,2.6668,0,9.3333,0,0,0,0,0,0,0,0,0,1.3333,0.6667,0,0,0,0,0,0,0,0,0,0,8.6667,0,0,POINT (153.65898 -29.06185)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2189,28674,BRSY,-29.3891,153.5822,2014-08-03T16:13:23Z,2014,8,3,16:13:23,0,0,71.3333,0,0,0,2.6667,0,16,0,0,1.3333,0,0,0,0,0,108.6667,18,0.6667,23.3333,14.6669,0,5.3333,2,1.3333,0,0,0.6667,2,0,0,0,0,22.6666,0,0,0,0,2.6667,0,0,0,0,0,27.3333,0,0,POINT (153.58224 -29.38914)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2188,28675,BRSY,-29.7164,153.505,2014-08-03T17:56:19Z,2014,8,3,17:56:19,0,0,4.6667,0,0,0,0.6667,0,4,0,0,4.6667,0,0,0,0,0,96.667,8.6667,0,0,8.0001,0,4.6667,0,0,0,0,2,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,18,0,0,POINT (153.50501 -29.7164)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2187,28676,BRSY,-30.0436,153.4273,2014-08-03T19:39:15Z,2014,8,3,19:39:15,2.6666,0,60.6667,0,0,0,0,0,11.3333,4.6666,6,7.3334,0,0,1.3333,0,0,68.667,27.3333,0,4.6667,12.6668,0,6.6667,2,5.3333,0.6667,0,4,0,0,0,0,0.6667,6,0,0,0,0,2,0,0.6667,0,0,0,44,0,0,POINT (153.42727 -30.0436)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2186,28677,BRSY,-30.3708,153.349,2014-08-03T21:22:11Z,2014,8,3,21:22:11,0.6667,0,62.6667,0,0,0,0,0,21.3333,0.6667,0,2,0,0,0,0,0,50.0002,12,0,15.3333,11.3334,0,5.3334,2,0.6667,0,0,4,0.6667,0,0,0,0,3.3333,0,0,0,0,0.6667,0,0,0,0,0,18,0,0,POINT (153.34902 -30.37076)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2185,28678,BRSY,-30.6979,153.2702,2014-08-03T23:05:07Z,2014,8,3,23:05:07,0,0.6667,124,0,0,0,2,0,15.3333,6,0.6667,2.6668,0,0,1.3333,0,0,50.0004,19.3334,2,0.6667,14,0,1.3334,0.6667,6,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,24,0,0,POINT (153.27024 -30.69788)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2184,28679,BRSY,-31.0237,153.185,2014-08-04T00:48:02Z,2014,8,4,0:48:02,0,0,25.3333,0,0,0,0,0,2,0,0,0.6667,0,0,0,0,0,66.667,3.3334,0.6667,0.6667,10.6667,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,POINT (153.18501 -31.02366)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2183,28680,BRSY,-31.3448,153.078,2014-08-04T02:30:58Z,2014,8,4,2:30:58,0,0.6667,62,0,0,0,0,0,4.6667,2.6667,0,2.6668,0,0,1.3333,0,0,64.6671,11.9999,0,1.3333,9.3335,0,0,4,6,0,0,0,0.6667,0,0,0,0,3.3333,0,0,0,0,0,0,0,0,0,0,19.3333,0,0,POINT (153.07803 -31.3448)
cpr_zoop_htg_map.fid-2520f43b_178b413d073_-2182,28681,BRSY,-31.6658,152.9703,2014-08-04T04:13:54Z,2014,8,4,4:13:54,0.6667,0,48,0,0,0,0,0,0.6667,0,0,2,0,0,0,0,0,100.6667,10,1.3333,0,2.6667,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0.6667,0,0,0,0,0,4,0,0,POINT (152.97032 -31.66584)
