"datestr","datenum","Lat","Lon","site","site2","Depth","Temp","Salt","NBSSSlope","NBSSIntercept","NBSSRsq","Biomass","Abundance","GeoMn","fluorescence","oxygen","saldiff","tempdiff","Nitrate","Phosphate","Silicate","U","V","distance","GA_depth2","slope","D_coast","CTDtemp","CTDsalinity","time","date","Vbin","Ubin","Dbin","chla"
"06-Sep-2004 09:56:13",732196.414049184,-31.7526042461471,152.901498808625,"DiamondHead","DH",14.5751822213656,18.26613744218,35.6223291297609,-0.997362993051249,2.16025833413301,0.946087022403984,971.752263371104,11205.8965149568,0.000520797554591004,55.9504741409083,247.760114658307,0.015246789240102,-0.00472366896140031,0.744549936151316,0.158626618063181,1.0426340535131,NA,NA,277.893473273368,63,1,9498.86519031551,18.2708611111414,35.6070823405208,2004-09-06 09:56:13,6,NA,NA,"0_25",0.765280567346679
"06-Sep-2004 09:57:33",732196.414974418,-31.7525003678059,152.904981129101,"DiamondHead","DH",11.3984160372103,18.2505728884182,35.6178284207844,-0.84649422419892,2.38274993530047,0.957321598031703,1443.51928764804,11441.4813533228,0.000537796391745769,56.1884490784632,246.453372266336,0.00784414653359988,-0.0724983490951985,NA,NA,NA,NA,NA,276.095411163154,64,1,9813.46706045832,18.3230712375134,35.6099842742508,2004-09-06 09:57:33,6,NA,NA,"0_25",0.806842663216168
"06-Sep-2004 09:58:07",732196.415369972,-31.7524533638581,152.906536297976,"DiamondHead","DH",12.7192370961518,18.2418647513766,35.6101388223247,-0.905554722396725,2.32077464416015,0.942882476669203,1158.26694270732,12415.6035844538,0.000524669823277109,55.7567323169774,245.244780575486,-0.00114142598859956,-0.102806053845402,NA,NA,NA,NA,NA,275.227624030784,65,1,9954.26709894494,18.344670805222,35.6112802483133,2004-09-06 09:58:07,6,NA,NA,"0_25",0.731443742583199
"06-Sep-2004 09:59:25",732196.416269229,-31.7522414207498,152.909800720152,"DiamondHead","DH",12.0856004913655,18.2734014003132,35.613194647464,-0.85323646881569,2.39683296507206,0.962269422164551,1630.55649955914,11749.0065183574,0.000547928742156723,55.6471721591224,243.418306415998,-0.000805952662702225,-0.116608601797399,NA,NA,NA,NA,NA,260.808410290765,66,1,10247.2810122625,18.3900100021106,35.6140006001267,2004-09-06 09:59:25,6,NA,NA,"0_25",0.712309165509531
"06-Sep-2004 10:00:00",732196.416678191,-31.7521390914894,152.911409431756,"DiamondHead","DH",12.0281280952835,18.3250531766768,35.6244010385269,-1.04420890456466,2.16183758227108,0.926219392271228,1077.2401785514,11973.4597184017,0.000526139388188591,55.5627922095327,242.469808445195,0.00905984539689797,-0.0873000421564001,NA,NA,NA,NA,NA,253.941537534401,67,1,10392.0977743618,18.4123532188332,35.61534119313,2004-09-06 10:00:00,6,NA,NA,"0_25",0.697572287793152
"06-Sep-2004 10:00:39",732196.417128585,-31.7520345695962,152.913020268657,"DiamondHead","DH",43.524035496457,17.6625684233651,35.5805823971227,-1.02831339260723,1.94882192090489,0.959616311171027,649.460214688161,7866.52687744484,0.000497398264840284,55.4576312645686,213.010649576579,0.0399282330158997,0.433778520070401,3.09757563232051,0.280514487160581,1.82234140836954,0.00409959117413883,-0.0370005840369461,246.838923940207,69,1,10537.2751479098,17.2287899032947,35.5406541641068,2004-09-06 10:00:39,6,"Weak_NS","Weak_EW","26_55",0.67920602905502
"06-Sep-2004 10:01:12",732196.417500625,-31.7520008087158,152.914376894704,"DiamondHead","DH",43.6270155271682,17.7149835610651,35.5884311539699,-0.932164491569276,2.1061575283365,0.933307790272592,794.51803843488,8113.16858750536,0.000516308619500479,55.2384436388875,212.829823887412,0.0484299496015979,0.490554926367601,3.1177703671965,0.280769072583692,1.84688249370629,0.00203516023304904,-0.0399497710956214,246.897159593328,69,1,10661.1326342799,17.2244286346975,35.5400012043683,2004-09-06 10:01:12,6,"Weak_NS","Weak_EW","26_55",0.640925119285431
"06-Sep-2004 10:01:46",732196.417901835,-31.7519940555116,152.915890057809,"DiamondHead","DH",12.8518805308153,18.3427399997004,35.6258263752054,-0.989579462767691,2.16273380410626,0.92604369224717,898.570824267557,10667.5627979776,0.000517081964630881,55.2259477838052,239.64109988917,0.0067513270311963,-0.131844136535602,NA,NA,NA,NA,NA,250.402618266944,70,1,10800.2090248632,18.474584136236,35.6190750481742,2004-09-06 10:01:46,6,NA,NA,"0_25",0.638742730113536
"06-Sep-2004 10:02:24",732196.41834015,-31.7519091924053,152.917625745104,"DiamondHead","DH",12.2863178367736,18.4822705348539,35.6319900657134,-1.08813552044638,2.03558647801694,0.954506056583255,811.746228209753,11079.7625956101,0.000495788051715754,55.221811933865,238.993677168652,0.0114212065279062,-0.0151246345571003,NA,NA,NA,NA,NA,244.535111763167,72,1,10957.9067522946,18.497395169411,35.6205688591855,2004-09-06 10:02:24,6,NA,NA,"0_25",0.638020407866149
"06-Sep-2004 10:03:10",732196.418875039,-31.7518344275154,152.919681609557,"DiamondHead","DH",48.8502714572386,17.8147523619735,35.6021934151317,-1.20022112398551,1.74154546942341,0.949040647142824,520.566173660936,8263.41963944226,0.000482984407952603,56.7426784390991,209.378714947845,0.0784673918809986,0.737096143107799,3.7975304126594,0.31735794555488,2.0166351361986,NA,NA,239.630813531651,72,1,11145.5938285976,17.0776562188657,35.5237260232507,2004-09-06 10:03:10,6,NA,NA,"26_55",0.903638292441281
"06-Sep-2004 10:03:57",732196.419413534,-31.7518329620361,152.921526892415,"DiamondHead","DH",49.2954686966806,17.7034850022849,35.5881279006785,-0.952990729237142,2.02466281822912,0.984131888858216,669.267494401547,8043.80444286786,0.000481884550982227,56.4449490475381,207.800313221174,0.0711596988534993,0.677347890732801,3.93656184307838,0.326218817914141,2.04527310226877,NA,NA,242.538001380938,73,1,11315.869364393,17.0261371115521,35.516968201825,2004-09-06 10:03:57,6,NA,NA,"26_55",0.851640138171916
"06-Sep-2004 10:04:29",732196.419780691,-31.7518329620361,152.922885068276,"DiamondHead","DH",12.5852735500901,18.8743372933849,35.6175302426654,-0.836767015789669,2.35076737265688,0.945707312840531,1023.22322257886,10563.8054866899,0.000528897621440798,55.2057754963826,238.1654686122,-0.00781981940370002,0.314786486486501,NA,NA,NA,NA,NA,244.799714227446,75,1,11441.3078351453,18.5595508068984,35.6253500620691,2004-09-06 10:04:29,6,NA,NA,"0_25",0.635219659354997
"06-Sep-2004 10:05:10",732196.420257666,-31.7518329620361,152.924589289299,"DiamondHead","DH",14.0339408291779,18.7878890949432,35.6223972991717,-1.01592119717514,2.10570820986797,0.891349491565617,827.868599235946,10292.2393467473,0.000518898225431188,55.1506916838416,237.664328397426,-0.00450205473649845,0.212144722125998,0.933724471543258,0.169532450050497,1.30198075485899,NA,NA,247.639949951605,75,1,11598.8036581466,18.5757443728172,35.6268993539082,2004-09-06 10:05:10,6,NA,NA,"0_25",0.625599324032258
"06-Sep-2004 10:05:52",732196.420741796,-31.7518329620361,152.926393127458,"DiamondHead","DH",48.8105075261077,17.6161419107735,35.5850561478849,-1.15145203515442,1.73045227709324,0.895634803528096,457.852220177184,7545.45197078498,0.000472376616798488,55.5020623630116,205.447559982422,0.0726634253517986,0.6207312041712,4.06412455617829,0.331152677221209,2.07355298106813,NA,NA,250.648958362018,76,1,11765.6190742328,16.9954107066023,35.5123927225331,2004-09-06 10:05:52,6,NA,NA,"26_55",0.686965878020834
"06-Sep-2004 10:06:38",732196.421277682,-31.7518329620361,152.928218192352,"DiamondHead","DH",49.6786113634691,17.6444091277321,35.5855415762369,-0.969836767934758,2.02768729099226,0.964699514020533,570.533742148433,8093.61376429381,0.00048674314295462,55.1456190631143,202.718945025001,0.0791393851484017,0.731570043849299,4.28844133772509,0.344849514804764,2.12115640528646,NA,NA,253.696253402554,77,1,11934.5113408525,16.9128390838828,35.5064021910885,2004-09-06 10:06:38,6,NA,NA,"26_55",0.624713395660374
"06-Sep-2004 10:07:09",732196.421640064,-31.7518329620361,152.929645223648,"DiamondHead","DH",12.8449558756549,18.904385749461,35.6228907790029,-0.975889896659492,2.13597385230303,0.92683958410962,882.769669463426,9146.4547255364,0.000530498107669887,55.2151432824576,237.141188401163,-0.00860487885889683,0.264942197257199,NA,NA,NA,NA,NA,256.080971819393,77,1,12066.6460915324,18.6394435522038,35.6314956578618,2004-09-06 10:07:09,6,NA,NA,"0_25",0.636855734258239
"06-Sep-2004 10:07:50",732196.422115178,-31.7518235322159,152.931427000425,"DiamondHead","DH",13.6211527895916,18.9451526424874,35.629952345488,-0.969734361824232,2.11737761552696,0.899443331885838,723.820314121076,9172.4907397539,0.000518593180295111,55.2130511867526,236.798782229631,-0.00316310944379694,0.287804477344,NA,NA,NA,NA,NA,258.011432744269,78,1,12231.5052030868,18.6573481651434,35.6331154549318,2004-09-06 10:07:50,6,NA,NA,"0_25",0.636490351738749
