Survey,StartUTC,Lat,Lon,Project,MARLIN,MARLIN UUID,Averaging Period,U Ship,V Ship,Bottom Depth,Depth,U,V,Avg QC,Bin Attendance
SS200408,2/09/2004 4:00,-33.844,151.358,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.29,0.07,68,16.8,-0.05,-0.03,7.2,89
SS200408,2/09/2004 4:00,-33.844,151.358,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.29,0.07,68,24.8,-0.02,-0.05,6,89
SS200408,2/09/2004 4:00,-33.844,151.358,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.29,0.07,68,32.8,0.01,-0.04,6.7,89
SS200408,2/09/2004 4:00,-33.844,151.358,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.29,0.07,68,40.8,0.01,-0.05,6,89
SS200408,2/09/2004 4:00,-33.844,151.358,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.29,0.07,68,48.8,0.03,-0.07,6.8,59
SS200408,2/09/2004 4:20,-33.832,151.425,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.39,1.45,111,16.8,-0.05,0,6.6,100
SS200408,2/09/2004 4:20,-33.832,151.425,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.39,1.45,111,24.8,-0.02,0.01,6.4,100
SS200408,2/09/2004 4:20,-33.832,151.425,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.39,1.45,111,32.8,0,0,6.4,99
SS200408,2/09/2004 4:20,-33.832,151.425,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.39,1.45,111,40.8,0.02,-0.02,6.4,99
SS200408,2/09/2004 4:20,-33.832,151.425,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.39,1.45,111,48.8,0.03,-0.05,6,99
SS200408,2/09/2004 4:20,-33.832,151.425,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.39,1.45,111,56.8,0.01,-0.02,6.5,99
SS200408,2/09/2004 4:20,-33.832,151.425,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.39,1.45,111,64.8,-0.01,-0.02,6.2,99
SS200408,2/09/2004 4:20,-33.832,151.425,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.39,1.45,111,72.8,0,-0.01,6.3,99
SS200408,2/09/2004 4:20,-33.832,151.425,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.39,1.45,111,80.8,0.01,0.01,5.9,84
SS200408,2/09/2004 4:20,-33.832,151.425,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.39,1.45,111,88.8,0.02,0.05,6.6,69
SS200408,2/09/2004 4:40,-33.817,151.494,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.32,1.26,125,16.8,-0.1,-0.12,6.8,100
SS200408,2/09/2004 4:40,-33.817,151.494,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.32,1.26,125,24.8,-0.04,-0.1,6.4,100
SS200408,2/09/2004 4:40,-33.817,151.494,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.32,1.26,125,32.8,-0.04,-0.07,6,99
SS200408,2/09/2004 4:40,-33.817,151.494,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.32,1.26,125,40.8,-0.03,-0.05,6.3,99
SS200408,2/09/2004 4:40,-33.817,151.494,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.32,1.26,125,48.8,-0.02,-0.04,6.4,99
SS200408,2/09/2004 4:40,-33.817,151.494,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.32,1.26,125,56.8,-0.03,-0.05,6.4,99
SS200408,2/09/2004 4:40,-33.817,151.494,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.32,1.26,125,64.8,-0.05,-0.05,6.3,99
SS200408,2/09/2004 4:40,-33.817,151.494,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.32,1.26,125,72.8,-0.05,-0.04,6.2,98
SS200408,2/09/2004 4:40,-33.817,151.494,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.32,1.26,125,80.8,-0.04,-0.04,6.6,99
SS200408,2/09/2004 4:40,-33.817,151.494,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.32,1.26,125,88.8,-0.03,-0.03,6.3,99
SS200408,2/09/2004 4:40,-33.817,151.494,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.32,1.26,125,96.8,0,-0.02,6.4,98
SS200408,2/09/2004 5:00,-33.805,151.565,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.36,0.96,133,16.8,-0.04,-0.34,6.5,99
SS200408,2/09/2004 5:00,-33.805,151.565,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.36,0.96,133,24.8,0.01,-0.28,6,99
SS200408,2/09/2004 5:00,-33.805,151.565,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.36,0.96,133,32.8,0.02,-0.22,6.7,99
SS200408,2/09/2004 5:00,-33.805,151.565,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.36,0.96,133,40.8,0.02,-0.19,6.1,99
SS200408,2/09/2004 5:00,-33.805,151.565,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.36,0.96,133,48.8,0.01,-0.18,6.6,99
SS200408,2/09/2004 5:00,-33.805,151.565,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.36,0.96,133,56.8,0,-0.14,6.3,99
SS200408,2/09/2004 5:00,-33.805,151.565,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.36,0.96,133,64.8,-0.03,-0.11,5.9,99
SS200408,2/09/2004 5:00,-33.805,151.565,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.36,0.96,133,72.8,-0.05,-0.08,6,99
SS200408,2/09/2004 5:00,-33.805,151.565,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.36,0.96,133,80.8,-0.07,-0.07,6.5,99
SS200408,2/09/2004 5:00,-33.805,151.565,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.36,0.96,133,88.8,-0.07,-0.06,6.3,99
SS200408,2/09/2004 5:00,-33.805,151.565,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.36,0.96,133,96.8,-0.06,-0.05,6,99
SS200408,2/09/2004 5:00,-33.805,151.565,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.36,0.96,133,104.8,-0.06,-0.07,6.7,89
SS200408,2/09/2004 5:20,-33.794,151.633,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.36,1.03,143,16.8,-0.07,-0.39,6.6,99
SS200408,2/09/2004 5:20,-33.794,151.633,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.36,1.03,143,24.8,-0.01,-0.39,6.4,99
SS200408,2/09/2004 5:20,-33.794,151.633,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.36,1.03,143,32.8,0,-0.39,6.2,99
SS200408,2/09/2004 5:20,-33.794,151.633,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.36,1.03,143,40.8,-0.01,-0.38,6.9,99
SS200408,2/09/2004 5:20,-33.794,151.633,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.36,1.03,143,48.8,-0.02,-0.36,6.8,99
SS200408,2/09/2004 5:20,-33.794,151.633,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.36,1.03,143,56.8,0.02,-0.31,7.2,98
SS200408,2/09/2004 5:20,-33.794,151.633,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.36,1.03,143,64.8,0.03,-0.28,7.1,98
SS200408,2/09/2004 5:20,-33.794,151.633,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.36,1.03,143,72.8,0.02,-0.25,7.1,99
SS200408,2/09/2004 5:20,-33.794,151.633,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.36,1.03,143,80.8,0,-0.19,7.1,98
SS200408,2/09/2004 5:20,-33.794,151.633,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.36,1.03,143,88.8,-0.01,-0.16,6.6,98
SS200408,2/09/2004 5:20,-33.794,151.633,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.36,1.03,143,96.8,-0.04,-0.13,6.4,98
SS200408,2/09/2004 5:20,-33.794,151.633,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.36,1.03,143,104.8,-0.05,-0.13,6.2,98
SS200408,2/09/2004 5:20,-33.794,151.633,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.36,1.03,143,112.8,-0.05,-0.14,6.3,98
SS200408,2/09/2004 5:40,-33.783,151.702,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.35,1.12,161,16.8,-0.12,-0.28,7,100
SS200408,2/09/2004 5:40,-33.783,151.702,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.35,1.12,161,24.8,-0.06,-0.25,6.2,100
SS200408,2/09/2004 5:40,-33.783,151.702,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.35,1.12,161,32.8,-0.05,-0.23,6,100
SS200408,2/09/2004 5:40,-33.783,151.702,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.35,1.12,161,40.8,-0.04,-0.24,6.7,99
SS200408,2/09/2004 5:40,-33.783,151.702,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.35,1.12,161,48.8,-0.07,-0.25,6.6,99
SS200408,2/09/2004 5:40,-33.783,151.702,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.35,1.12,161,56.8,-0.09,-0.26,6.5,99
SS200408,2/09/2004 5:40,-33.783,151.702,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.35,1.12,161,64.8,-0.05,-0.28,6.3,99
SS200408,2/09/2004 5:40,-33.783,151.702,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.35,1.12,161,72.8,0.04,-0.27,6.8,99
SS200408,2/09/2004 5:40,-33.783,151.702,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.35,1.12,161,80.8,0.07,-0.2,6.7,99
SS200408,2/09/2004 5:40,-33.783,151.702,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.35,1.12,161,88.8,0.03,-0.12,6.2,99
SS200408,2/09/2004 5:40,-33.783,151.702,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.35,1.12,161,96.8,-0.03,-0.08,6,99
SS200408,2/09/2004 5:40,-33.783,151.702,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.35,1.12,161,104.8,-0.1,-0.08,6.1,99
SS200408,2/09/2004 5:40,-33.783,151.702,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.35,1.12,161,112.8,-0.1,-0.08,6.6,99
SS200408,2/09/2004 5:40,-33.783,151.702,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.35,1.12,161,120.8,-0.08,-0.09,5.8,94
SS200408,2/09/2004 5:40,-33.783,151.702,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.35,1.12,161,128.8,-0.09,-0.09,5.9,49
SS200408,2/09/2004 5:40,-33.783,151.702,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.35,1.12,161,136.8,-0.05,-0.12,6.4,34
SS200408,2/09/2004 6:00,-33.77,151.771,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.34,1.22,258,16.8,-0.16,-0.2,6.7,100
SS200408,2/09/2004 6:00,-33.77,151.771,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.34,1.22,258,24.8,-0.09,-0.19,6.8,100
SS200408,2/09/2004 6:00,-33.77,151.771,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.34,1.22,258,32.8,-0.09,-0.19,5.8,100
SS200408,2/09/2004 6:00,-33.77,151.771,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.34,1.22,258,40.8,-0.1,-0.18,6.7,99
SS200408,2/09/2004 6:00,-33.77,151.771,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.34,1.22,258,48.8,-0.1,-0.16,6.4,99
SS200408,2/09/2004 6:00,-33.77,151.771,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.34,1.22,258,56.8,-0.14,-0.13,6.2,99
SS200408,2/09/2004 6:00,-33.77,151.771,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.34,1.22,258,64.8,-0.16,-0.13,6.4,99
SS200408,2/09/2004 6:00,-33.77,151.771,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.34,1.22,258,72.8,-0.13,-0.15,6.2,99
SS200408,2/09/2004 6:00,-33.77,151.771,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.34,1.22,258,80.8,-0.08,-0.14,6.4,99
SS200408,2/09/2004 6:00,-33.77,151.771,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.34,1.22,258,88.8,-0.07,-0.16,6,99
SS200408,2/09/2004 6:00,-33.77,151.771,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.34,1.22,258,96.8,-0.08,-0.16,5.9,99
SS200408,2/09/2004 6:00,-33.77,151.771,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.34,1.22,258,104.8,-0.09,-0.12,5.8,99
SS200408,2/09/2004 6:00,-33.77,151.771,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.34,1.22,258,112.8,-0.13,-0.12,6.2,99
SS200408,2/09/2004 6:00,-33.77,151.771,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.34,1.22,258,120.8,-0.14,-0.15,5.8,99
SS200408,2/09/2004 6:00,-33.77,151.771,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.34,1.22,258,128.8,-0.12,-0.19,5.6,99
SS200408,2/09/2004 6:00,-33.77,151.771,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.34,1.22,258,136.8,-0.1,-0.17,5.6,98
SS200408,2/09/2004 6:00,-33.77,151.771,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.34,1.22,258,144.8,-0.06,-0.14,5.8,98
SS200408,2/09/2004 6:00,-33.77,151.771,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.34,1.22,258,152.8,-0.08,-0.11,5.2,96
SS200408,2/09/2004 6:00,-33.77,151.771,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.34,1.22,258,160.8,-0.09,-0.06,5.5,84
SS200408,2/09/2004 6:00,-33.77,151.771,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.34,1.22,258,168.8,-0.09,-0.05,5.3,80
SS200408,2/09/2004 6:00,-33.77,151.771,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.34,1.22,258,176.8,-0.08,-0.05,6,61
SS200408,2/09/2004 6:00,-33.77,151.771,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.34,1.22,258,184.8,-0.04,-0.03,5.6,56
SS200408,2/09/2004 6:00,-33.77,151.771,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.34,1.22,258,192.8,-0.02,-0.01,5.5,41
SS200408,2/09/2004 6:00,-33.77,151.771,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.34,1.22,258,200.8,0.01,0.05,5.2,39
SS200408,2/09/2004 6:20,-33.757,151.841,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.45,1.18,445,16.8,-0.09,-0.23,7.3,100
SS200408,2/09/2004 6:20,-33.757,151.841,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.45,1.18,445,24.8,-0.02,-0.23,6.3,100
SS200408,2/09/2004 6:20,-33.757,151.841,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.45,1.18,445,32.8,0.02,-0.23,6.2,100
SS200408,2/09/2004 6:20,-33.757,151.841,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.45,1.18,445,40.8,0.02,-0.23,6,99
SS200408,2/09/2004 6:20,-33.757,151.841,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.45,1.18,445,48.8,0.01,-0.22,6.6,99
SS200408,2/09/2004 6:20,-33.757,151.841,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.45,1.18,445,56.8,-0.01,-0.16,6.5,99
SS200408,2/09/2004 6:20,-33.757,151.841,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.45,1.18,445,64.8,-0.04,-0.12,6.2,100
SS200408,2/09/2004 6:20,-33.757,151.841,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.45,1.18,445,72.8,-0.04,-0.12,6.8,99
SS200408,2/09/2004 6:20,-33.757,151.841,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.45,1.18,445,80.8,-0.05,-0.15,6.4,99
SS200408,2/09/2004 6:20,-33.757,151.841,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.45,1.18,445,88.8,-0.11,-0.16,6.8,99
SS200408,2/09/2004 6:20,-33.757,151.841,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.45,1.18,445,96.8,-0.16,-0.18,6.3,99
SS200408,2/09/2004 6:20,-33.757,151.841,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.45,1.18,445,104.8,-0.13,-0.2,6,99
SS200408,2/09/2004 6:20,-33.757,151.841,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.45,1.18,445,112.8,-0.11,-0.18,5.6,99
SS200408,2/09/2004 6:20,-33.757,151.841,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.45,1.18,445,120.8,-0.08,-0.17,5.8,99
SS200408,2/09/2004 6:20,-33.757,151.841,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.45,1.18,445,128.8,-0.08,-0.17,5.9,99
SS200408,2/09/2004 6:20,-33.757,151.841,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.45,1.18,445,136.8,-0.05,-0.15,5.9,98
SS200408,2/09/2004 6:20,-33.757,151.841,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.45,1.18,445,144.8,-0.02,-0.11,6.1,96
SS200408,2/09/2004 6:20,-33.757,151.841,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.45,1.18,445,152.8,-0.02,-0.07,5.8,96
SS200408,2/09/2004 6:20,-33.757,151.841,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.45,1.18,445,160.8,-0.03,-0.02,5.7,93
SS200408,2/09/2004 6:20,-33.757,151.841,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.45,1.18,445,168.8,-0.03,-0.01,5.3,91
SS200408,2/09/2004 6:20,-33.757,151.841,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.45,1.18,445,176.8,-0.03,0,5.6,90
SS200408,2/09/2004 6:20,-33.757,151.841,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.45,1.18,445,184.8,-0.04,0.01,5.8,87
SS200408,2/09/2004 6:20,-33.757,151.841,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.45,1.18,445,192.8,-0.03,0.01,5.6,80
SS200408,2/09/2004 6:20,-33.757,151.841,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.45,1.18,445,200.8,-0.02,0.02,5.6,76
SS200408,2/09/2004 6:20,-33.757,151.841,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.45,1.18,445,208.8,-0.01,0.01,5.5,71
SS200408,2/09/2004 6:20,-33.757,151.841,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.45,1.18,445,216.8,0.03,0,5.5,65
SS200408,2/09/2004 6:20,-33.757,151.841,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.45,1.18,445,224.8,0.05,0.04,5.9,51
SS200408,2/09/2004 6:20,-33.757,151.841,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.45,1.18,445,232.8,0.01,0.03,6.5,36
SS200408,2/09/2004 6:20,-33.757,151.841,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.45,1.18,445,240.8,-0.01,0.03,5.8,30
SS200408,2/09/2004 6:40,-33.744,151.912,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.53,1.26,680,16.8,0.04,-0.14,6.7,100
SS200408,2/09/2004 6:40,-33.744,151.912,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.53,1.26,680,24.8,0.1,-0.13,6.7,100
SS200408,2/09/2004 6:40,-33.744,151.912,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.53,1.26,680,32.8,0.12,-0.14,6.3,99
SS200408,2/09/2004 6:40,-33.744,151.912,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.53,1.26,680,40.8,0.12,-0.14,6.3,99
SS200408,2/09/2004 6:40,-33.744,151.912,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.53,1.26,680,48.8,0.12,-0.13,6.4,99
SS200408,2/09/2004 6:40,-33.744,151.912,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.53,1.26,680,56.8,0.14,-0.09,6.8,99
SS200408,2/09/2004 6:40,-33.744,151.912,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,5.53,1.26,680,64.8,0.11,-0.12,6.5,99
