TIME (UTC),LONGITUDE (degrees_east),LATITUDE (degrees_north),start_time (days since 1985-01-01 00:00:00+00:00),end_time (days since 1985-01-01 00:00:00+00:00),GSLA (m),GSL (m),UCUR (m/s),VCUR (m/s)
2011-03-15T00:00:00Z,154.0,-28.6,9561.551157407463,9576.462638888857,0.04135321135916256,2.3987914485831565,-0.011597210565669204,-1.1424778355942808
2011-03-16T00:00:00Z,154.0,-28.6,9562.541354166693,9577.468692129594,0.020600308241649247,2.3778859505897794,-0.017548410724367875,-1.2027528115605879
2011-03-17T00:00:00Z,154.0,-28.6,9563.515844907379,9578.481226851814,0.005188225779378329,2.362473868127508,-0.01724322097263974,-1.1914607907466468
2011-03-18T00:00:00Z,154.0,-28.6,9564.51415509265,9579.467002314865,-0.020295118489921108,2.336990523858209,-0.02014252361405704,-1.2201486274090916
2011-03-19T00:00:00Z,154.0,-28.6,9565.534421296325,9580.499814814772,-0.010529046434620725,2.3467565959135093,-0.027009293027940123,-1.2154181862573055
2011-03-20T00:00:00Z,154.0,-28.6,9566.50891203701,9581.465300925891,-0.0010681641310484793,2.3562174782170815,-0.025025559641707232,-1.1823050981948027
2011-03-21T00:00:00Z,154.0,-28.6,9567.546064814785,9582.498912037001,-0.01815879022782415,2.3392794469961697,-0.04013245235225001,-1.07381014145545
2011-03-22T00:00:00Z,154.0,-28.6,9568.510763888946,9583.463611111161,-0.07751819693894679,2.279920040285047,-0.0416584011108907,-0.9857628980818824
2011-03-23T00:00:00Z,154.0,-28.6,9569.50199074077,9584.497210648144,-0.038759098469473396,2.3186791387545207,-0.1326049471258755,-1.236934063754139
2011-03-24T00:00:00Z,154.0,-28.6,9570.5090740741,9585.498263888876,-0.044710298628172065,2.312727938595822,-0.09750812567713976,-1.267910823554545
2011-03-25T00:00:00Z,154.0,-28.6,9571.520578703727,9586.495520833298,-0.03524941632459982,2.3221888208993944,-0.0764500328078983,-1.2668426594234965
2011-03-26T00:00:00Z,154.0,-28.6,9572.507384259254,9587.460451388848,-0.011902400317397342,2.345535836906597,-0.08682648436665497,-1.1592632719393283
2011-03-27T00:00:00Z,154.0,-28.6,9573.539166666684,9588.49381944444,0.031892329055590314,2.3891779714037202,-0.08942059725634413,-1.0614499565104605
2011-03-28T00:00:00Z,154.0,-28.6,9574.505682870396,9589.458518518484,0.084690156104558,2.4419757984526878,-0.054018586055880245,-0.9901881494819403
2011-03-29T00:00:00Z,154.0,-28.6,9575.539293981506,9590.492118055583,0.08362199197350953,2.4409076343216394,-0.01922695435887263,-0.9315917171501381
2011-03-30T00:00:00Z,154.0,-28.6,9569.119108796353,9598.980266203755,0.06622617612500573,2.4236644133489995,-0.0021363282620969586,-0.9805746723025041
2011-03-31T00:00:00Z,154.0,-28.6,9577.506736111129,9592.49041666661,0.03311308806250286,2.3903987304106327,-0.0021363282620969586,-0.9897303648543482
2011-04-01T00:00:00Z,154.0,-28.6,9578.502303240704,9593.45511574077,0.051119283414462945,2.408557520638457,-0.05447637068347245,-1.0794561518624204
2011-04-02T00:00:00Z,154.0,-28.6,9579.525324074086,9594.490694444394,0.05203485266964735,2.409320495017777,-0.041810995986754765,-1.0216226939099384
2011-04-03T00:00:00Z,154.0,-28.6,9580.500601851847,9595.465185185196,0.0900309767598004,2.4474692139837946,-0.013428349076038026,-1.0353562327377046
2011-04-04T00:00:00Z,154.0,-28.6,9581.534212962957,9596.487013888895,0.10971571574626524,2.4670013580943952,-0.022584041627882134,-0.9666885385988738
2011-04-05T00:00:00Z,154.0,-28.6,9582.567812500056,9597.483773148153,0.14603329620191355,2.5034715334259077,0.02304182625547434,-0.9163322295637313
2011-04-06T00:00:00Z,154.0,-28.6,9583.5325115741,9598.485312500037,0.173805563609174,2.531243800833168,0.012207590069125479,-0.8719271206872873
2011-04-07T00:00:00Z,154.0,-28.6,9584.56612268521,9599.450011574081,0.20691865167167686,2.564356888895671,0.03006119054522149,-0.9282346298811286
2011-04-08T00:00:00Z,154.0,-28.6,9585.511481481488,9600.483622685191,0.1947110616025514,2.5521492988265453,0.06317427860772436,-1.0016327651717456
2011-04-09T00:00:00Z,154.0,-28.6,9586.55557870376,9601.451342592598,0.16617581981597057,2.5234614621641005,0.0813330688355485,-1.0388659148825783
2011-04-10T00:00:00Z,154.0,-28.6,9587.530057870317,9602.49543981487,0.1457281064501854,2.5030137487983155,0.08316420734591733,-1.0844917827659346
2011-04-11T00:00:00Z,154.0,-28.6,9588.631631944445,9603.469918981427,0.13672500877420535,2.4941632459981995,0.07965452520104375,-1.1462927074908824
2011-04-12T00:00:00Z,154.0,-28.6,9589.527418981539,9604.480254629627,0.12405963407748767,2.4813452764256176,0.07324554041475287,-1.2138922374986647
2011-04-13T00:00:00Z,154.0,-28.6,9590.523136574076,9605.4885069445,0.1210077365602063,2.478293378908336,0.0392168830970656,-1.236934063754139
2011-04-14T00:00:00Z,154.0,-28.6,9591.567233796348,9606.478576388909,0.12894267010513788,2.486228312453268,0.02212625700028993,-1.203058001312316
2011-04-15T00:00:00Z,154.0,-28.6,9592.541712962906,9607.443275462952,0.13382570613278805,2.491111348480918,0.012360184944989546,-1.1194360093388065
2011-04-16T00:00:00Z,154.0,-28.6,9593.516203703708,9608.481585648144,0.14313399356049625,2.50057223078449,-0.019532144110600766,-1.007278775578716
2011-04-17T00:00:00Z,154.0,-28.6,9594.557627314818,9609.456076388946,0.162666137671097,2.520104374895091,-0.016632841469183465,-0.9021409061083728
2011-04-18T00:00:00Z,154.0,-28.6,9595.522326388862,9610.475208333344,0.13672500877420535,2.4941632459981995,0.0012207590069125479,-0.7785390566584774
2011-04-19T00:00:00Z,154.0,-28.6,9596.50928240735,9611.439907407388,0.07995971495277189,2.4373979521767657,-4.5778462759220545E-4,-0.7280301527474707
2011-04-20T00:00:00Z,154.0,-28.6,9597.520625000005,9612.473518518498,0.06378465811118063,2.4212228953351747,-0.03814871896601712,-0.8462911815421238
2011-04-21T00:00:00Z,154.0,-28.6,9598.527870370424,9613.438217592542,0.10239116170478996,2.459829398928784,0.006256389910426808,-0.9688248668609708
2011-04-22T00:00:00Z,154.0,-28.6,9599.50236111111,9614.471828703652,0.11749805441533273,2.474936291639327,0.020600308241649247,-0.9279294401294005
2011-04-23T00:00:00Z,154.0,-28.6,9600.546458333381,9615.436539351824,0.13519906001556467,2.4926372972395585,0.015412082462270917,-0.9177055834465079
2011-04-24T00:00:00Z,154.0,-28.6,9601.517233796301,9616.486319444492,0.14649108082950574,2.5037767231776358,0.018769169731280424,-0.8794042696046267
2011-04-25T00:00:00Z,154.0,-28.6,9602.550844907411,9617.460798611166,0.1606824042848641,2.517968046632994,3.0518975172813697E-4,-0.8227915706590573
2011-04-26T00:00:00Z,154.0,-28.6,9603.515555555583,9618.435289351852,0.1918117589611341,2.5492499961851283,0.0251781545175713,-0.813330688355485
2011-04-27T00:00:00Z,154.0,-28.6,9604.514016203699,9619.026909722248,0.21027573894068638,2.5675613812888165,0.03326568293836693,-0.7785390566584774
2011-04-28T00:00:00Z,154.0,-28.6,9605.513865740737,9620.466770833358,0.22538263165122915,2.582668273999359,0.03494422657287168,-0.771061907741138
2011-04-29T00:00:00Z,154.0,-28.6,9606.532604166656,9621.497962962952,0.22721377016159797,2.584499412509728,0.04104802160743442,-0.7518349533822655
2011-04-30T00:00:00Z,154.0,-28.6,9607.507094907458,9622.472465277766,0.2246196572719088,2.582057894495903,0.05157706804205515,-0.793188164741428
2011-05-01T00:00:00Z,154.0,-28.6,9608.545798611129,9623.498692129622,0.21637953397524912,2.573665176323379,0.04913555002823005,-0.8008179085346314
2011-05-02T00:00:00Z,154.0,-28.6,9609.510497685173,9624.491041666712,0.20829200555445349,2.5657302427784474,0.056917888697297546,-0.8522423817008224
2011-05-03T00:00:00Z,154.0,-28.6,9610.5001736111,9625.497002314776,0.1918117589611341,2.5492499961851283,0.045931057635084614,-0.8748264233287046
2011-05-04T00:00:00Z,154.0,-28.6,9611.508807870327,9626.461701388936,0.1548837990020295,2.5123220362260237,0.012207590069125479,-0.8177559397555431
2011-05-05T00:00:00Z,154.0,-28.6,9612.542418981437,9627.495312500047,0.15824088627103902,2.515526528619169,-0.019989928738192973,-0.7394747684372759
2011-05-06T00:00:00Z,154.0,-28.6,9613.507129629608,9628.458611111157,0.19837333862328904,2.555658980971419,0.011597210565669204,-0.7265042039888301
2011-05-07T00:00:00Z,154.0,-28.6,9614.540740740718,9629.433101851842,0.20997054918895824,2.5674087864129524,0.042421375490211036,-0.7117025010300154
2011-05-08T00:00:00Z,154.0,-28.6,9615.505439814762,9630.477199074114,0.1931851128439107,2.5506233500679047,0.031281949552134036,-0.770909312865274
2011-05-09T00:00:00Z,154.0,-28.6,9616.555914351833,9631.491932870355,0.18235087665756183,2.539789113881556,0.009003097675980041,-0.7829643080585353
2011-05-10T00:00:00Z,154.0,-28.6,9617.530405092635,9632.49578703707,0.19104878458181374,2.5484870218058076,-0.027009293027940123,-0.7329131887751209
2011-05-11T00:00:00Z,154.0,-28.6,9618.818090277724,9633.490243055508,0.196084415485328,2.553522652709322,-0.012207590069125479,-0.6758427052019593
2011-05-12T00:00:00Z,154.0,-28.6,9619.502060185187,9634.454942129669,0.20249340027161888,2.559779042619749,-0.026551508400347916,-0.6167884882425648
2011-05-13T00:00:00Z,154.0,-28.6,9620.523472222267,9635.488854166702,0.20005188225779377,2.5574901194817876,-0.029450811041765217,-0.6064120366838082
2011-05-14T00:00:00Z,154.0,-28.6,9621.567569444422,9636.453252314823,0.19867852837501718,2.556116765599011,-0.03158713930386218,-0.6317427860772435
