TIME (UTC),LONGITUDE (degrees_east),LATITUDE (degrees_north),start_time (days since 1985-01-01 00:00:00+00:00),end_time (days since 1985-01-01 00:00:00+00:00),GSLA (m),GSL (m),UCUR (m/s),VCUR (m/s)
2004-01-02T00:00:00Z,153.6,-30.0,6932.5152546296595,6947.465335648158,-0.1385561472845742,2.099552897013718,0.10040742831855706,0.14954297834678712
2004-01-04T00:00:00Z,153.6,-30.0,6934.7507870370755,6949.4912847222295,-0.14511772694672914,2.0931439122274274,0.12817969572581753,0.07477148917339356
2004-01-06T00:00:00Z,153.6,-30.0,6936.567152777803,6951.447361111059,-0.16190316329177667,2.0763584758823797,0.07980712007690782,0.0474570063937253
2004-01-08T00:00:00Z,153.6,-30.0,6938.593101851875,6953.473310185131,-0.1171928646636046,2.121068774510552,0.10864755161521676,0.26688843788625577
2004-01-10T00:00:00Z,153.6,-30.0,6940.549189814832,6955.4293865740765,-0.09262508964948957,2.1456365495246668,0.15946164527795156,0.3235011368318252
2004-01-12T00:00:00Z,153.6,-30.0,6942.505277777789,6957.455324074021,-0.12940045473273007,2.1088611844414262,0.1422184243053118,0.2090549799337738
2004-01-14T00:00:00Z,153.6,-30.0,6944.531215277733,6959.481261574081,-0.14481253719500098,2.0934491019791555,0.0788915508217234,0.03524941632459982
2004-01-16T00:00:00Z,153.6,-30.0,6946.557164351805,6961.437361111166,-0.11993957242915783,2.118322066744999,0.02426258526238689,-0.22217813925808372
2004-01-18T00:00:00Z,153.6,-30.0,6948.722824074095,6963.463310185238,-0.15228968611234034,2.0859719530618164,0.03784352921428898,-0.19593182060946393
2004-01-20T00:00:00Z,153.6,-30.0,6950.539178240695,6965.48925925931,-0.1490851937191949,2.0891764454549615,0.04028504722811408,-0.19394808722323104
2004-01-22T00:00:00Z,153.6,-30.0,6952.565127314767,6967.445347222267,-0.18814948194039643,2.05011215723376,0.035402011200463886,-0.314192849404117
2004-01-24T00:00:00Z,153.6,-30.0,6954.521203703713,6969.471296296339,-0.18753910243694016,2.0507225367372164,0.008697907924251904,-0.18326644591274624
2004-01-26T00:00:00Z,153.6,-30.0,6956.547141203657,6971.49724537041,-0.11887140829810935,2.1193902308760473,-0.03143454442799811,-0.05203485266964735
2004-01-28T00:00:00Z,153.6,-30.0,6958.503229166614,6973.467037037015,-0.10132299757374147,2.136786046724551,-0.04089542673157035,0.012817969572581753
2004-01-30T00:00:00Z,153.6,-30.0,6960.738750000019,6975.409421296325,-0.12543298796026428,2.112828651213892,-0.07202478140784033,-0.007324554041475287
2004-02-01T00:00:00Z,153.6,-30.0,6962.694849536987,6977.435370370396,-0.1355042497672928,2.1026047945309996,-0.08774205362183937,-0.0759922481803061
2004-02-03T00:00:00Z,153.6,-30.0,6964.511215277831,6979.461319444468,-0.11368318251873102,2.1245784566554256,-0.022736636503746206,-0.0973555308012757
2004-02-05T00:00:00Z,153.6,-30.0,6966.537164351903,6981.48726851854,-0.08896281262875193,2.1492988265454045,0.0338760624418232,0.018616574855416356
2004-02-07T00:00:00Z,153.6,-30.0,6968.563113425975,6983.443356481497,-0.0817908534631407,2.156470785711016,0.050661498786870734,-0.2699403354035371
2004-02-09T00:00:00Z,153.6,-30.0,6970.519201388932,6985.469305555569,-0.10666381822898387,2.1315978209451725,0.03616498557978423,-0.2745181816794592
2004-02-11T00:00:00Z,153.6,-30.0,6972.545150463004,6987.495243055513,-0.08148566371141257,2.156775975462744,0.02319442113133841,-0.30335861321776814
2004-02-13T00:00:00Z,153.6,-30.0,6974.501238425961,6989.45133101847,-0.09994964369096486,2.1381594006073277,-0.03936947797292967,-0.3897273129568309
2004-02-15T00:00:00Z,153.6,-30.0,6976.55103009264,6991.477280092542,-0.04226878061434697,2.1958402636839454,-0.2644469198724307,-0.6357102528497093
2004-02-17T00:00:00Z,153.6,-30.0,6978.50292824069,6993.258657407365,-0.049440739779958186,2.1888208993941984,-0.29984893107289456,-0.7214685730853158
2004-02-19T00:00:00Z,153.6,-30.0,6980.537534722243,6995.484421296278,-0.106969007980712,2.1312926311934444,-0.34944226572871684,-0.7825065234309432
2004-02-21T00:00:00Z,153.6,-30.0,6982.535173611133,6997.4852777777705,-0.0987288846840523,2.139532754490104,-0.3535623273770467,-0.7223841423405002
2004-02-23T00:00:00Z,153.6,-30.0,6984.519409722183,6999.466307870345,-0.036622770207376434,2.2016388689667803,-0.2754337509346436,-0.5514778813727435
2004-02-25T00:00:00Z,153.6,-30.0,6986.517210648162,7001.4673148147995,0.01709062609677567,2.255352265270932,-0.15610455800894205,-0.27558634581050767
2004-02-27T00:00:00Z,153.6,-30.0,6988.501284722239,7003.493275462999,0.050051119283414464,2.288160163581707,-0.147101460332962,-0.28199533059679854
2004-02-29T00:00:00Z,153.6,-30.0,6990.569097222178,7004.995219907374,-0.027619672531396397,2.210489371766896,-0.2284345291685105,-0.4338272320815467
2004-03-02T00:00:00Z,153.6,-30.0,6992.525185185135,7007.4054629629245,-0.056460104069705336,2.181801535104451,-0.2678040071414402,-0.4159736316054507
2004-03-04T00:00:00Z,153.6,-30.0,6994.551134259207,7009.186840277747,-0.05829124258007416,2.1799703965940824,-0.2789434330795172,-0.4159736316054507
2004-03-06T00:00:00Z,153.6,-30.0,6996.507222222164,7011.387499999953,-0.095829582042635,2.1424320571315216,-0.27375520730013886,-0.548120794103734
2004-03-08T00:00:00Z,153.6,-30.0,6998.533182870364,7013.48331018514,-0.07614484305617017,2.1621167961179864,-0.298628172065982,-0.6067172264355363
2004-03-10T00:00:00Z,153.6,-30.0,7000.559131944436,7015.439398148097,-0.03433384706941541,2.203775197228877,-0.30564753635572917,-0.5833702104283338
2004-03-12T00:00:00Z,153.6,-30.0,7002.5152314815205,7017.465347222169,0.0012207590069125479,2.239482398181069,-0.3126669006454763,-0.5649062304487815
2004-03-14T00:00:00Z,153.6,-30.0,7004.541180555592,7019.491296296241,-0.004577846275922054,2.2336837928982343,-0.31098835701097155,-0.6035127340423908
2004-03-16T00:00:00Z,153.6,-30.0,7006.567129629664,7021.447384259314,-0.004730441151786123,2.23353119802237,-0.31007278775578717,-0.5563609174003937
2004-03-18T00:00:00Z,153.6,-30.0,7008.593078703736,7023.473333333386,0.0015259487586406848,2.2397875879327973,-0.27909602795538124,-0.6114476675873224
2004-03-20T00:00:00Z,153.6,-30.0,7010.758761574049,7025.49927083333,0.0036622770207376436,2.241923916194894,-0.2731448277966826,-0.6215189293943509
2004-03-22T00:00:00Z,153.6,-30.0,7012.505266203661,7027.455358796287,0.04196359086261883,2.2802252300367756,-0.23591167808584987,-0.5821494514214213
2004-03-24T00:00:00Z,153.6,-30.0,7014.531215277733,7029.481307870359,0.03814871896601712,2.276410358140174,-0.27619672531396394,-0.5105824546411731
2004-03-26T00:00:00Z,153.6,-30.0,7016.557164351805,7031.437384259305,0.027619672531396397,2.2658813117055527,-0.33998138342514456,-0.6415088581325439
2004-03-28T00:00:00Z,153.6,-30.0,7018.513252314762,7033.463333333377,0.040590236979842216,2.2788518761539986,-0.31754993667312653,-0.610532098332138
2004-03-30T00:00:00Z,153.6,-30.0,7020.539201388834,7035.489270833321,0.04257397036607511,2.280835609540232,-0.26398913524483847,-0.6202981703874384
2004-04-01T00:00:00Z,153.6,-30.0,7022.565150462906,7037.445358796278,0.0416584011108907,2.279920040285047,-0.2479666732791113,-0.6427296171394564
2004-04-03T00:00:00Z,153.6,-30.0,7024.521226851852,7039.471296296339,0.07782338669067493,2.3160850258648313,-0.2119542825751911,-0.6006134314009736
2004-04-05T00:00:00Z,153.6,-30.0,7026.5471759259235,7041.49724537041,0.06943066851815116,2.3076923076923075,-0.17655227137472723,-0.5055468237376589
2004-04-07T00:00:00Z,153.6,-30.0,7028.503263888881,7043.4533333333675,0.08682648436665497,2.3249355286649473,-0.1867761280576198,-0.4895243617719317
2004-04-09T00:00:00Z,153.6,-30.0,7030.738784722169,7045.409421296325,0.0933880640288099,2.3316497032029666,-0.1666336044435628,-0.492423664413349
2004-04-11T00:00:00Z,153.6,-30.0,7032.555150463013,7047.435370370396,0.07049883264919964,2.3086078769474923,-0.19120137945767782,-0.539117696427754
2004-04-13T00:00:00Z,153.6,-30.0,7034.511226851842,7049.461319444468,0.07156699678024812,2.3098286359544047,-0.18998062045076528,-0.5273678909862207
2004-04-15T00:00:00Z,153.6,-30.0,7036.537175925914,7051.48726851854,0.06607358124914166,2.3043352204232983,-0.2232463033891322,-0.47197595104756385
2004-04-17T00:00:00Z,153.6,-30.0,7038.563113425975,7053.443356481497,0.016480246593319398,2.254741885767476,-0.22446706239604475,-0.5255367524758519
2004-04-19T00:00:00Z,153.6,-30.0,7040.519201388932,7055.469305555569,0.05020371415927853,2.288465353333435,-0.21286985183037554,-0.43321685257809045
2004-04-21T00:00:00Z,153.6,-30.0,7042.545150463004,7057.495254629641,0.07873895594585933,2.3170005951200157,-0.18463979979552286,-0.33540353714922255
2004-04-23T00:00:00Z,153.6,-30.0,7044.501238425961,7059.451342592598,0.06805731463537454,2.306318953809531,-0.19577922573359988,-0.3173973417972624
2004-04-25T00:00:00Z,153.6,-30.0,7046.527187500033,7061.47729166667,0.04226878061434697,2.2805304197885037,-0.20005188225779377,-0.17899378938855234
2004-04-27T00:00:00Z,153.6,-30.0,7048.553136574104,7063.2586689814925,0.04730441151786123,2.285566050692018,-0.17273739947812553,-0.11368318251873102
2004-04-29T00:00:00Z,153.6,-30.0,7050.5092245370615,7065.284618055564,0.01709062609677567,2.255199670395068,-0.14115026017426335,-0.0648528222422291
2004-05-01T00:00:00Z,153.6,-30.0,7052.535173611133,7067.415416666656,-0.0064089847862908765,2.2317000595120016,-0.12726412647063312,-0.12268628019471106
2004-05-03T00:00:00Z,153.6,-30.0,7054.63098379632,7069.057083333377,-0.002746707765553233,2.2355149314086034,-0.10681641310484793,-0.09842369493232417
2004-05-05T00:00:00Z,153.6,-30.0,7056.587071759277,7071.467326388927,0.014343918331222437,2.252605557505379,-0.08545313048387836,0.08484275098042207
2004-05-07T00:00:00Z,153.6,-30.0,7058.543159722234,7073.248715277761,0.007934933544931562,2.246196572719088,-0.060580165718035185,0.1936428974715029
2004-05-09T00:00:00Z,153.6,-30.0,7060.708831018535,7075.449374999967,-0.02136328262096959,2.216898356553187,-0.0367753650832405,0.2479666732791113
2004-05-11T00:00:00Z,153.6,-30.0,7062.525185185135,7077.4054629629245,-0.040742831855706284,2.1975188073184504,-0.023499610883066548,0.24827186303083942
2004-05-13T00:00:00Z,153.6,-30.0,7064.551134259207,7079.186851851875,-0.03753833946256085,2.2007232997115955,-0.05417118093174431,0.2656676788793432
2004-05-15T00:00:00Z,153.6,-30.0,7066.646944444394,7081.060300925979,-0.018006195351960082,2.2202554438221966,-0.0140387285794943,0.33128347550089265
2004-05-17T00:00:00Z,153.6,-30.0,7068.533182870364,7083.483321759268,-0.07156699678024812,2.1666946423939084,-0.030671570048677765,0.2909984282727786
2004-05-19T00:00:00Z,153.6,-30.0,7070.559131944436,7085.4394212963525,-0.07782338669067493,2.1604382524834818,-0.09262508964948957,0.19211694871286222
2004-05-21T00:00:00Z,153.6,-30.0,7072.5152314815205,7087.465370370424,-0.0866738894907909,2.1515877496833657,-0.025788534021027574,0.278638243327789
2004-05-23T00:00:00Z,153.6,-30.0,7074.541180555592,7089.491319444496,-0.06119054522149146,2.177071093952665,-0.049440739779958186,0.24445699113423772
2004-05-25T00:00:00Z,153.6,-30.0,7076.567141203675,7091.447407407453,-0.06363206323531656,2.174476981062976,-0.04486289350403613,0.18235087665756183
2004-05-27T00:00:00Z,153.6,-30.0,7078.522824074025,7093.473356481525,-0.002746707765553233,2.2355149314086034,-0.03311308806250286,0.10437489509102284
2004-05-29T00:00:00Z,153.6,-30.0,7080.549189814832,7095.499305555597,0.05508675018692872,2.293348389361085,0.015869867089863123,0.1374879831535257
2004-05-31T00:00:00Z,153.6,-30.0,7082.504699074081,7097.455393518554,0.11154685425663406,2.3496558985549267,-0.004577846275922054,0.09750812567713976
2004-06-02T00:00:00Z,153.6,-30.0,7084.531226851861,7099.481342592626,0.10376451558756657,2.342026154761723,-0.08804724337356752,-0.04837257564890971
2004-06-04T00:00:00Z,153.6,-30.0,7086.557187499944,7101.437430555583,0.10483267971861505,2.3430943188927715,-0.18067233302305707,-0.23804800634794684
2004-06-06T00:00:00Z,153.6,-30.0,7086.033182870364,7105.9433680555085,0.062106114476675876,2.3003677536508325,-0.16831214807806755,-0.07965452520104375
2004-06-08T00:00:00Z,153.6,-30.0,7090.5392245370895,7105.489328703727,0.029603405917629284,2.267865045091786,-0.1568675323882624,-0.1486274090916027
2004-06-10T00:00:00Z,153.6,-30.0,7092.704895833391,7107.445416666684,-0.017548410724367875,2.220713228449789,-0.14481253719500098,-0.10010223856682893
2004-06-12T00:00:00Z,153.6,-30.0,7094.521261574118,7109.479930555564,-0.03280789831077473,2.2054537408633816,-0.14465994231913692,-0.0639372529870447
2004-06-14T00:00:00Z,153.6,-30.0,7096.756793981534,7111.427442129585,-0.04379472937298765,2.194466909801169,-0.16632841469183465,-0.07294035066302473
2004-06-16T00:00:00Z,153.6,-30.0,7098.503298611147,7113.453391203657,-0.023499610883066548,2.21476202829109,-0.16052980940900005,-0.03448644194527948
2004-06-18T00:00:00Z,153.6,-30.0,7100.529247685219,7115.491770833381,0.03311308806250286,2.2713747272366596,-0.1335205163810599,0.007171959165611219
2004-06-20T00:00:00Z,153.6,-30.0,7102.555196759291,7117.443668981432,0.038301313841881186,2.276562953016038,-0.13825095753284605,-0.019989928738192973
2004-06-22T00:00:00Z,153.6,-30.0,7104.511284722248,7119.461365740746,0.03433384706941541,2.272595486243572,-0.14252361405703998,-0.062106114476675876
2004-06-24T00:00:00Z,153.6,-30.0,7106.53723379632,7121.487314814818,-0.0010681641310484793,2.237193475043108,-0.15732531701585462,0.020600308241649247
2004-06-26T00:00:00Z,153.6,-30.0,7108.563171296264,7123.443402777775,0.00503563090351426,2.243297270077671,-0.1472540552088261,-0.07583965330444203
2004-06-28T00:00:00Z,153.6,-30.0,7110.728842592565,7125.469351851847,-0.008545313048387834,2.229716326125769,-0.162666137671097,-0.09888147955991637
2004-06-30T00:00:00Z,153.6,-30.0,7112.545208333293,7127.495312500047,-0.021668472372697724,2.216593166801459,-0.15915645552622343,-0.11124166450490593
2004-07-02T00:00:00Z,153.6,-30.0,7114.50129629625,7129.451400463004,-0.04226878061434697,2.1959928585598094,-0.1557993682572139,-0.11002090549799337
2004-07-04T00:00:00Z,153.6,-30.0,7116.527233796311,7131.4773495370755,-0.05493415531106465,2.183174888987228,-0.11841362367051714,-0.17731524575404758
2004-07-06T00:00:00Z,153.6,-30.0,7118.553182870382,7133.433449074044,-0.061648329849083666,2.176613309325073,-0.12650115209131277,-0.1606824042848641
2004-07-08T00:00:00Z,153.6,-30.0,7120.509259259212,7135.075115740765,-0.02548334426929944,2.212778294904857,-0.11704026978774053,-0.12909526498100193
2004-07-10T00:00:00Z,153.6,-30.0,7122.535219907411,7137.485347222188,-0.04028504722811408,2.1979765919460426,-0.05264523217310363,-0.10818976698762456
