"Longitude","Latitude","Date","Location","Day","Month","Year","sst_1d"
153.944,-31.65,2004-01-01,"DiamondHead_West",1,1,2004,25.6467998504639
153.944,-31.65,2004-01-02,"DiamondHead_West",2,1,2004,25.2762001037598
153.944,-31.65,2004-01-03,"DiamondHead_West",3,1,2004,23.9930000305176
153.944,-31.65,2004-01-04,"DiamondHead_West",4,1,2004,NA
153.944,-31.65,2004-01-05,"DiamondHead_West",5,1,2004,25.3624999788072
153.944,-31.65,2004-01-06,"DiamondHead_West",6,1,2004,NA
153.944,-31.65,2004-01-07,"DiamondHead_West",7,1,2004,NA
153.944,-31.65,2004-01-08,"DiamondHead_West",8,1,2004,NA
153.944,-31.65,2004-01-09,"DiamondHead_West",9,1,2004,NA
153.944,-31.65,2004-01-10,"DiamondHead_West",10,1,2004,23.2033335367839
153.944,-31.65,2004-01-11,"DiamondHead_West",11,1,2004,NA
153.944,-31.65,2004-01-12,"DiamondHead_West",12,1,2004,NA
153.944,-31.65,2004-01-13,"DiamondHead_West",13,1,2004,NA
153.944,-31.65,2004-01-14,"DiamondHead_West",14,1,2004,NA
153.944,-31.65,2004-01-15,"DiamondHead_West",15,1,2004,NA
153.944,-31.65,2004-01-16,"DiamondHead_West",16,1,2004,NA
153.944,-31.65,2004-01-17,"DiamondHead_West",17,1,2004,23.8334001922607
153.944,-31.65,2004-01-18,"DiamondHead_West",18,1,2004,NA
153.944,-31.65,2004-01-19,"DiamondHead_West",19,1,2004,25.3196000671387
153.944,-31.65,2004-01-20,"DiamondHead_West",20,1,2004,NA
153.944,-31.65,2004-01-21,"DiamondHead_West",21,1,2004,NA
153.944,-31.65,2004-01-22,"DiamondHead_West",22,1,2004,NA
153.944,-31.65,2004-01-23,"DiamondHead_West",23,1,2004,NA
153.944,-31.65,2004-01-24,"DiamondHead_West",24,1,2004,24.824400177002
153.944,-31.65,2004-01-25,"DiamondHead_West",25,1,2004,NA
153.944,-31.65,2004-01-26,"DiamondHead_West",26,1,2004,27.0751998901367
153.944,-31.65,2004-01-27,"DiamondHead_West",27,1,2004,25.6252000427246
153.944,-31.65,2004-01-28,"DiamondHead_West",28,1,2004,25.1689998626709
153.944,-31.65,2004-01-29,"DiamondHead_West",29,1,2004,NA
