Station,RP,NBN,Depth,Sal_Bot,Oxy_Bot,Nut_Tube,Salinity,Oxygen,Silicate,Nitrate,Phosphate,CTD depth,CTD Sal,Sctd_Shydro,CTD Temp,Latitude,Longitude,Date_Time,Date,Time
20,9,,208.6,,,,,,,,,208.6,35.307,,14.382,33:55.89S,151:56.17E,5/09/2004 17:14,9/05/2004,17:14:21
20,8,,208.7,,,,,,,,,208.7,35.307,,14.381,33:55.89S,151:56.17E,5/09/2004 17:14,9/05/2004,17:14:30
20,7,5020,208.7,G04,C05,2004,35.34467,201.325,3.275,9.941,0.668,208.7,35.307,-0.03767,14.381,33:55.89S,151:56.17E,5/09/2004 17:14,9/05/2004,17:14:30
20,6,1012,259.7,,,,,,,,,259.7,35.165,,13.197,33:55.89S,151:56.17E,5/09/2004 17:12,9/05/2004,17:12:09
20,5,5005,259.8,G03,C04,2003,35.20241,199.1814,4.262,12.097,0.822,259.8,35.164,-0.03841,13.192,33:55.89S,151:56.17E,5/09/2004 17:12,9/05/2004,17:12:06
20,4,1024,409.2,,,,,,,,,409.2,34.817,,10.41,33:55.89S,151:56.17E,5/09/2004 17:07,9/05/2004,17:07:51
20,3,5012,409.5,G02,C03,2002,34.85324,209.7657,6.343,17.038,1.121,409.5,34.817,-0.03624,10.409,33:55.89S,151:56.17E,5/09/2004 17:07,9/05/2004,17:07:45
20,2,1019,511.1,,,,,,,,,511.1,34.654,,9.171,33:55.89S,151:56.17E,5/09/2004 17:04,9/05/2004,17:04:30
20,1,5016,511,G01,C02,2001,34.69085,210.5695,8.333,19.546,1.291,511,34.654,-0.03685,9.171,33:55.89S,151:56.17E,5/09/2004 17:04,9/05/2004,17:04:27
21,24,1004,13.6,,,,,,,,,13.6,35.582,,18.582,33:53.98S,151:53.95E,5/09/2004 18:25,9/05/2004,18:25:02
21,23,5017,13.4,A22,F22,2110,35.61863,227.6295,1.129,1.746,0.169,13.4,35.583,-0.03563,18.584,33:53.98S,151:53.95E,5/09/2004 18:24,9/05/2004,18:24:59
21,22,1014,34.8,,,,,,,,,34.8,35.601,,18.556,33:53.98S,151:53.95E,5/09/2004 18:23,9/05/2004,18:23:22
21,21,5018,34.9,A21,F21,2109,35.63798,229.9964,1.102,1.419,0.162,34.9,35.6,-0.03798,18.557,33:53.98S,151:53.95E,5/09/2004 18:23,9/05/2004,18:23:18
21,20,1009,59.6,,,,,,,,,59.6,35.55,,17.603,33:53.98S,151:53.95E,5/09/2004 18:22,9/05/2004,18:22:08
21,19,5002,59.6,A20,F20,2108,35.59377,209.6317,1.475,4.372,0.333,59.6,35.55,-0.04377,17.603,33:53.98S,151:53.95E,5/09/2004 18:22,9/05/2004,18:22:08
21,18,1008,84.7,,,,,,,,,84.7,35.633,,17.249,33:53.98S,151:53.95E,5/09/2004 18:21,9/05/2004,18:21:01
21,17,5011,84.9,A19,F19,2107,35.66936,246.7884,0.418,0.069,0.118,84.9,35.634,-0.03536,17.248,33:53.98S,151:53.95E,5/09/2004 18:20,9/05/2004,18:20:58
21,16,1001,109.9,,,,,,,,,109.9,35.62,,16.996,33:53.98S,151:53.95E,5/09/2004 18:19,9/05/2004,18:19:57
21,15,5008,110,A18,F18,2106,35.65653,243.171,0.649,0.819,0.217,110,35.619,-0.03753,16.992,33:53.98S,151:53.95E,5/09/2004 18:19,9/05/2004,18:19:55
21,14,1015,158.9,,,,,,,,,158.9,35.513,,16.117,33:53.98S,151:53.95E,5/09/2004 18:18,9/05/2004,18:18:19
21,13,5007,158.9,A17,F17,2105,35.54977,214.9015,1.9,5.834,0.433,158.9,35.513,-0.03677,16.117,33:53.98S,151:53.95E,5/09/2004 18:18,9/05/2004,18:18:19
21,12,1009,210.3,,,,,,,,,210.3,35.499,,14.988,33:53.98S,151:53.95E,5/09/2004 18:16,9/05/2004,18:16:38
21,11,,209.8,,,,,,,,,209.8,35.499,,14.989,33:53.98S,151:53.95E,5/09/2004 18:16,9/05/2004,18:16:36
21,10,,209.6,,,,,,,,,209.6,35.499,,14.99,33:53.98S,151:53.95E,5/09/2004 18:16,9/05/2004,18:16:33
21,9,,209.7,,,,,,,,,209.7,35.499,,14.988,33:53.98S,151:53.95E,5/09/2004 18:16,9/05/2004,18:16:31
21,8,,209.8,,,,,,,,,209.8,35.499,,14.989,33:53.98S,151:53.95E,5/09/2004 18:16,9/05/2004,18:16:36
21,7,5020,209.6,A16,F16,2104,35.53615,231.4702,1.867,5.036,0.381,209.6,35.499,-0.03715,14.99,33:53.98S,151:53.95E,5/09/2004 18:16,9/05/2004,18:16:33
21,6,1012,260.9,,,,,,,,,260.9,35.307,,13.793,33:53.98S,151:53.95E,5/09/2004 18:14,9/05/2004,18:14:19
21,5,5005,261.1,A15,F15,2103,35.3427,186.5427,2.936,8.692,0.599,261.1,35.307,-0.0357,13.793,33:53.98S,151:53.95E,5/09/2004 18:14,9/05/2004,18:14:15
21,4,1024,409.5,,,,,,,,,409.5,34.856,,10.665,33:53.98S,151:53.95E,5/09/2004 18:10,9/05/2004,18:10:00
21,3,5012,409.7,A14,F14,2102,34.89179,211.1948,5.88,15.987,1.052,409.7,34.856,-0.03579,10.665,33:53.98S,151:53.95E,5/09/2004 18:09,9/05/2004,18:09:57
21,2,1019,515.6,,,,,,,,,515.6,34.634,,9,33:53.98S,151:53.95E,5/09/2004 18:06,9/05/2004,18:06:29
21,1,5016,514.9,A13,F13,2101,34.671,208.5599,8.745,19.893,1.312,514.9,34.634,-0.037,9.001,33:53.98S,151:53.95E,5/09/2004 18:06,9/05/2004,18:06:26
22,24,1004,13.2,,,,,,,,,13.2,35.544,,19.166,33:52.09S,151:52.17E,5/09/2004 19:31,9/05/2004,19:31:54
22,23,5017,13.6,E10,D10,2210,35.58331,225.8878,1.021,1.218,0.146,13.6,35.546,-0.03731,19.17,33:52.09S,151:52.17E,5/09/2004 19:31,9/05/2004,19:31:51
22,22,1014,35.6,,,,,,,,,35.6,35.577,,19.278,33:52.09S,151:52.17E,5/09/2004 19:30,9/05/2004,19:30:46
22,21,5018,35.3,E09,D09,2209,35.6133,225.3518,0.979,1.239,0.142,35.3,35.577,-0.0363,19.279,33:52.09S,151:52.17E,5/09/2004 19:30,9/05/2004,19:30:43
22,20,1009,59.8,,,,,,,,,59.8,35.617,,18.49,33:52.09S,151:52.17E,5/09/2004 19:29,9/05/2004,19:29:38
22,19,5002,60,E08,D08,2208,35.65475,231.6935,0.956,1.307,0.151,60,35.616,-0.03875,18.489,33:52.09S,151:52.17E,5/09/2004 19:29,9/05/2004,19:29:35
22,18,1008,86,,,,,,,,,86,35.507,,17.623,33:52.09S,151:52.17E,5/09/2004 19:28,9/05/2004,19:28:33
22,17,5011,86.2,E07,D07,2207,35.54444,183.1933,2.244,6.729,0.468,86.2,35.506,-0.03844,17.616,33:52.09S,151:52.17E,5/09/2004 19:28,9/05/2004,19:28:30
22,16,1001,109.9,,,,,,,,,109.9,35.474,,16.596,33:52.09S,151:52.17E,5/09/2004 19:27,9/05/2004,19:27:21
22,15,5008,110,E06,D06,2206,35.51031,195.028,2.33,6.997,0.483,110,35.474,-0.03631,16.596,33:52.09S,151:52.17E,5/09/2004 19:27,9/05/2004,19:27:13
22,14,1015,159.7,,,,,,,,,159.7,35.462,,15.555,33:52.09S,151:52.17E,5/09/2004 19:25,9/05/2004,19:25:38
22,13,5007,159.1,E05,D05,2205,35.50637,217.4024,2.292,6.234,0.439,159.1,35.466,-0.04037,15.591,33:52.09S,151:52.17E,5/09/2004 19:25,9/05/2004,19:25:35
22,12,1009,209.5,,,,,,,,,209.5,35.511,,15.121,33:52.09S,151:52.17E,5/09/2004 19:23,9/05/2004,19:23:49
22,11,,210,,,,,,,,,210,35.511,,15.12,33:52.09S,151:52.17E,5/09/2004 19:23,9/05/2004,19:23:46
22,10,,210.8,,,,,,,,,210.8,35.511,,15.119,33:52.09S,151:52.17E,5/09/2004 19:23,9/05/2004,19:23:43
22,9,,209.9,,,,,,,,,209.9,35.511,,15.12,33:52.09S,151:52.17E,5/09/2004 19:23,9/05/2004,19:23:39
22,8,,209.1,,,,,,,,,209.1,35.511,,15.12,33:52.09S,151:52.17E,5/09/2004 19:23,9/05/2004,19:23:37
22,7,5020,210.4,E04,D04,2204,35.5474,241.8312,1.761,4.712,0.353,210.4,35.511,-0.0364,15.119,33:52.09S,151:52.17E,5/09/2004 19:23,9/05/2004,19:23:33
22,6,1012,260.7,,,,,,,,,260.7,35.287,,13.74,33:52.09S,151:52.17E,5/09/2004 19:21,9/05/2004,19:21:31
22,5,5005,260.2,E03,D03,2203,35.32437,221.8237,3.432,9.289,0.671,260.2,35.285,-0.03937,13.73,33:52.09S,151:52.17E,5/09/2004 19:21,9/05/2004,19:21:27
22,4,1024,410.6,,,,,,,,,410.6,34.872,,10.775,33:52.09S,151:52.17E,5/09/2004 19:17,9/05/2004,19:17:43
22,3,5012,410.9,E02,D02,2202,34.9089,210.0783,5.847,16.022,1.035,410.9,34.871,-0.0379,10.769,33:52.09S,151:52.17E,5/09/2004 19:17,9/05/2004,19:17:36
22,2,1019,511.8,,,,,,,,,511.8,34.658,,9.251,33:52.09S,151:52.17E,5/09/2004 19:14,9/05/2004,19:14:32
22,1,5016,511.4,E01,D01,2201,34.6936,220.9305,7.466,19.035,1.244,511.4,34.658,-0.0356,9.251,33:52.09S,151:52.17E,5/09/2004 19:14,9/05/2004,19:14:29
23,24,1004,13.8,,,,,,,,,13.8,35.58,,19.433,33:50.06S,151:49.89E,5/09/2004 20:35,9/05/2004,20:35:05
23,23,5017,13.9,B23,B19,2310,35.61686,225.7091,0.937,1.059,0.132,13.9,35.58,-0.03686,19.433,33:50.06S,151:49.89E,5/09/2004 20:35,9/05/2004,20:35:02
23,22,1014,35.2,,,,,,,,,35.2,35.578,,19.422,33:50.06S,151:49.89E,5/09/2004 20:33,9/05/2004,20:33:57
23,21,5018,35,B22,B17,2309,35.61508,225.8878,0.923,1.045,0.136,35,35.578,-0.03708,19.422,33:50.06S,151:49.89E,5/09/2004 20:33,9/05/2004,20:33:54
23,20,1009,59.9,B21,B14,2308,35.61528,224.7713,0.943,1.127,0.148,59.9,35.582,-0.03328,19.434,33:50.06S,151:49.89E,5/09/2004 20:32,9/05/2004,20:32:44
23,19,5002,60,B20,B20,,35.61508,225.8878,,,,60,35.583,-0.03208,19.44,33:50.06S,151:49.89E,5/09/2004 20:32,9/05/2004,20:32:41
23,18,1008,85,,,,,,,,,85,35.572,,18.593,33:50.06S,151:49.89E,5/09/2004 20:31,9/05/2004,20:31:16
23,17,5011,85,B19,B13,2307,35.60245,194.8047,1.718,4.925,0.372,85,35.572,-0.03045,18.593,33:50.06S,151:49.89E,5/09/2004 20:31,9/05/2004,20:31:16
23,16,1001,110,,,,,,,,,110,35.452,,16.982,33:50.06S,151:49.89E,5/09/2004 20:30,9/05/2004,20:30:07
23,15,5008,110,B18,B10,2306,35.48625,180.6477,2.613,7.851,0.541,110,35.452,-0.03425,16.982,33:50.06S,151:49.89E,5/09/2004 20:30,9/05/2004,20:30:07
23,14,1015,160.4,,,,,,,,,160.4,35.297,,15.034,33:50.06S,151:49.89E,5/09/2004 20:28,9/05/2004,20:28:29
23,13,5007,160.8,B17,B08,2305,35.33482,186.3641,3.497,9.978,0.682,160.8,35.298,-0.03682,15.026,33:50.06S,151:49.89E,5/09/2004 20:28,9/05/2004,20:28:25
23,12,1009,210.4,,,,,,,,,210.4,35.419,,14.618,33:50.06S,151:49.89E,5/09/2004 20:26,9/05/2004,20:26:34
23,11,,210.1,,,,,,,,,210.1,35.419,,14.623,33:50.06S,151:49.89E,5/09/2004 20:26,9/05/2004,20:26:31
23,10,,210.6,,,,,,,,,210.6,35.419,,14.616,33:50.06S,151:49.89E,5/09/2004 20:26,9/05/2004,20:26:28
23,9,,210.8,,,,,,,,,210.8,35.42,,14.615,33:50.06S,151:49.89E,5/09/2004 20:26,9/05/2004,20:26:26
23,8,,210.4,,,,,,,,,210.4,35.419,,14.618,33:50.06S,151:49.89E,5/09/2004 20:26,9/05/2004,20:26:34
23,7,5020,210.3,B16,B07,2304,35.45134,227.0042,2.446,6.541,0.466,210.3,35.421,-0.03034,14.627,33:50.06S,151:49.89E,5/09/2004 20:26,9/05/2004,20:26:20
23,6,1012,260.9,,,,,,,,,260.9,35.274,,13.536,33:50.06S,151:49.89E,5/09/2004 20:24,9/05/2004,20:24:43
23,5,5005,261.7,B15,B06,2303,35.31097,221.5111,3.188,9.193,0.623,261.7,35.273,-0.03797,13.535,33:50.06S,151:49.89E,5/09/2004 20:24,9/05/2004,20:24:39
23,4,1024,411.2,,,,,,,,,411.2,34.771,,10.088,33:50.06S,151:49.89E,5/09/2004 20:20,9/05/2004,20:20:53
23,3,5012,410.6,B14,B05,2302,34.81096,206.3269,7.426,18.72,1.177,410.6,34.771,-0.03996,10.09,33:50.06S,151:49.89E,5/09/2004 20:20,9/05/2004,20:20:49
23,2,1019,511,,,,,,,,,511,34.618,,8.774,33:50.06S,151:49.89E,5/09/2004 20:18,9/05/2004,20:18:05
23,1,5016,510.9,B13,B03,2301,34.65331,203.7366,10.958,21.675,1.407,510.9,34.618,-0.03531,8.774,33:50.06S,151:49.89E,5/09/2004 20:18,9/05/2004,20:18:02
24,24,,,,,,,,,,,,,,,31:45.03S,152:52.94E,,,
24,23,,,,,,,,,,,,,,,31:45.03S,152:52.94E,,,
24,22,,,,,,,,,,,,,,,31:45.03S,152:52.94E,,,
24,21,,,,,,,,,,,,,,,31:45.03S,152:52.94E,,,
24,20,,,,,,,,,,,,,,,31:45.03S,152:52.94E,,,
24,19,,,,,,,,,,,,,,,31:45.03S,152:52.94E,,,
24,18,,,,,,,,,,,,,,,31:45.03S,152:52.94E,,,
24,17,,,,,,,,,,,,,,,31:45.03S,152:52.94E,,,
24,16,,,,,,,,,,,,,,,31:45.03S,152:52.94E,,,
24,15,,,,,,,,,,,,,,,31:45.03S,152:52.94E,,,
24,14,1015,13.7,,,,,,,,,13.7,35.547,,17.968,31:45.03S,152:52.94E,6/09/2004 18:38,9/06/2004,18:38:18
24,13,7007,13.6,E17,B08,2405,35.5843,246.8777,0.674,0.414,0.132,13.6,35.547,-0.0373,17.967,31:45.03S,152:52.94E,6/09/2004 18:38,9/06/2004,18:38:15
24,12,1009,22.1,,,,,,,,,22.1,35.547,,17.973,31:45.03S,152:52.94E,6/09/2004 18:36,9/06/2004,18:36:42
24,11,,22,,,,,,,,,22,35.547,,17.972,31:45.03S,152:52.94E,6/09/2004 18:36,9/06/2004,18:36:37
24,10,,22.3,,,,,,,,,22.3,35.547,,17.971,31:45.03S,152:52.94E,6/09/2004 18:36,9/06/2004,18:36:33
24,9,,22.1,,,,,,,,,22.1,35.547,,17.973,31:45.03S,152:52.94E,6/09/2004 18:36,9/06/2004,18:36:42
24,8,,19.8,,,,,,,,,19.8,35.547,,17.976,31:45.03S,152:52.94E,6/09/2004 18:34,9/06/2004,18:34:30
24,7,5020,19.9,E16,B07,2404,35.5843,247.369,0.686,0.413,0.096,19.9,35.548,-0.0363,17.976,31:45.03S,152:52.94E,6/09/2004 18:34,9/06/2004,18:34:28
24,6,1012,30.3,,,,,,,,,30.3,35.55,,17.91,31:45.03S,152:52.94E,6/09/2004 18:32,9/06/2004,18:32:44
24,5,5005,30.2,E15,B06,2403,35.58568,245.7166,0.637,0.489,0.15,30.2,35.549,-0.03668,17.915,31:45.03S,152:52.94E,6/09/2004 18:32,9/06/2004,18:32:42
24,4,1024,42.9,,,,,,,,,42.9,35.516,,17.391,31:45.03S,152:52.94E,6/09/2004 18:30,9/06/2004,18:30:13
24,3,5012,42.9,E14,B05,2402,35.55371,220.9752,1.231,2.696,0.286,42.9,35.516,-0.03771,17.391,31:45.03S,152:52.94E,6/09/2004 18:30,9/06/2004,18:30:13
24,2,1019,57.8,,,,,,,,,57.8,35.449,,16.654,31:45.03S,152:52.94E,6/09/2004 18:27,9/06/2004,18:27:33
24,1,5016,57.6,E13,B03,2401,,197.529,2.632,6.268,0.487,57.6,35.442,,16.604,31:45.03S,152:52.94E,6/09/2004 18:27,9/06/2004,18:27:28
25,24,,,,,,,,,,,,,,,31:44.99S,152:55.03E,,,
25,23,,,,,,,,,,,,,,,31:44.99S,152:55.03E,,,
25,22,,,,,,,,,,,,,,,31:44.99S,152:55.03E,,,
25,21,,,,,,,,,,,,,,,31:44.99S,152:55.03E,,,
25,20,,,,,,,,,,,,,,,31:44.99S,152:55.03E,,,
25,19,,,,,,,,,,,,,,,31:44.99S,152:55.03E,,,
25,18,,,,,,,,,,,,,,,31:44.99S,152:55.03E,,,
25,17,,,,,,,,,,,,,,,31:44.99S,152:55.03E,,,
25,16,,,,,,,,,,,,,,,31:44.99S,152:55.03E,,,
25,15,,,,,,,,,,,,,,,31:44.99S,152:55.03E,,,
25,14,,,,,,,,,,,,,,,31:44.99S,152:55.03E,,,
25,13,,,,,,,,,,,,,,,31:44.99S,152:55.03E,,,
25,12,1009,14,,,,,,,,,14,35.581,,18.476,31:44.99S,152:55.03E,6/09/2004 19:21,9/06/2004,19:21:34
25,11,,14.1,,,,,,,,,14.1,35.581,,18.477,31:44.99S,152:55.03E,6/09/2004 19:21,9/06/2004,19:21:30
25,10,,14.2,,,,,,,,,14.2,35.581,,18.477,31:44.99S,152:55.03E,6/09/2004 19:21,9/06/2004,19:21:27
25,9,,14,,,,,,,,,14,35.581,,18.476,31:44.99S,152:55.03E,6/09/2004 19:21,9/06/2004,19:21:34
25,8,,14,,,,,,,,,14,35.581,,18.476,31:44.99S,152:55.03E,6/09/2004 19:21,9/06/2004,19:21:34
25,7,5020,14,B04,F16,2504,35.61705,235.6235,1.32,0.969,0.184,14,35.581,-0.03605,18.476,31:44.99S,152:55.03E,6/09/2004 19:21,9/06/2004,19:21:34
25,6,1012,35.9,,,,,,,,,35.9,35.594,,18.211,31:44.99S,152:55.03E,6/09/2004 19:20,9/06/2004,19:20:03
25,5,5005,35.9,B03,F15,2503,35.62988,219.6801,1.719,2.265,0.22,35.9,35.594,-0.03588,18.211,31:44.99S,152:55.03E,6/09/2004 19:20,9/06/2004,19:20:03
25,4,1024,61.3,,,,,,,,,61.3,35.481,,17.066,31:44.99S,152:55.03E,6/09/2004 19:17,9/06/2004,19:17:42
25,3,5012,61,B02,F14,2502,35.518,207.3541,2.242,4.963,0.399,61,35.481,-0.037,17.065,31:44.99S,152:55.03E,6/09/2004 19:17,9/06/2004,19:17:38
25,2,1019,80.5,,,,,,,,,80.5,35.336,,15.452,31:44.99S,152:55.03E,6/09/2004 19:15,9/06/2004,19:15:48
25,1,5016,80.3,B01,F13,2501,35.37207,182.836,3.784,9.73,0.669,80.3,35.336,-0.03607,15.451,31:44.99S,152:55.03E,6/09/2004 19:15,9/06/2004,19:15:43
26,24,,,,,,,,,,,,,,,31:44.92S,152:57.01E,,,
26,23,,,,,,,,,,,,,,,31:44.92S,152:57.01E,,,
26,22,,,,,,,,,,,,,,,31:44.92S,152:57.01E,,,
26,21,,,,,,,,,,,,,,,31:44.92S,152:57.01E,,,
26,20,,,,,,,,,,,,,,,31:44.92S,152:57.01E,,,
26,19,,,,,,,,,,,,,,,31:44.92S,152:57.01E,,,
26,18,,,,,,,,,,,,,,,31:44.92S,152:57.01E,,,
26,17,,,,,,,,,,,,,,,31:44.92S,152:57.01E,,,
26,16,,,,,,,,,,,,,,,31:44.92S,152:57.01E,,,
26,15,,,,,,,,,,,,,,,31:44.92S,152:57.01E,,,
26,14,,,,,,,,,,,,,,,31:44.92S,152:57.01E,,,
26,13,,,,,,,,,,,,,,,31:44.92S,152:57.01E,,,
26,12,1009,13.3,,,,,,,,,13.3,35.616,,18.878,31:44.92S,152:57.01E,6/09/2004 19:58,9/06/2004,19:58:19
26,11,,13.2,,,,,,,,,13.2,35.616,,18.878,31:44.92S,152:57.01E,6/09/2004 19:58,9/06/2004,19:58:15
26,10,,13.4,,,,,,,,,13.4,35.616,,18.877,31:44.92S,152:57.01E,6/09/2004 19:58,9/06/2004,19:58:11
26,9,,13.5,,,,,,,,,13.5,35.616,,18.877,31:44.92S,152:57.01E,6/09/2004 19:58,9/06/2004,19:58:09
26,8,,13.3,,,,,,,,,13.3,35.616,,18.878,31:44.92S,152:57.01E,6/09/2004 19:58,9/06/2004,19:58:19
26,7,5020,13.1,G04,D04,2604,35.65219,234.0158,1.222,0.743,0.125,13.1,35.616,-0.03619,18.876,31:44.92S,152:57.01E,6/09/2004 19:57,9/06/2004,19:57:59
26,6,1012,34.9,,,,,,,,,34.9,35.586,,18.408,31:44.92S,152:57.01E,6/09/2004 19:56,9/06/2004,19:56:46
26,5,5005,35.3,G03,D03,2603,35.62653,232.4527,1.51,1.604,0.185,35.3,35.586,-0.04053,18.399,31:44.92S,152:57.01E,6/09/2004 19:56,9/06/2004,19:56:39
26,4,1024,61.7,,,,,,,,,61.7,35.428,,16.594,31:44.92S,152:57.01E,6/09/2004 19:55,9/06/2004,19:55:19
26,3,5012,61.5,G02,D02,2602,35.46278,187.2573,2.969,8.079,0.559,61.5,35.428,-0.03478,16.594,31:44.92S,152:57.01E,6/09/2004 19:55,9/06/2004,19:55:15
26,2,1019,87.6,,,,,,,,,87.6,35.311,,15.22,31:44.92S,152:57.01E,6/09/2004 19:53,9/06/2004,19:53:35
26,1,5016,87.6,G01,D01,2601,35.34566,183.3272,3.769,10.193,0.688,87.6,35.311,-0.03466,15.22,31:44.92S,152:57.01E,6/09/2004 19:53,9/06/2004,19:53:35
27,24,,,,,,,,,,,,,,,31:44.96S,152:59.00E,,,
27,23,,,,,,,,,,,,,,,31:44.96S,152:59.00E,,,
27,22,,,,,,,,,,,,,,,31:44.96S,152:59.00E,,,
27,21,,,,,,,,,,,,,,,31:44.96S,152:59.00E,,,
27,20,,,,,,,,,,,,,,,31:44.96S,152:59.00E,,,
27,19,,,,,,,,,,,,,,,31:44.96S,152:59.00E,,,
27,18,,,,,,,,,,,,,,,31:44.96S,152:59.00E,,,
27,17,,,,,,,,,,,,,,,31:44.96S,152:59.00E,,,
27,16,,,,,,,,,,,,,,,31:44.96S,152:59.00E,,,
27,15,,,,,,,,,,,,,,,31:44.96S,152:59.00E,,,
27,14,,,,,,,,,,,,,,,31:44.96S,152:59.00E,,,
27,13,,,,,,,,,,,,,,,31:44.96S,152:59.00E,,,
27,12,1009,14.7,,,,,,,,,14.7,35.608,,18.537,31:44.96S,152:59.00E,6/09/2004 20:35,9/06/2004,20:35:55
27,11,,14.9,,,,,,,,,14.9,35.608,,18.537,31:44.96S,152:59.00E,6/09/2004 20:35,9/06/2004,20:35:52
27,10,,14.8,,,,,,,,,14.8,35.608,,18.537,31:44.96S,152:59.00E,6/09/2004 20:35,9/06/2004,20:35:49
27,9,,14.6,,,,,,,,,14.6,35.607,,18.537,31:44.96S,152:59.00E,6/09/2004 20:35,9/06/2004,20:35:47
27,8,,14.7,,,,,,,,,14.7,35.608,,18.537,31:44.96S,152:59.00E,6/09/2004 20:35,9/06/2004,20:35:55
27,7,5020,14.8,C15,C05,2704,35.64449,233.2566,1.381,1.07,0.191,14.8,35.608,-0.03649,18.537,31:44.96S,152:59.00E,6/09/2004 20:35,9/06/2004,20:35:49
27,6,1012,37.7,,,,,,,,,37.7,35.603,,18.509,31:44.96S,152:59.00E,6/09/2004 20:34,9/06/2004,20:34:29
27,5,5005,37.2,C14,C04,2703,35.64232,232.6313,1.477,1.109,0.155,37.2,35.602,-0.04032,18.505,31:44.96S,152:59.00E,6/09/2004 20:34,9/06/2004,20:34:26
27,4,1024,62.6,,,,,,,,,62.6,35.414,,16.552,31:44.96S,152:59.00E,6/09/2004 20:33,9/06/2004,20:33:05
27,3,5012,62.7,C13,C03,2702,35.45055,181.6748,2.785,7.978,0.561,62.7,35.414,-0.03655,16.554,31:44.96S,152:59.00E,6/09/2004 20:32,9/06/2004,20:32:57
27,2,1019,101.4,,,,,,,,,101.4,35.295,,15.075,31:44.96S,152:59.00E,6/09/2004 20:31,9/06/2004,20:31:11
27,1,5016,101.3,C12,C02,2701,35.3291,184.0418,3.786,10.406,0.703,101.3,35.293,-0.0361,15.058,31:44.96S,152:59.00E,6/09/2004 20:31,9/06/2004,20:31:08
28,24,,,,,,,,,,,,,,,31:44.96S,153:01.13E,,,
28,23,,,,,,,,,,,,,,,31:44.96S,153:01.13E,,,
28,22,,,,,,,,,,,,,,,31:44.96S,153:01.13E,,,
28,21,,,,,,,,,,,,,,,31:44.96S,153:01.13E,,,
28,20,,,,,,,,,,,,,,,31:44.96S,153:01.13E,,,
28,19,,,,,,,,,,,,,,,31:44.96S,153:01.13E,,,
28,18,,,,,,,,,,,,,,,31:44.96S,153:01.13E,,,
28,17,,,,,,,,,,,,,,,31:44.96S,153:01.13E,,,
28,16,,,,,,,,,,,,,,,31:44.96S,153:01.13E,,,
28,15,,,,,,,,,,,,,,,31:44.96S,153:01.13E,,,
28,14,1015,15.3,,,,,,,,,15.3,35.603,,18.593,31:44.96S,153:01.13E,6/09/2004 21:15,9/06/2004,21:15:21
28,13,5007,15.4,A05,E17,2805,35.63936,234.0604,1.391,1.022,0.143,15.4,35.603,-0.03636,18.594,31:44.96S,153:01.13E,6/09/2004 21:15,9/06/2004,21:15:18
28,12,1009,35,,,,,,,,,35,35.603,,18.587,31:44.96S,153:01.13E,6/09/2004 21:14,9/06/2004,21:14:14
28,11,,35.1,,,,,,,,,35.1,35.603,,18.591,31:44.96S,153:01.13E,6/09/2004 21:14,9/06/2004,21:14:11
28,10,,35.1,,,,,,,,,35.1,35.603,,18.591,31:44.96S,153:01.13E,6/09/2004 21:14,9/06/2004,21:14:11
28,9,,35.2,,,,,,,,,35.2,35.603,,18.593,31:44.96S,153:01.13E,6/09/2004 21:14,9/06/2004,21:14:06
28,8,,?,,,,,,,,,?,Cond,,Pres,31:44.96S,153:01.13E,,,
28,7,5020,34.9,A04,E16,2804,35.64034,234.3284,1.421,1.043,0.142,34.9,35.602,-0.03834,18.594,31:44.96S,153:01.13E,6/09/2004 21:14,9/06/2004,21:14:00
28,6,1012,61.1,,,,,,,,,61.1,35.431,,16.765,31:44.96S,153:01.13E,6/09/2004 21:12,9/06/2004,21:12:47
28,5,5005,61.1,A03,E15,2803,35.46909,184.7117,2.795,7.967,0.545,61.1,35.431,-0.03809,16.765,31:44.96S,153:01.13E,6/09/2004 21:12,9/06/2004,21:12:47
28,4,1024,84.8,,,,,,,,,84.8,35.391,,16.204,31:44.96S,153:01.13E,6/09/2004 21:11,9/06/2004,21:11:41
28,3,5012,84.5,A02,E14,2802,35.42728,187.2126,3.087,8.737,0.616,84.5,35.391,-0.03628,16.207,31:44.96S,153:01.13E,6/09/2004 21:11,9/06/2004,21:11:39
28,2,1019,108.1,,,,,,,,,108.1,35.296,,15.092,31:44.96S,153:01.13E,6/09/2004 21:09,9/06/2004,21:09:46
28,1,5016,107.5,A01,E13,2801,35.33679,183.5059,3.707,10.163,0.697,107.5,35.298,-0.03879,15.112,31:44.96S,153:01.13E,6/09/2004 21:09,9/06/2004,21:09:43
29,24,,,,,,,,,,,,,,,31:45.01S,153:03.07E,,,
29,23,,,,,,,,,,,,,,,31:45.01S,153:03.07E,,,
29,22,,,,,,,,,,,,,,,31:45.01S,153:03.07E,,,
29,21,,,,,,,,,,,,,,,31:45.01S,153:03.07E,,,
29,20,,,,,,,,,,,,,,,31:45.01S,153:03.07E,,,
29,19,,,,,,,,,,,,,,,31:45.01S,153:03.07E,,,
29,18,,,,,,,,,,,,,,,31:45.01S,153:03.07E,,,
29,17,,,,,,,,,,,,,,,31:45.01S,153:03.07E,,,
29,16,,,,,,,,,,,,,,,31:45.01S,153:03.07E,,,
29,15,,,,,,,,,,,,,,,31:45.01S,153:03.07E,,,
