FID,STATION_NAME,LOCAL_TRIP_START_TIME,IMOS_SITE_CODE,NRS_TRIP_CODE,NRS_SAMPLE_CODE,UTC_TRIP_START_TIME,LATITUDE,LONGITUDE,MG_PER_M3,geom
anmn_nrs_bgc_plankton_biomass_data.fid--65a59387_1714ce25319_-64c,Port Hacking,19/07/2016 10:19,NRSPHB,NRSPHB20160719,NRSPHB20160719_ZOOBIOWC,2016-07-19T00:19:00Z,-34.1192,151.2267,6.1709,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--65a59387_1714ce25319_-64b,Port Hacking,30/08/2016 9:20,NRSPHB,NRSPHB20160829,NRSPHB20160829_ZOOBIOWC,2016-08-29T23:20:00Z,-34.1192,151.2267,9.3995,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--65a59387_1714ce25319_-64a,Port Hacking,27/09/2016 9:54,NRSPHB,NRSPHB20160926,NRSPHB20160926_ZOOBIOWC,2016-09-26T23:54:00Z,-34.1192,151.2267,10.6867,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--65a59387_1714ce25319_-649,Port Hacking,31/10/2016 9:35,NRSPHB,NRSPHB20161030,NRSPHB20161030_ZOOBIOWC,2016-10-30T22:35:00Z,-34.1192,151.2267,8.9115,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--65a59387_1714ce25319_-648,Port Hacking,5/12/2016 9:45,NRSPHB,NRSPHB20161204,NRSPHB20161204_ZOOBIOWC,2016-12-04T22:45:00Z,-34.1192,151.2267,16.9213,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--65a59387_1714ce25319_-647,Port Hacking,6/02/2017 10:49,NRSPHB,NRSPHB20170205,NRSPHB20170205_ZOOBIOWC,2017-02-05T23:49:00Z,-34.1192,151.2267,8.8691,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--65a59387_1714ce25319_-646,Port Hacking,22/03/2017 9:21,NRSPHB,NRSPHB20170321,NRSPHB20170321_ZOOBIOWC,2017-03-21T22:21:00Z,-34.1192,151.2267,6.4043,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--65a59387_1714ce25319_-645,Port Hacking,19/04/2017 10:00,NRSPHB,NRSPHB20170419,NRSPHB20170419_ZOOBIOWC,2017-04-19T00:00:00Z,-34.1192,151.2267,9.1272,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--65a59387_1714ce25319_-644,Port Hacking,18/05/2017 9:45,NRSPHB,NRSPHB20170517,NRSPHB20170517_ZOOBIOWC,2017-05-17T23:45:00Z,-34.1192,151.2267,5.2726,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--65a59387_1714ce25319_-643,Port Hacking,15/06/2017 8:52,NRSPHB,NRSPHB20170614,NRSPHB20170614_ZOOBIOWC,2017-06-14T22:52:00Z,-34.1192,151.2267,6.0931,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--65a59387_1714ce25319_-642,Port Hacking,17/07/2017 9:42,NRSPHB,NRSPHB20170716,NRSPHB20170716_ZOOBIOWC,2017-07-16T23:42:00Z,-34.1192,151.2267,5.8066,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--65a59387_1714ce25319_-641,Port Hacking,22/08/2017 9:50,NRSPHB,NRSPHB20170821,NRSPHB20170821_ZOOBIOWC,2017-08-21T23:50:00Z,-34.1192,151.2267,13.636,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--65a59387_1714ce25319_-640,Port Hacking,22/09/2017 8:48,NRSPHB,NRSPHB20170921,NRSPHB20170921_ZOOBIOWC,2017-09-21T22:48:00Z,-34.1192,151.2267,16.7975,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--65a59387_1714ce25319_-63f,Port Hacking,25/10/2017 9:01,NRSPHB,NRSPHB20171024,NRSPHB20171024_ZOOBIOWC,2017-10-24T22:01:00Z,-34.1192,151.2267,8.1972,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--65a59387_1714ce25319_-63e,Port Hacking,12/12/2017 8:54,NRSPHB,NRSPHB20171211,NRSPHB20171211_ZOOBIOWC,2017-12-11T21:54:00Z,-34.1192,151.2267,23.9692,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--65a59387_1714ce25319_-63d,Port Hacking,24/01/2018 9:41,NRSPHB,NRSPHB20180123,NRSPHB20180123_ZOOBIOWC,2018-01-23T22:41:00Z,-34.1192,151.2267,16.6631,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--65a59387_1714ce25319_-63c,Port Hacking,22/02/2018 9:18,NRSPHB,NRSPHB20180221,NRSPHB20180221_ZOOBIOWC,2018-02-21T22:18:00Z,-34.1192,151.2267,17.3598,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--65a59387_1714ce25319_-63b,Port Hacking,27/03/2018 9:40,NRSPHB,NRSPHB20180326,NRSPHB20180326_ZOOBIOWC,2018-03-26T22:40:00Z,-34.1192,151.2267,9.3217,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--65a59387_1714ce25319_-63a,Port Hacking,29/05/2018 9:50,NRSPHB,NRSPHB20180528,NRSPHB20180528_ZOOBIOWC,2018-05-28T23:50:00Z,-34.1192,151.2267,17.2219,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--65a59387_1714ce25319_-639,Port Hacking,25/07/2018 9:33,NRSPHB,NRSPHB20180724,NRSPHB20180724_ZOOBIOWC,2018-07-24T23:33:00Z,-34.1192,151.2267,6.0542,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--65a59387_1714ce25319_-638,Port Hacking,5/09/2018 10:50,NRSPHB,NRSPHB20180905,NRSPHB20180905_ZOOBIOWC,2018-09-05T00:50:00Z,-34.1192,151.2267,50.6825,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--65a59387_1714ce25319_-637,Port Hacking,27/09/2018 10:43,NRSPHB,NRSPHB20180927,NRSPHB20180927_ZOOBIOWC,2018-09-27T00:43:00Z,-34.1192,151.2267,12.416,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--65a59387_1714ce25319_-636,Port Hacking,21/11/2018 9:24,NRSPHB,NRSPHB20181120,NRSPHB20181120_ZOOBIOWC,2018-11-20T22:24:00Z,-34.1192,151.2267,4.8129,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--65a59387_1714ce25319_-635,Port Hacking,19/12/2018 9:40,NRSPHB,NRSPHB20181218,NRSPHB20181218_ZOOBIOWC,2018-12-18T22:40:00Z,-34.1192,151.2267,9.8875,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--65a59387_1714ce25319_-634,Port Hacking,22/01/2019 9:43,NRSPHB,NRSPHB20190121,NRSPHB20190121_ZOOBIOWC,2019-01-21T22:43:00Z,-34.1192,151.2267,9.9441,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--65a59387_1714ce25319_-633,Port Hacking,28/02/2019 10:35,NRSPHB,NRSPHB20190227,NRSPHB20190227_ZOOBIOWC,2019-02-27T23:35:00Z,-34.1192,151.2267,5.6658,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--65a59387_1714ce25319_-632,Port Hacking,9/04/2019 8:50,NRSPHB,NRSPHB20190408,NRSPHB20190408_ZOOBIOWC,2019-04-08T22:50:00Z,-34.1192,151.2267,11.1005,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--65a59387_1714ce25319_-631,Port Hacking,23/05/2019 8:50,NRSPHB,NRSPHB20190522,NRSPHB20190522_ZOOBIOWC,2019-05-22T22:50:00Z,-34.1192,151.2267,8.255,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--65a59387_1714ce25319_-630,Port Hacking,27/06/2019 9:38,NRSPHB,NRSPHB20190626,NRSPHB20190626_ZOOBIOWC,2019-06-26T23:38:00Z,-34.1192,151.2267,1.5737,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--65a59387_1714ce25319_-62f,Port Hacking,29/07/2019 10:03,NRSPHB,NRSPHB20190729,NRSPHB20190729_ZOOBIOWC,2019-07-29T00:03:00Z,-34.1192,151.2267,16.905,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--65a59387_1714ce25319_-62e,Port Hacking,28/08/2019 9:59,NRSPHB,NRSPHB20190827,NRSPHB20190827_ZOOBIOWC,2019-08-27T23:59:00Z,-34.1192,151.2267,16.6171,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--65a59387_1714ce25319_-62d,Port Hacking,24/09/2019 9:36,NRSPHB,NRSPHB20190923,NRSPHB20190923_ZOOBIOWC,2019-09-23T23:36:00Z,-34.1192,151.2267,15.6447,POINT (151.22667 -34.11923)
