"secs","depth","temp","distance","abund","sal","GeoMnESD","biomass","NBSS.Slope","lat","long","site","GA_depth","Norm.GeoMnESD","Norm.Biomass","Norm.abund"
7170,8.43041841590576,21.4230625,NA,1234.69912764759,35.688875,0.000406295456598455,23.7218949867177,NA,-28.6338333333333,153.988541666667,"CapeByron",1291,0.510035546360677,0.00165058468706764,0.0539013539873034
7190,7.95788321039168,21.4232352941176,NA,1091.67222768427,35.6399411764706,0.000689762658743022,4518.18887150475,NA,-28.634,153.989196078431,"CapeByron",1291,0.865880897257683,0.314378483201313,0.0476574493857686
7210,26.3207086884423,21.4011,NA,1057.72101014975,35.688,0.000420966064236548,22.9403882301193,NA,-28.634,153.989658333333,"CapeByron",1291,0.528452024469446,0.00159620694507006,0.0461752934875015
7230,46.6797447840711,21.3858571428571,NA,904.351703052436,35.6875238095238,0.000433450548687255,60.0152437619374,NA,-28.6341349206349,153.990174603175,"CapeByron",1337,0.544124192947916,0.00417589920196303,0.0394798863818126
7250,64.5543545031641,21.2052,NA,570.646846289502,35.6885333333333,0.000441804215565432,19.0541667829511,NA,-28.6341666666667,153.990744444444,"CapeByron",1337,0.554610815382725,0.00132580116109533,0.0249118485425608
7270,75.2411495374501,21.133875,NA,440.390747028278,35.696375,0.000428765762178392,14.7671565170242,NA,-28.63425,153.991229166667,"CapeByron",1337,0.538243232164758,0.00102750823373001,0.0192254590748196
7290,62.071777835692,21.2351153846154,NA,722.776023602327,35.6876153846154,0.000430213116323392,40.0495842546537,NA,-28.6343333333333,153.991756410256,"CapeByron",1337,0.540060141633307,0.00278667579175989,0.0315531172164594
7310,44.1971103306058,21.3891,NA,1051.84478231558,35.6862,0.000445498944927732,66.0741611407682,NA,-28.6343833333333,153.992233333333,"CapeByron",1337,0.559248926093418,0.00459748256413986,0.0459187640792376
7330,30.7958035717122,21.4039411764706,NA,1079.26686146058,35.6875294117647,0.000417133814542671,26.0248528853184,NA,-28.6345,153.992764705882,"CapeByron",1383,0.523641280133856,0.00181082597658182,0.0471158874609303
7350,15.3955492811561,21.4165,NA,1104.07821085963,35.6884285714286,0.000438105590348152,48.301111957561,NA,-28.6345,153.993345238095,"CapeByron",1383,0.549967814081966,0.00336082238835174,0.0481990382439139
10,9.7714062913873,18.4074,697.6,14541.1775208509,35.6276,0.000537757220120009,1138.85783935306,-0.949236896469475,-31.753,152.8944,"DiamondHead",57,0.675063659016931,0.0792424598218487,0.634801741892306
30,10.8736399007021,18.41025,775,16170.9787783699,35.62825,0.000536789253383472,1593.0380807042,-0.845126246353142,-31.753,152.89525,"DiamondHead",59,0.673848539735358,0.110844612683694,0.705951459700774
50,10.691590301088,18.3966666666667,845.2,17740.1965354394,35.627,0.000533451304016032,1769.59146337018,-0.934116819689208,-31.7528333333333,152.896222222222,"DiamondHead",59,0.669658306244686,0.123129310429874,0.774456377144196
70,10.492989894514,18.4236666666667,922.600019110747,21757.1678945034,35.6293333333333,0.000544386202244006,2303.81196125687,-0.905402465904448,-31.7528333333333,152.897111111111,"DiamondHead",59,0.683385230091671,0.160300715742271,0.949819095342833
90,10.4267896653284,18.4215,1007.5,20750.7466443133,35.631,0.000538689135926212,1942.27442821174,-0.924141369814424,-31.7528333333333,152.898,"DiamondHead",61,0.676233522424606,0.135144702018299,0.905883316291791
110,10.7577904580215,18.371,1048.80001810492,19690.9084640623,35.6293333333333,0.000541333424957486,1992.40615669979,-0.918783076413257,-31.7528333333333,152.898777777778,"DiamondHead",61,0.679552982140184,0.13863289988044,0.859615596777151
130,10.3936899246912,18.391,1136.55001885929,22906.6440137743,35.6296666666667,0.000528447802281009,1620.62982164202,-0.995777434849745,-31.7527222222222,152.899722222222,"DiamondHead",61,0.663377252150446,0.112764463737203,1
150,10.3605894983933,18.4193333333333,1224.10001860783,15634.7043077666,35.6306666666667,0.000519958107772716,1147.08599255564,-0.917386027552714,-31.7526666666667,152.900666666667,"DiamondHead",63,0.652719869926131,0.079814980005697,0.682540152907826
170,12.469523248465,18.387,1312.65001986512,13025.6637437344,35.6267142857143,0.00052323996709097,904.694159444918,-1.02716264400526,-31.7526666666667,152.901642857143,"DiamondHead",63,0.656839691802747,0.0629492005969767,0.568641296206543
190,26.8062509715379,17.8309130434783,1354.44997812322,10178.9353019909,35.6026956521739,0.000516454835110876,783.49923460305,-0.882231640483036,-31.7526594202898,152.902224637681,"DiamondHead",63,0.648322100871336,0.0545163798966782,0.444366066712786
210,39.1970129387191,17.62325,1435.2,11901.3322231067,35.5915,0.000522928016908677,1374.20003323462,-0.795595125949832,-31.7525,152.903125,"DiamondHead",64,0.656448090865352,0.0956177208058176,0.519558090480221
230,29.2978508517192,17.7204,1518,10537.33935204,35.5942,0.000527848828191918,1052.83775094602,-0.880925703260504,-31.7525,152.904166666667,"DiamondHead",64,0.662625341018229,0.0732571268295069,0.460012359108724
250,11.4197393507738,18.3085,1574.9499806378,14816.2807117734,35.617375,0.000543682846521376,1610.34123596174,-0.79453965683274,-31.7525,152.904854166667,"DiamondHead",64,0.682502285391081,0.112048577338374,0.646811497260973
270,3.26049572072095,18.4903333333333,1684.10002011658,14841.012775439,35.6323333333333,0.00052993943556025,1091.42221195711,-1.00388809291978,-31.7523888888889,152.905888888889,"DiamondHead",64,0.66524974661769,0.0759418584050973,0.647891186789071
290,15.3866973018884,18.18635,1749.59997938051,11790.7116689347,35.60395,0.000521148499813923,827.80741803045,-1.06301600224945,-31.7523333333333,152.9067,"DiamondHead",64,0.654214206732659,0.0575993717536947,0.514728899695855
310,32.2787308340499,17.6631428571429,1810.90002162532,12819.2568925461,35.5717857142857,0.000533648202824258,1224.83615436846,-0.91118156864562,-31.7523333333333,152.907380952381,"DiamondHead",64,0.669905479550714,0.0852248861947741,0.559630510904942
330,38.0634867541898,17.5971666666667,1930.6,9983.92711632832,35.5696666666667,0.00055723985826877,1117.24568428307,-0.808415168372468,-31.7523333333333,152.908583333333,"DiamondHead",66,0.699520831331736,0.0777386721930345,0.435852895357555
350,23.831778366485,17.8846086956522,1980.9,12476.15862408,35.5833913043478,0.000539330012245084,1291.24498232853,-0.870617661359503,-31.7522463768116,152.909275362319,"DiamondHead",66,0.677038034752117,0.0898456550911191,0.544652399390228
370,7.42788134103612,18.4912,2038.59997988342,17751.9603137696,35.6284,0.000548980759501525,1985.96228438063,-0.855252484688233,-31.7521666666667,152.90995,"DiamondHead",66,0.689152923239765,0.138184531106303,0.774969930256696
390,5.67023782573635,18.4913,2157.89997837468,12800.4858238965,35.6309,0.000531108916915846,939.099525065647,-1.11473191268256,-31.7521666666667,152.911133333333,"DiamondHead",67,0.666717833578726,0.0653431480315444,0.558811051335119
410,20.8529623556501,18.1075238095238,2222.7,10291.3164398153,35.6151428571429,0.000521858768075177,710.392612660328,-1.01840419994244,-31.7521666666667,152.911896825397,"DiamondHead",67,0.655105828961773,0.0494295741937837,0.449272116580104
430,38.725358909827,17.6964666666667,2304.35002036803,8562.07609008236,35.582,0.000504476358506951,626.733212709403,-0.994192347440637,-31.7521666666667,152.912722222222,"DiamondHead",69,0.63328514005863,0.0436084994202219,0.373781339812755
450,49.1502164379524,17.6228333333333,2382.2,9825.90281620901,35.5788333333333,0.000483230985208913,602.287653367495,-1.07992196198346,-31.7520833333333,152.9135,"DiamondHead",69,0.606615150518456,0.0419075617025923,0.428954272406751
470,42.6967689238621,17.7302352941176,2465.09998189508,10561.9917448695,35.5898823529412,0.000521660033332756,806.012700568167,-1.01748715221497,-31.752,152.914549019608,"DiamondHead",69,0.654856350949442,0.0560828813163855,0.461088570570108
490,24.8247475979618,18.0152105263158,2525.8,10804.8395093156,35.6136842105263,0.000534257018765581,866.962090381268,-0.849649611981676,-31.752,152.915350877193,"DiamondHead",70,0.670669745471542,0.0603237790004849,0.471690200573178
510,8.90669327379719,18.5466923076923,2591.05001986512,19004.6366354707,35.6321538461538,0.000506722989231121,1119.60515009793,-0.933186840377822,-31.752,152.916064102564,"DiamondHead",70,0.636105406714984,0.0779028453396504,0.829656086855969
530,5.05031314530067,18.5708571428571,2713.7,12202.0686966463,35.6338571428571,0.000489394615651576,669.734528885555,-1.17128433741353,-31.752,152.91730952381,"DiamondHead",70,0.61435255089873,0.0466005586146434,0.532686878501669
550,17.3776252005025,18.4566666666667,2768.64997812322,11362.1460653766,35.6312222222222,0.000498065608643936,694.118097784061,-1.1002878824355,-31.751962962963,152.917916666667,"DiamondHead",72,0.625237522848389,0.0482971829974117,0.496019672656734
570,35.7467153912862,18.0008421052632,2838.05002187678,9712.69055440479,35.6216842105263,0.000501165040405988,552.518895442259,-1.10781226320613,-31.7518333333333,152.918666666667,"DiamondHead",72,0.629128337639675,0.0384446195653067,0.424011939442737
590,50.1628727769219,17.8259,2933.30002011658,10117.8007831483,35.6044,0.000479316064552536,508.288490870439,-1.25460891135931,-31.7518333333333,152.919616666667,"DiamondHead",72,0.601700626707013,0.03536703961101,0.441697211388285
610,56.5631051831394,17.651,3000.55001835638,12857.1432582793,35.5833333333333,0.000457642371434849,488.550919087629,-1.27370963184678,-31.7518333333333,152.920388888889,"DiamondHead",73,0.574492953740445,0.0339936866911507,0.561284457493992
630,51.6245757691524,17.6565384615385,3096.05001433306,10276.0327944412,35.5828461538462,0.00047314597177486,657.937695125472,-0.964266425604701,-31.7518333333333,152.921487179487,"DiamondHead",73,0.593955113953056,0.045779727345844,0.448604902065181
650,31.775084447036,18.1494444444444,3143.5,11612.3794976007,35.6145185185185,0.000524014644600734,997.00393562592,-0.919667838587778,-31.7518333333333,152.922166666667,"DiamondHead",73,0.657812169000139,0.0693721741037861,0.50694372735779
670,10.4267399500629,18.9589375,3210.5,11426.746411429,35.6168125,0.000525867591861176,811.291382443027,-0.94073243760787,-31.7518333333333,152.92290625,"DiamondHead",75,0.660138232343966,0.056450175391139,0.49883983025003
690,3.02878248253363,19.138875,3312.40004274751,10546.9191605265,35.615,0.000540475497423086,763.471141757697,-0.883988713592009,-31.7518333333333,152.9239375,"DiamondHead",75,0.678475998551913,0.0531228123347183,0.460430570020836
710,15.8881594366753,18.7424210526316,3379,9630.32124395605,35.6251052631579,0.000513605752382332,578.409819318841,-1.16576184829381,-31.7518333333333,152.924684210526,"DiamondHead",75,0.644745557145631,0.0402461266754532,0.420416069598197
730,33.760961143467,17.9712352941176,3447.9,9192.41936024677,35.618,0.000506662693866385,608.192205623378,-1.0639118440459,-31.7518333333333,152.925421568627,"DiamondHead",76,0.636029716035217,0.0423184042403832,0.401299262987593
750,48.6537827605097,17.6805384615385,3532.89997988342,8556.686743084,35.5883076923077,0.00046893467111476,380.41694772932,-0.981606832588429,-31.7518333333333,152.926294871795,"DiamondHead",76,0.588668534942191,0.0264696555218124,0.373546065409611
770,57.0429464622814,17.36825,3618.75001835638,10575.7692996494,35.56275,0.000446548642982787,363.795313048091,-1.32758105835811,-31.7519583333333,152.927125,"DiamondHead",76,0.560566645286013,0.0253131115064953,0.461690036012695
790,52.625022207385,17.6555454545455,3709.90001458452,11080.2969156455,35.5847272727273,0.000474290947990118,534.440045527626,-0.992323481512438,-31.7518484848485,152.928303030303,"DiamondHead",77,0.595392438835811,0.0371866815782447,0.483715419377131
810,32.7679584895502,18.060724137931,3758.1,11362.4905496967,35.6141379310345,0.000529750624758306,902.273877653496,-1.00746296927017,-31.7518333333333,152.928936781609,"DiamondHead",77,0.665012726441944,0.0627807958356562,0.496034711276964
830,10.9232467882393,19.0697333333333,3825.9,10440.9852351074,35.6222,0.000523153071949268,737.200729083564,-1.05914172095637,-31.7518333333333,152.929688888889,"DiamondHead",77,0.656730609581043,0.0512949001503355,0.455805976153863
850,3.22739132182676,19.2385,3928.7,10007.6786648023,35.631375,0.000536014754218078,719.761324340191,-1.08364868562526,-31.7518333333333,152.930666666667,"DiamondHead",78,0.672876286419299,0.0500814551689331,0.436889780047418
870,15.391678285378,18.9096111111111,4000.55002187678,8842.44719301787,35.6285555555556,0.000520628214565478,598.316223349062,-0.859010169298901,-31.7518333333333,152.9315,"DiamondHead",78,0.653561076192692,0.0416312270515092,0.386021068284849
890,33.2645088044701,18.1746111111111,4070.50002263115,9573.73791698406,35.6246111111111,0.000499665764430028,503.886603374419,-1.21591811017551,-31.751787037037,152.932259259259,"DiamondHead",78,0.627246249053339,0.0350607534522022,0.417945898632168
910,48.6614202606018,17.8387692307692,4155.5,9090.09559133091,35.6083076923077,0.000484264677172557,500.098253811759,-1.08894041329921,-31.7516666666667,152.933128205128,"DiamondHead",79,0.607912776757891,0.0347971576568036,0.396832272150597
930,57.0181280077651,17.606,4237.84998013488,10859.5015034219,35.58675,0.000468259480833849,462.129214600629,-1.13587652531718,-31.7516666666667,152.933958333333,"DiamondHead",79,0.587820947212058,0.032155247525271,0.474076494875977
950,53.5997682101285,17.6371818181818,4328.94998365528,9896.81770290917,35.5879090909091,0.000463273223383808,460.89334792581,-1.10668607835063,-31.7516666666667,152.935075757576,"DiamondHead",79,0.581561540414556,0.0320692551283796,0.432050094154255
970,34.2573062088827,18.131,4379.85001684763,12069.8865249246,35.6170714285714,0.000528025528754214,1124.09068502118,-0.843274797970732,-31.751625,152.935720238095,"DiamondHead",80,0.662847158826844,0.0782149517401623,0.526916405461519
990,13.4057379972981,18.9141428571429,4446.95002036803,11459.3591532134,35.6320714285714,0.000525802741291473,963.009452221933,-1.07535921875962,-31.7515,152.9365,"DiamondHead",80,0.660056823371226,0.0670068161177225,0.500263554378487
1010,2.47157407456847,19.3403333333333,4509.64997963197,6366.43381356701,35.5815555555556,0.000635092899487833,14371.8133171713,-0.415908120646691,-31.7515,152.937277777778,"DiamondHead",80,0.797252218107367,1,0.277929574045798
1030,20.8527468159907,18.5921282051282,4605.09997183679,7200.51640123075,35.6352564102564,0.000496764504870393,382.615951241301,-1.06381731445738,-31.7515,152.938264957265,"DiamondHead",81,0.623604206100113,0.0266226635983474,0.314341830121467
1050,44.6080161438063,17.7139166666667,4704.44998667277,9354.57277151501,35.5977083333333,0.000495391943336767,514.852907652889,-0.964483703093097,-31.7515,152.939076388889,"DiamondHead",81,0.621881186163888,0.0358237959463158,0.408378144170307
1070,21.8458086654625,18.4800967741935,4753.4,11780.2779265485,35.6261290322581,0.00054055474755436,1232.01149356208,-0.839064647584626,-31.7515,152.939865591398,"DiamondHead",81,0.678575483750055,0.0857241509037752,0.514273409909579
1090,4.88576189601598,19.2944,4839.4,11144.3312727906,35.6516,0.000499418251329748,585.198342868972,-1.06548648898812,-31.7513666666667,152.940766666667,"DiamondHead",82,0.626935538024499,0.0407184765035726,0.486510868466339
1110,11.9238947846734,18.9828461538462,4928.6,8916.96816193868,35.6466923076923,0.000504785532327969,509.119994642208,-1.07976928601644,-31.7513333333333,152.941679487179,"DiamondHead",82,0.633673255741842,0.0354248961774306,0.389274315197666
1130,28.796425004646,18.2456190476191,4994.3,9710.24498809799,35.6255238095238,0.000520726919287497,674.316733763411,-1.0336799046683,-31.7513333333333,152.942412698413,"DiamondHead",82,0.653684983354354,0.0469193913726769,0.423905177129352
1150,46.6681296433374,17.5844666666667,5087.9,8370.43361339182,35.5849333333333,0.000465681556064634,338.827497140658,-1.29056414269955,-31.7513333333333,152.943355555556,"DiamondHead",82,0.584584796655142,0.0235758348416501,0.365415100018951
1170,56.6359076836978,17.1852,5149.39998088925,9793.26003491296,35.5442,0.000439420225438297,374.019272129629,-1.24866506595291,-31.7513,152.944033333333,"DiamondHead",82,0.551618117120255,0.0260245011450819,0.427529236889701
1190,59.0450416882919,17.094,5235,11299.6076366003,35.5326666666667,0.000439973016255044,402.818594748932,-1.19507768229951,-31.7511666666667,152.944944444444,"DiamondHead",82,0.552312052928947,0.0280283765074827,0.49328952900327
1210,56.5961978760102,17.1826,5330.0499841582,8773.00746991879,35.5416,0.000445486430191947,296.622143714295,-1.30204272489785,-31.7511666666667,152.945966666667,"DiamondHead",83,0.559233215949483,0.0206391592465158,0.382989645477678
1230,40.2145425080457,17.7514642857143,5376.3,11401.1540591954,35.5909642857143,0.000505746518129342,751.111898334794,-1.04903068718233,-31.7511666666667,152.946672619048,"DiamondHead",83,0.63487961163455,0.0522628482404076,0.49772258443182
1250,16.3846398844395,18.88365,5428.6,11384.7442995439,35.641,0.000527854873631542,941.622990758257,-0.865470374567658,-31.7511666666667,152.947425,"DiamondHead",83,0.662632930049933,0.065518732394973,0.497006208884115
1270,4.80631948739533,19.294,5517.2,10540.5418711097,35.6608,0.000498252937992481,547.530994564065,-1.11741794562109,-31.7511666666667,152.948366666667,"DiamondHead",83,0.625472683308795,0.038097558219037,0.460152166540477
1290,14.8899554813085,18.8766842105263,5592.5,9763.72560230345,35.6477368421053,0.000527235568796767,752.359011219888,-1.01696722465567,-31.7511666666667,152.949228070175,"DiamondHead",83,0.661855497089169,0.0523496231558322,0.426239897753347
1310,33.2645105523578,17.9093888888889,5658.3,8869.06653205616,35.6103333333333,0.000507294867613169,574.062903608646,-1.1029636824364,-31.7511388888889,152.949981481481,"DiamondHead",83,0.63682330374854,0.0399436654888051,0.387183147680778
1330,50.1429890013961,17.264,5730.200017602,9109.03573223736,35.5530625,0.000461303901334585,398.870001428688,-1.07086855292375,-31.751,152.950864583333,"DiamondHead",84,0.579089388114983,0.027753630848525,0.397659112646964
1350,63.0491431062984,16.4274,5793.85001835638,3805.99148276647,35.4762,0.000441680732929877,196.979911130218,NA,-31.751,152.95165,"DiamondHead",84,0.554455803721953,0.0137059887143725,0.166152295398568
1370,70.4549203005244,15.948,5862.4,2622.44267170976,35.4318,0.000429926809551551,91.7243745189686,NA,-31.751,152.9525,"DiamondHead",84,0.539700731680694,0.00638224088322781,0.114483931829247
1390,55.6062121968018,16.8639696969697,5945.09998491257,8651.09713905511,35.5076666666667,0.000496288388645883,615.751078976572,-0.968685255861633,-31.751,152.953560606061,"DiamondHead",85,0.623006522333889,0.0428443555025084,0.3776675943387
1410,23.2628045537473,18.5837027027027,5993.2,8315.30244272126,35.6274054054054,0.00051909805639412,636.991183304347,-0.928721932666754,-31.751,152.954234234234,"DiamondHead",85,0.651640220209018,0.0443222556017532,0.363008323599087
1430,43.68926803918,17.4892444444444,6079.5,5549.78447535753,35.5698888888889,0.000478708282304969,264.188024583509,-1.07692872213432,-31.751,152.955077777778,"DiamondHead",85,0.600937658414674,0.018382372408627,0.24227837443234
1450,70.4946172756786,15.8218888888889,6163.1,2194.23381819168,35.4233333333333,0.000433303155664147,115.765863512471,NA,-31.751,152.955888888889,"DiamondHead",85,0.543939165820859,0.0080550631265266,0.095790278875956
1470,62.5563193713809,16.3411111111111,6252.65001433306,5966.08711858628,35.4601111111111,0.000498454289649738,463.311061476843,-0.904908432807194,-31.751,152.957006172839,"DiamondHead",85,0.625725446417148,0.0322374811898846,0.260452256340944
1490,46.4627025209768,17.2973448275862,6321.84997762031,8600.88915248753,35.5503448275862,0.000501155302880754,666.725795110375,-1.04950781996845,-31.751,152.957770114943,"DiamondHead",86,0.629116113816046,0.0463912089863968,0.375475741768005
1510,61.5550523778253,16.35615,6395,4538.0894972125,35.47,0.000461484059461374,189.387329059122,-1.13814563122247,-31.751,152.958516666667,"DiamondHead",86,0.579315546313742,0.0131776919780083,0.198112368380268
1530,51.6322335913107,16.9468888888889,6472.30001961366,8994.93742482328,35.5156666666667,0.000475779992311406,458.213226260356,-1.11660418284755,-31.751,152.959481481481,"DiamondHead",86,0.597261683302194,0.0318827705417581,0.392678098957422
1550,57.5889072693186,16.4198947368421,6542.5,3276.3010971056,35.4755789473684,0.000459968666158286,135.352824828994,NA,-31.751,152.960280701754,"DiamondHead",87,0.57741322513653,0.00941793647342159,0.143028419839043
1570,66.1862182328899,15.8712,6640.80001709909,1668.98421931331,35.4246,0.000444470411842567,58.3442251166246,NA,-31.7509666666667,152.961333333333,"DiamondHead",87,0.557957775957421,0.00405962865151577,0.0728602678903865
1590,55.6033651051974,16.6315294117647,6703.14998264945,5508.83165912807,35.4889411764706,0.000463488202460296,266.227736810909,-1.07211778754688,-31.7508333333333,152.962088235294,"DiamondHead",87,0.581831410453591,0.0185242968952862,0.240490560547214
1610,37.2360247141059,17.7216,6760.90001911075,10434.4150062621,35.5843,0.000545359968415325,1071.75836537435,-0.876642742145108,-31.7508333333333,152.962825,"DiamondHead",88,0.684607629587286,0.0745736353320024,0.455519149814685
1630,16.8811183173276,18.919,6849,8823.61373095993,35.6466190476191,0.000523747456029265,619.463054136996,-1.05342955894911,-31.7508333333333,152.96376984127,"DiamondHead",88,0.657476758729566,0.0431026371179527,0.385198884902306
1650,4.86590133627327,19.2494,6925.1499806378,11675.4680259741,35.6632,0.000514087329627754,647.66388606334,-1.14055915414238,-31.7508333333333,152.9646,"DiamondHead",88,0.645350096304253,0.0450648691135946,0.50969788586025
1670,12.902618144372,19.1524666666667,7018,9027.2585469372,35.6626666666667,0.000515291859293739,504.529435997094,-1.15490100521802,-31.7508333333333,152.965577777778,"DiamondHead",90,0.646862180518636,0.0351054821589066,0.394089092296057
1690,30.7822434344337,18.1626666666667,7094.2,7288.82356868671,35.6177142857143,0.000517151424085506,507.653210005185,-0.988871514478343,-31.7508333333333,152.966365079365,"DiamondHead",90,0.649196551058987,0.0353228363604366,0.318196919823951
1710,49.6465774932856,17.0907058823529,7170.6,5194.4274443018,35.5385294117647,0.000490064100526009,316.302443805123,-0.969903939784361,-31.7508333333333,152.967264705882,"DiamondHead",90,0.61519297645153,0.0220085271652678,0.226765101041352
1730,63.5274634720355,15.8528181818182,7244,2019.35847018655,35.4271818181818,0.000458317213788374,162.069214849115,NA,-31.7508333333333,152.96803030303,"DiamondHead",91,0.575340104706319,0.0112768800479391,0.0881560157381528
1750,63.0689986240164,15.8942,7345.8500158418,2821.72919839767,35.4254,0.000471676575782762,245.827141123991,NA,-31.7508333333333,152.969116666667,"DiamondHead",91,0.592110534656196,0.0171048103463938,0.12318387611476
1770,53.1214291979984,16.7722,7415.8,5614.42532878624,35.5038,0.00048626798342452,348.955132796344,-1.04376808468234,-31.7508333333333,152.969883333333,"DiamondHead",91,0.6104275905028,0.0242805222344083,0.24510030039364
1790,35.7466653970464,17.89288,7473.6,7869.88062840664,35.59628,0.000524618036841334,688.611180114177,-0.931779923851188,-31.7508333333333,152.970693333333,"DiamondHead",92,0.658569626377785,0.0479140081294704,0.343563230985487
1810,14.895196758358,19.1202352941176,7563.25002036803,9787.05916516702,35.6580588235294,0.000511873388989387,529.361625586915,-1.05826225124546,-31.7508333333333,152.971666666667,"DiamondHead",92,0.642570866547284,0.0368333218574749,0.427258535090599
1830,4.99003029159367,19.24325,7647.4,10596.7064109596,35.66525,0.000516307219390992,606.813793130855,-1.08917526961477,-31.7508333333333,152.9725,"DiamondHead",92,0.648136794185968,0.0422224934139549,0.462604055163539
1850,13.4057266941284,19.207375,7733.04997812322,9480.32464805322,35.6650625,0.000521766012896888,530.014685228797,-1.14926288441759,-31.7508333333333,152.973479166667,"DiamondHead",92,0.654989390450665,0.0368787621667434,0.413867899739154
1870,30.285814397227,18.3475,7805.5,5706.83946480432,35.6379444444445,0.000507707092600224,344.090125029902,-1.07687225865717,-31.7508333333333,152.974240740741,"DiamondHead",92,0.637340782822159,0.0239420118697747,0.2491346816833
1890,49.1501484775026,17.00285,7875,5119.86000597299,35.5302,0.00047154244724618,338.248253580265,-0.957404062176517,-31.7508333333333,152.975025,"DiamondHead",92,0.591942158858911,0.0235355307027353,0.223509825485318
1910,66.5237054729827,15.8348,7965.8,1939.68355312557,35.4269333333333,0.000463355657782864,100.059373942721,NA,-31.7508333333333,152.976011111111,"DiamondHead",93,0.581665022924829,0.00696219549576054,0.0846777708667931
1930,77.4293058885884,15.4805714285714,8042.44997963197,1686.02494936962,35.389,0.000449468209734233,66.1714142608676,NA,-31.7507619047619,152.976761904762,"DiamondHead",93,0.564231669836562,0.00460424949869107,0.0736041887391175
1950,81.1908150278287,15.301625,8152.7,1450.24927184449,35.368125,0.000446767506068098,59.5129342112574,NA,-31.7506666666667,152.977833333333,"DiamondHead",94,0.560841391044258,0.00414094818085007,0.0633112939185865
1970,69.5379816088497,15.3430454545455,8185.4,1614.37964044527,35.3721818181818,0.000452473259507283,102.772427734375,NA,-31.7506666666667,152.978477272727,"DiamondHead",94,0.568004003929762,0.0071509715208716,0.070476480076021
1990,72.3228604613623,15.2495,8303.74998365528,1152.18114818233,35.3624166666667,0.000447691943365607,54.5495982458462,NA,-31.7506666666667,152.979513888889,"DiamondHead",94,0.562001866443266,0.00379559607698709,0.0502989939289885
2010,55.6032985254229,16.49984,8352.05001785346,4006.35105686963,35.47452,0.000476313302348246,222.626326156813,NA,-31.7506666666667,152.980293333333,"DiamondHead",94,0.597931164271282,0.0154904827417164,0.174899084058779
2030,34.753851114337,18.146,8425.79998038634,4725.86934112533,35.6224117647059,0.000512048833909852,358.849594938509,-0.805241028266643,-31.7506666666667,152.981156862745,"DiamondHead",94,0.642791108108966,0.0249689852643548,0.206309983177089
2050,16.3846405606089,19.14795,8499.9,9376.76695101606,35.6565,0.000521316147950598,528.081121556465,-0.982414791791627,-31.7506666666667,152.981966666667,"DiamondHead",94,0.654424660744873,0.0367442235647132,0.409347041206805
2070,4.94037860785001,19.237,8592.4999788776,9881.87352162337,35.66275,0.000528857121328396,604.112448373185,-0.988315507943591,-31.7506666666667,152.982833333333,"DiamondHead",94,0.663891083306023,0.0420345321109478,0.431397699099056
2090,13.9022136958703,19.1963529411765,8674.60002162532,8141.3565435971,35.6624705882353,0.000514921427415996,443.828620168087,-1.01508084338842,-31.7506666666667,152.983852941176,"DiamondHead",94,0.646397165657934,0.0308818804122514,0.355414635976424
2110,32.7680418711619,18.2108571428571,8753.05002187678,4042.90481677115,35.6294285714286,0.000494446885542936,396.309547031645,-1.03431894631706,-31.7506666666667,152.984690476191,"DiamondHead",94,0.620694825203186,0.0275754727872883,0.17649485513199
2130,51.6321933173893,17.197,8837.24997862614,2209.61021400876,35.5511176470588,0.000467232555515418,96.4911640083582,NA,-31.7506666666667,152.985549019608,"DiamondHead",94,0.586531815356529,0.00671391715706963,0.0964615424537996
2150,67.5164345953417,15.7414,8918.5,1148.97487368689,35.4185333333333,0.000430314588968453,36.7734813666261,NA,-31.7506666666667,152.986411111111,"DiamondHead",94,0.540187523456372,0.00255872244894035,0.0501590225524084
2170,78.45034396338,15.2691428571429,9001.1,1036.10400542823,35.3662857142857,0.00044403057716948,57.4395873794809,NA,-31.7506666666667,152.987238095238,"DiamondHead",94,0.55740563757105,0.00399668337681875,0.0452315932794519
2190,75.8386024187321,15.3760555555556,9103.50001609326,1617.94210360844,35.3741111111111,0.00046179444298119,148.418800045155,NA,-31.7505,152.98837037037,"DiamondHead",94,0.579705180570143,0.0103270754197611,0.0706320010314708
2210,63.1303631529644,16.3734545454545,9162.40002313406,1939.49001829054,35.4723636363636,0.000453642232488139,99.1065053706814,NA,-31.7505,152.989037878788,"DiamondHead",94,0.569471452711896,0.00689589428859822,0.0846693220152321
2230,71.8347797586935,15.5630714285714,9254.1499841582,1628.87260461599,35.3959285714286,0.000443689582097104,57.6072424077828,NA,-31.7505,152.989916666667,"DiamondHead",94,0.556977575663831,0.00400834892135387,0.0711091770421068
2250,53.121293554952,17.2043214285714,9309.199982398,3111.11237767052,35.5448928571429,0.00047176223161277,139.020689366946,NA,-31.7505,152.990738095238,"DiamondHead",95,0.592218061130705,0.00967314884342708,0.13581703089286
2270,30.7822747690893,18.8644117647059,9393.2500193622,4854.53197525477,35.6471764705882,0.000502323191246711,292.259106978326,-0.833114173668697,-31.7505,152.991656862745,"DiamondHead",95,0.630582201046768,0.0203355763485418,0.211926809197176
2290,13.8963725667403,19.2666470588235,9452.4,10063.8667479674,35.6574705882353,0.00053093746391893,696.629469792759,-0.797275635118702,-31.7505,152.992343137255,"DiamondHead",95,0.666502603205023,0.0484719258745473,0.43934269646465
