"secs","depth","temp","distance","abund","sal","GeoMnESD","biomass","NBSS.Slope","lat","long","site","GA_depth","Norm.GeoMnESD","Norm.Biomass","Norm.abund"
690,50.2052159276819,19.4883333333333,3421.75001885929,6797.97166833969,35.6338333333333,0.000421910791703809,197.996497387159,-1.23912775537583,-28.6328333333333,153.715222222222,"CapeByron",62,0.52963797076075,0.0137767234389689,0.296768556068358
710,35.7556166284267,19.5632173913043,3483.24997963197,9286.41808034349,35.6344782608696,0.000454799394427465,372.844717365977,-1.19926961729439,-28.6329420289855,153.716007246377,"CapeByron",62,0.570924074719765,0.0259427748703433,0.405402820018479
730,15.3955253801489,19.9192777777778,3579,9160.06210901133,35.6378888888889,0.000500847584778086,573.579858641511,-1.21228717692223,-28.633,153.716898148148,"CapeByron",62,0.628729825542155,0.0399100549097867,0.399886692415667
750,5.1154271419897,20.3953333333333,3667.6,7771.07796103611,35.6448333333333,0.00043698326464311,230.293041374269,-1.30455130264864,-28.633125,153.717666666667,"CapeByron",63,0.548558923101599,0.0160239377100117,0.339249955443634
770,15.892168957266,19.8593076923077,3734.65002237969,7383.82202348638,35.6413076923077,0.000456532819458934,290.887852910818,-1.21306106491049,-28.6331666666667,153.718448717949,"CapeByron",63,0.573100098026554,0.020240163609923,0.322344120729616
790,30.2933946131097,19.5540625,3828.6,6585.90406518558,35.635625,0.000444816951192982,276.765901180426,-1.06383960232346,-28.6333125,153.719364583333,"CapeByron",63,0.558392797772344,0.019257549139589,0.28751064805588
810,44.1971050227257,19.5088333333333,3916.7,5601.93657649364,35.6345833333333,0.000423482670090302,162.402282084455,-1.17448334346166,-28.6333611111111,153.720208333333,"CapeByron",63,0.531611199450973,0.0113000550800655,0.244555098211902
830,53.9181115241521,19.5023333333333,3990.2,5160.00221058823,35.6344444444444,0.000413650746301226,130.058736915057,-1.31010933086708,-28.6335,153.721018518519,"CapeByron",63,0.519268874327476,0.0090495704365756,0.225262251750427
850,45.6867001415387,19.5076470588235,4090.5,6998.42871031958,35.634,0.000419898176147291,168.043122077576,-1.37353172643785,-28.6335588235294,153.722,"CapeByron",63,0.527111470751185,0.0116925483492608,0.305519599733216
870,27.8104720477968,19.5393684210526,4169.50002112241,9421.08582991688,35.6344210526316,0.000463560819230053,360.82974647577,-1.35102066433272,-28.6336666666667,153.722789473684,"CapeByron",64,0.581922568583067,0.0251067654799449,0.411281802094265
890,10.9127327178598,19.9139333333333,4235.4,10243.5614983646,35.6375333333333,0.000478005200242207,457.731881581919,-1.28153124025915,-28.6336777777778,153.723555555556,"CapeByron",64,0.600055057247977,0.0318492782699191,0.447187352813661
910,8.49252997937817,19.9858,4357.64997611157,8351.62125619618,35.6424,0.000459936713188437,315.954710188938,-1.29837407210274,-28.6338333333333,153.724666666667,"CapeByron",64,0.577373113562134,0.0219843316369437,0.364593837978805
930,20.3616221193333,19.5575,4440.34997762031,6726.40663519629,35.6358571428571,0.000441471262208909,210.882756189495,-1.24033913166244,-28.6339166666667,153.725464285714,"CapeByron",65,0.554192848495946,0.0146733576018229,0.293644351881121
950,34.7559236707362,19.5355333333333,4532.45002237969,5672.49604753681,35.6346666666667,0.000430167691888549,157.985640850064,-1.34010179207609,-28.634,153.726355555556,"CapeByron",65,0.540003118902516,0.0109927423466672,0.247635404126672
970,47.1763505061437,19.4756,4589.44997409991,4274.73475000199,35.6326,0.000409602751110244,98.2310411114465,-1.25116310794746,-28.6340333333333,153.726966666667,"CapeByron",65,0.51418729784079,0.00683497892322891,0.186615496684346
990,55.104237364194,19.3651666666667,4696.59997334554,2865.65287398972,35.628,0.000404731192849915,69.0517586589484,NA,-28.6341666666667,153.727972222222,"CapeByron",67,0.508071876566488,0.00480466571162916,0.125101384221388
1010,48.6600737539353,19.3733529411765,4798.94997661448,2688.61849457258,35.6272941176471,0.000402876904490842,66.3377663033101,NA,-28.6341666666667,153.728980392157,"CapeByron",67,0.505744129699103,0.00461582438063333,0.117372867581819
1030,31.2865303754788,19.5346666666667,4887.9,7094.26896375473,35.6325555555556,0.000442609660486156,223.059491229525,-1.40493125242566,-28.6343333333333,153.729898148148,"CapeByron",67,0.555621915884916,0.0155206226456487,0.309703549742546
1050,13.4090612648502,19.9086666666667,4957.4,11680.456392235,35.6372777777778,0.000472324663963288,512.162148388788,-1.20142651933961,-28.6343333333333,153.730648148148,"CapeByron",68,0.592924100261906,0.0356365711887491,0.509915655266275
