"Longitude","Latitude","Date","Location","Day","Month","Year","sst_1d"
152.944,-31.75,2004-01-01,"DiamondHead_West",1,1,2004,NA
152.944,-31.75,2004-01-02,"DiamondHead_West",2,1,2004,23.9349994659424
152.944,-31.75,2004-01-03,"DiamondHead_West",3,1,2004,25.7600002288818
152.944,-31.75,2004-01-04,"DiamondHead_West",4,1,2004,NA
152.944,-31.75,2004-01-05,"DiamondHead_West",5,1,2004,NA
152.944,-31.75,2004-01-06,"DiamondHead_West",6,1,2004,NA
152.944,-31.75,2004-01-07,"DiamondHead_West",7,1,2004,NA
152.944,-31.75,2004-01-08,"DiamondHead_West",8,1,2004,NA
152.944,-31.75,2004-01-09,"DiamondHead_West",9,1,2004,24.9950008392334
152.944,-31.75,2004-01-10,"DiamondHead_West",10,1,2004,23.7649993896484
152.944,-31.75,2004-01-11,"DiamondHead_West",11,1,2004,NA
152.944,-31.75,2004-01-12,"DiamondHead_West",12,1,2004,NA
152.944,-31.75,2004-01-13,"DiamondHead_West",13,1,2004,NA
152.944,-31.75,2004-01-14,"DiamondHead_West",14,1,2004,NA
152.944,-31.75,2004-01-15,"DiamondHead_West",15,1,2004,NA
152.944,-31.75,2004-01-16,"DiamondHead_West",16,1,2004,NA
152.944,-31.75,2004-01-17,"DiamondHead_West",17,1,2004,NA
152.944,-31.75,2004-01-18,"DiamondHead_West",18,1,2004,NA
152.944,-31.75,2004-01-19,"DiamondHead_West",19,1,2004,22.0149993896484
152.944,-31.75,2004-01-20,"DiamondHead_West",20,1,2004,NA
152.944,-31.75,2004-01-21,"DiamondHead_West",21,1,2004,NA
152.944,-31.75,2004-01-22,"DiamondHead_West",22,1,2004,21.6100006103516
152.944,-31.75,2004-01-23,"DiamondHead_West",23,1,2004,NA
152.944,-31.75,2004-01-24,"DiamondHead_West",24,1,2004,NA
152.944,-31.75,2004-01-25,"DiamondHead_West",25,1,2004,NA
152.944,-31.75,2004-01-26,"DiamondHead_West",26,1,2004,25.1450004577637
152.944,-31.75,2004-01-27,"DiamondHead_West",27,1,2004,NA
152.944,-31.75,2004-01-28,"DiamondHead_West",28,1,2004,NA
152.944,-31.75,2004-01-29,"DiamondHead_West",29,1,2004,NA
152.944,-31.75,2004-01-30,"DiamondHead_West",30,1,2004,NA
152.944,-31.75,2004-01-31,"DiamondHead_West",31,1,2004,26.2099990844727
152.944,-31.75,2004-02-01,"DiamondHead_West",1,2,2004,25.2049999237061
152.944,-31.75,2004-02-02,"DiamondHead_West",2,2,2004,NA
152.944,-31.75,2004-02-03,"DiamondHead_West",3,2,2004,24.5400009155273
152.944,-31.75,2004-02-04,"DiamondHead_West",4,2,2004,24.7049999237061
152.944,-31.75,2004-02-05,"DiamondHead_West",5,2,2004,NA
152.944,-31.75,2004-02-06,"DiamondHead_West",6,2,2004,NA
152.944,-31.75,2004-02-07,"DiamondHead_West",7,2,2004,NA
152.944,-31.75,2004-02-08,"DiamondHead_West",8,2,2004,NA
152.944,-31.75,2004-02-09,"DiamondHead_West",9,2,2004,NA
152.944,-31.75,2004-02-10,"DiamondHead_West",10,2,2004,24.3250007629395
152.944,-31.75,2004-02-11,"DiamondHead_West",11,2,2004,NA
152.944,-31.75,2004-02-12,"DiamondHead_West",12,2,2004,NA
152.944,-31.75,2004-02-13,"DiamondHead_West",13,2,2004,24.2150001525879
152.944,-31.75,2004-02-14,"DiamondHead_West",14,2,2004,24.5799999237061
152.944,-31.75,2004-02-15,"DiamondHead_West",15,2,2004,NA
152.944,-31.75,2004-02-16,"DiamondHead_West",16,2,2004,NA
152.944,-31.75,2004-02-17,"DiamondHead_West",17,2,2004,25.5249996185303
152.944,-31.75,2004-02-18,"DiamondHead_West",18,2,2004,24.6100006103516
152.944,-31.75,2004-02-19,"DiamondHead_West",19,2,2004,25.8649997711182
152.944,-31.75,2004-02-20,"DiamondHead_West",20,2,2004,24.3500003814697
152.944,-31.75,2004-02-21,"DiamondHead_West",21,2,2004,NA
152.944,-31.75,2004-02-22,"DiamondHead_West",22,2,2004,23.6700000762939
152.944,-31.75,2004-02-23,"DiamondHead_West",23,2,2004,NA
152.944,-31.75,2004-02-24,"DiamondHead_West",24,2,2004,NA
152.944,-31.75,2004-02-25,"DiamondHead_West",25,2,2004,NA
152.944,-31.75,2004-02-26,"DiamondHead_West",26,2,2004,NA
152.944,-31.75,2004-02-27,"DiamondHead_West",27,2,2004,NA
152.944,-31.75,2004-02-28,"DiamondHead_West",28,2,2004,NA
152.944,-31.75,2004-02-29,"DiamondHead_West",29,2,2004,NA
152.944,-31.75,2004-03-01,"DiamondHead_West",1,3,2004,NA
152.944,-31.75,2004-03-02,"DiamondHead_West",2,3,2004,NA
152.944,-31.75,2004-03-03,"DiamondHead_West",3,3,2004,NA
152.944,-31.75,2004-03-04,"DiamondHead_West",4,3,2004,24.875
152.944,-31.75,2004-03-05,"DiamondHead_West",5,3,2004,NA
152.944,-31.75,2004-03-06,"DiamondHead_West",6,3,2004,NA
152.944,-31.75,2004-03-07,"DiamondHead_West",7,3,2004,NA
152.944,-31.75,2004-03-08,"DiamondHead_West",8,3,2004,NA
152.944,-31.75,2004-03-09,"DiamondHead_West",9,3,2004,24.5450000762939
152.944,-31.75,2004-03-10,"DiamondHead_West",10,3,2004,NA
152.944,-31.75,2004-03-11,"DiamondHead_West",11,3,2004,NA
152.944,-31.75,2004-03-12,"DiamondHead_West",12,3,2004,NA
152.944,-31.75,2004-03-13,"DiamondHead_West",13,3,2004,NA
152.944,-31.75,2004-03-14,"DiamondHead_West",14,3,2004,NA
152.944,-31.75,2004-03-15,"DiamondHead_West",15,3,2004,NA
152.944,-31.75,2004-03-16,"DiamondHead_West",16,3,2004,24.9400005340576
152.944,-31.75,2004-03-17,"DiamondHead_West",17,3,2004,24.9599990844727
152.944,-31.75,2004-03-18,"DiamondHead_West",18,3,2004,NA
152.944,-31.75,2004-03-19,"DiamondHead_West",19,3,2004,24.8400001525879
152.944,-31.75,2004-03-20,"DiamondHead_West",20,3,2004,25.0300006866455
152.944,-31.75,2004-03-21,"DiamondHead_West",21,3,2004,NA
152.944,-31.75,2004-03-22,"DiamondHead_West",22,3,2004,NA
152.944,-31.75,2004-03-23,"DiamondHead_West",23,3,2004,NA
152.944,-31.75,2004-03-24,"DiamondHead_West",24,3,2004,NA
152.944,-31.75,2004-03-25,"DiamondHead_West",25,3,2004,24.6599998474121
152.944,-31.75,2004-03-26,"DiamondHead_West",26,3,2004,24.7299995422363
152.944,-31.75,2004-03-27,"DiamondHead_West",27,3,2004,24.2399997711182
152.944,-31.75,2004-03-28,"DiamondHead_West",28,3,2004,NA
152.944,-31.75,2004-03-29,"DiamondHead_West",29,3,2004,NA
152.944,-31.75,2004-03-30,"DiamondHead_West",30,3,2004,24.5200004577637
152.944,-31.75,2004-03-31,"DiamondHead_West",31,3,2004,NA
152.944,-31.75,2004-04-01,"DiamondHead_West",1,4,2004,NA
152.944,-31.75,2004-04-02,"DiamondHead_West",2,4,2004,22.9899997711182
152.944,-31.75,2004-04-03,"DiamondHead_West",3,4,2004,NA
152.944,-31.75,2004-04-04,"DiamondHead_West",4,4,2004,NA
152.944,-31.75,2004-04-05,"DiamondHead_West",5,4,2004,NA
152.944,-31.75,2004-04-06,"DiamondHead_West",6,4,2004,NA
152.944,-31.75,2004-04-07,"DiamondHead_West",7,4,2004,NA
152.944,-31.75,2004-04-08,"DiamondHead_West",8,4,2004,23.3899993896484
152.944,-31.75,2004-04-09,"DiamondHead_West",9,4,2004,NA
152.944,-31.75,2004-04-10,"DiamondHead_West",10,4,2004,25.1499996185303
152.944,-31.75,2004-04-11,"DiamondHead_West",11,4,2004,25.2849998474121
152.944,-31.75,2004-04-12,"DiamondHead_West",12,4,2004,24.9599990844727
152.944,-31.75,2004-04-13,"DiamondHead_West",13,4,2004,24.1000003814697
152.944,-31.75,2004-04-14,"DiamondHead_West",14,4,2004,24.3050003051758
152.944,-31.75,2004-04-15,"DiamondHead_West",15,4,2004,NA
152.944,-31.75,2004-04-16,"DiamondHead_West",16,4,2004,NA
152.944,-31.75,2004-04-17,"DiamondHead_West",17,4,2004,22.1350002288818
152.944,-31.75,2004-04-18,"DiamondHead_West",18,4,2004,22.5900001525879
152.944,-31.75,2004-04-19,"DiamondHead_West",19,4,2004,NA
152.944,-31.75,2004-04-20,"DiamondHead_West",20,4,2004,24.4549999237061
152.944,-31.75,2004-04-21,"DiamondHead_West",21,4,2004,23.2250003814697
152.944,-31.75,2004-04-22,"DiamondHead_West",22,4,2004,24.1700000762939
152.944,-31.75,2004-04-23,"DiamondHead_West",23,4,2004,24.2849998474121
152.944,-31.75,2004-04-24,"DiamondHead_West",24,4,2004,23.9699993133545
152.944,-31.75,2004-04-25,"DiamondHead_West",25,4,2004,NA
152.944,-31.75,2004-04-26,"DiamondHead_West",26,4,2004,NA
152.944,-31.75,2004-04-27,"DiamondHead_West",27,4,2004,NA
152.944,-31.75,2004-04-28,"DiamondHead_West",28,4,2004,NA
152.944,-31.75,2004-04-29,"DiamondHead_West",29,4,2004,NA
152.944,-31.75,2004-04-30,"DiamondHead_West",30,4,2004,24.3549995422363
152.944,-31.75,2004-05-01,"DiamondHead_West",1,5,2004,23.9349994659424
152.944,-31.75,2004-05-02,"DiamondHead_West",2,5,2004,NA
152.944,-31.75,2004-05-03,"DiamondHead_West",3,5,2004,22.5550003051758
152.944,-31.75,2004-05-04,"DiamondHead_West",4,5,2004,23.5
152.944,-31.75,2004-05-05,"DiamondHead_West",5,5,2004,22.2999992370605
152.944,-31.75,2004-05-06,"DiamondHead_West",6,5,2004,NA
152.944,-31.75,2004-05-07,"DiamondHead_West",7,5,2004,NA
152.944,-31.75,2004-05-08,"DiamondHead_West",8,5,2004,NA
152.944,-31.75,2004-05-09,"DiamondHead_West",9,5,2004,21.9050006866455
152.944,-31.75,2004-05-10,"DiamondHead_West",10,5,2004,NA
152.944,-31.75,2004-05-11,"DiamondHead_West",11,5,2004,NA
152.944,-31.75,2004-05-12,"DiamondHead_West",12,5,2004,21.4799995422363
152.944,-31.75,2004-05-13,"DiamondHead_West",13,5,2004,22.6149997711182
152.944,-31.75,2004-05-14,"DiamondHead_West",14,5,2004,22.875
152.944,-31.75,2004-05-15,"DiamondHead_West",15,5,2004,22.8150005340576
152.944,-31.75,2004-05-16,"DiamondHead_West",16,5,2004,22.7299995422363
152.944,-31.75,2004-05-17,"DiamondHead_West",17,5,2004,22.2049999237061
152.944,-31.75,2004-05-18,"DiamondHead_West",18,5,2004,NA
152.944,-31.75,2004-05-19,"DiamondHead_West",19,5,2004,21.6949996948242
152.944,-31.75,2004-05-20,"DiamondHead_West",20,5,2004,22.2000007629395
152.944,-31.75,2004-05-21,"DiamondHead_West",21,5,2004,21.6749992370605
152.944,-31.75,2004-05-22,"DiamondHead_West",22,5,2004,NA
152.944,-31.75,2004-05-23,"DiamondHead_West",23,5,2004,20.1849994659424
152.944,-31.75,2004-05-24,"DiamondHead_West",24,5,2004,NA
152.944,-31.75,2004-05-25,"DiamondHead_West",25,5,2004,NA
152.944,-31.75,2004-05-26,"DiamondHead_West",26,5,2004,NA
152.944,-31.75,2004-05-27,"DiamondHead_West",27,5,2004,NA
152.944,-31.75,2004-05-28,"DiamondHead_West",28,5,2004,21.0400009155273
152.944,-31.75,2004-05-29,"DiamondHead_West",29,5,2004,21.0349998474121
152.944,-31.75,2004-05-30,"DiamondHead_West",30,5,2004,20.9899997711182
152.944,-31.75,2004-05-31,"DiamondHead_West",31,5,2004,20.7649993896484
152.944,-31.75,2004-06-01,"DiamondHead_West",1,6,2004,21.5949993133545
152.944,-31.75,2004-06-02,"DiamondHead_West",2,6,2004,NA
152.944,-31.75,2004-06-03,"DiamondHead_West",3,6,2004,NA
152.944,-31.75,2004-06-04,"DiamondHead_West",4,6,2004,21.0849990844727
152.944,-31.75,2004-06-05,"DiamondHead_West",5,6,2004,NA
152.944,-31.75,2004-06-06,"DiamondHead_West",6,6,2004,NA
152.944,-31.75,2004-06-07,"DiamondHead_West",7,6,2004,NA
152.944,-31.75,2004-06-08,"DiamondHead_West",8,6,2004,20.8799991607666
152.944,-31.75,2004-06-09,"DiamondHead_West",9,6,2004,20.6749992370605
152.944,-31.75,2004-06-10,"DiamondHead_West",10,6,2004,NA
152.944,-31.75,2004-06-11,"DiamondHead_West",11,6,2004,20.4850006103516
152.944,-31.75,2004-06-12,"DiamondHead_West",12,6,2004,NA
152.944,-31.75,2004-06-13,"DiamondHead_West",13,6,2004,19.7150001525879
152.944,-31.75,2004-06-14,"DiamondHead_West",14,6,2004,NA
152.944,-31.75,2004-06-15,"DiamondHead_West",15,6,2004,20.3150005340576
152.944,-31.75,2004-06-16,"DiamondHead_West",16,6,2004,19.3649997711182
152.944,-31.75,2004-06-17,"DiamondHead_West",17,6,2004,NA
152.944,-31.75,2004-06-18,"DiamondHead_West",18,6,2004,NA
152.944,-31.75,2004-06-19,"DiamondHead_West",19,6,2004,NA
152.944,-31.75,2004-06-20,"DiamondHead_West",20,6,2004,19.75
152.944,-31.75,2004-06-21,"DiamondHead_West",21,6,2004,20.1650009155273
152.944,-31.75,2004-06-22,"DiamondHead_West",22,6,2004,19.2099990844727
152.944,-31.75,2004-06-23,"DiamondHead_West",23,6,2004,19.4200000762939
152.944,-31.75,2004-06-24,"DiamondHead_West",24,6,2004,NA
152.944,-31.75,2004-06-25,"DiamondHead_West",25,6,2004,19.1100006103516
152.944,-31.75,2004-06-26,"DiamondHead_West",26,6,2004,20.2000007629395
152.944,-31.75,2004-06-27,"DiamondHead_West",27,6,2004,18.7049999237061
152.944,-31.75,2004-06-28,"DiamondHead_West",28,6,2004,NA
152.944,-31.75,2004-06-29,"DiamondHead_West",29,6,2004,19.2099990844727
152.944,-31.75,2004-06-30,"DiamondHead_West",30,6,2004,20.3549995422363
152.944,-31.75,2004-07-01,"DiamondHead_West",1,7,2004,19.6599998474121
152.944,-31.75,2004-07-02,"DiamondHead_West",2,7,2004,19.3899993896484
152.944,-31.75,2004-07-03,"DiamondHead_West",3,7,2004,19.6350002288818
152.944,-31.75,2004-07-04,"DiamondHead_West",4,7,2004,19.4750003814697
152.944,-31.75,2004-07-05,"DiamondHead_West",5,7,2004,NA
152.944,-31.75,2004-07-06,"DiamondHead_West",6,7,2004,19.7549991607666
152.944,-31.75,2004-07-07,"DiamondHead_West",7,7,2004,20.6399993896484
152.944,-31.75,2004-07-08,"DiamondHead_West",8,7,2004,NA
152.944,-31.75,2004-07-09,"DiamondHead_West",9,7,2004,NA
